age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit
38,unknown,married,unknown,yes,-215,yes,no,unknown,21,jun,1625,2,178,1,failure,no
33,housemaid,married,primary,no,4360,no,yes,unknown,30,mar,105,4,-1,5,success,no
37,technician,married,primary,no,61,yes,no,cellular,22,may,2532,3,62,0,failure,yes
54,unemployed,single,primary,no,9335,yes,no,unknown,17,feb,339,2,131,5,unknown,yes
49,self-employed,single,primary,no,3769,no,no,unknown,2,jun,817,4,-1,4,unknown,yes
42,student,divorced,primary,yes,15130,no,no,telephone,13,apr,440,2,-1,2,unknown,yes
30,retired,single,primary,no,1894,yes,no,unknown,25,jun,203,4,86,2,failure,no
26,unemployed,divorced,tertiary,no,4917,no,yes,cellular,21,nov,217,1,101,0,success,no
49,self-employed,divorced,primary,no,6714,yes,no,unknown,6,jul,670,6,87,12,other,yes
48,retired,single,secondary,no,1693,yes,no,unknown,10,feb,195,2,233,2,other,yes
25,unknown,married,unknown,yes,-4143,yes,no,unknown,23,oct,243,1,433,0,other,yes
69,services,single,primary,yes,1081,yes,no,unknown,3,mar,358,7,73,5,failure,yes
41,housemaid,married,secondary,yes,1192,no,no,telephone,6,jan,222,28,103,5,unknown,yes
54,retired,divorced,primary,no,1756,yes,yes,cellular,13,feb,1849,2,162,3,success,no
43,unemployed,married,tertiary,no,390,yes,no,cellular,30,jun,1032,4,-1,4,failure,no
38,technician,divorced,tertiary,yes,3804,no,yes,unknown,28,jul,184,2,-1,0,failure,no
75,services,married,secondary,no,480,yes,yes,cellular,25,sep,877,4,158,6,failure,yes
37,blue-collar,married,tertiary,yes,407,no,yes,telephone,3,oct,795,4,287,0,unknown,no
29,student,single,unknown,yes,4841,no,no,unknown,31,may,103,5,-1,3,other,no
42,retired,single,primary,no,3013,yes,no,telephone,15,apr,224,2,824,3,unknown,yes
47,management,single,tertiary,yes,11256,no,no,unknown,8,may,287,3,78,2,failure,yes
38,self-employed,single,primary,no,-449,no,no,telephone,5,jan,956,23,80,7,failure,yes
48,entrepreneur,single,secondary,no,1192,yes,yes,unknown,6,jun,1021,6,-1,2,unknown,no
57,retired,married,tertiary,yes,4065,no,no,cellular,27,jun,208,6,72,2,failure,no
37,management,single,tertiary,no,1858,yes,no,unknown,17,dec,427,6,94,0,failure,no
81,unemployed,married,tertiary,no,297,yes,no,cellular,10,apr,139,2,91,5,failure,no
35,entrepreneur,single,tertiary,no,7726,no,no,cellular,1,mar,860,3,162,0,other,no
62,unemployed,divorced,tertiary,yes,-366,no,no,unknown,3,aug,559,3,-1,2,success,no
32,housemaid,divorced,secondary,yes,8561,no,yes,cellular,17,feb,200,7,0,3,other,yes
34,technician,single,secondary,no,107,yes,yes,telephone,30,apr,369,1,554,5,success,no
60,technician,married,unknown,no,19298,yes,no,cellular,31,jan,1356,7,-1,3,unknown,yes
37,self-employed,married,primary,no,10637,yes,no,unknown,19,jun,1243,1,145,2,other,no
39,unemployed,married,tertiary,yes,5175,no,no,unknown,5,jun,260,7,595,2,success,yes
46,management,married,tertiary,yes,468,no,yes,telephone,16,apr,855,6,-1,8,success,no
30,unemployed,married,primary,no,231,yes,no,cellular,12,nov,376,4,-1,4,failure,no
34,entrepreneur,married,tertiary,no,779,no,no,unknown,21,jul,349,1,367,5,success,no
79,admin.,married,primary,yes,146,yes,no,unknown,16,aug,1740,6,243,3,success,yes
82,unemployed,divorced,unknown,no,2392,no,yes,unknown,19,jul,107,3,-1,3,success,yes
37,admin.,single,primary,no,330,no,no,unknown,19,dec,349,2,-1,2,failure,yes
51,housemaid,married,unknown,no,1030,yes,no,unknown,25,apr,49,1,-1,0,unknown,no
35,technician,divorced,secondary,no,536,yes,yes,cellular,3,jan,143,12,148,1,unknown,no
40,housemaid,single,tertiary,no,590,yes,yes,unknown,27,feb,576,1,67,0,unknown,no
44,unknown,single,secondary,yes,6742,no,yes,cellular,14,jul,205,4,2,0,other,yes
32,housemaid,married,primary,no,4113,no,yes,telephone,19,nov,896,5,-1,4,unknown,no
26,housemaid,single,tertiary,no,1239,yes,no,cellular,21,dec,405,1,209,1,success,no
29,technician,single,tertiary,yes,12791,no,yes,cellular,19,apr,804,24,-1,5,other,no
34,technician,married,tertiary,yes,1880,yes,yes,cellular,19,aug,277,15,48,0,unknown,no
46,self-employed,married,unknown,yes,256,no,no,unknown,5,dec,1212,2,124,7,success,no
43,blue-collar,single,secondary,yes,1669,no,no,telephone,14,aug,549,7,81,2,unknown,yes
31,housemaid,divorced,unknown,no,-108,no,yes,unknown,17,sep,700,4,-1,9,success,yes
51,housemaid,married,tertiary,no,1908,yes,no,unknown,20,oct,1448,3,636,1,unknown,no
37,retired,married,unknown,yes,3190,no,no,unknown,31,mar,1327,2,45,0,other,yes
41,management,single,unknown,yes,8657,no,yes,telephone,14,jan,553,1,598,3,other,yes
39,services,married,unknown,no,3484,no,no,unknown,28,may,340,8,72,0,success,no
31,admin.,single,unknown,no,1337,yes,yes,cellular,16,jan,1190,1,90,2,success,no
31,retired,divorced,tertiary,no,4876,yes,yes,unknown,13,jun,324,8,-1,2,unknown,no
49,admin.,divorced,primary,yes,5706,yes,no,cellular,4,jul,308,21,-1,6,success,yes
52,management,married,primary,no,13736,yes,yes,unknown,4,may,347,7,-1,2,failure,yes
42,blue-collar,married,tertiary,no,1278,no,no,cellular,24,aug,604,4,407,5,success,no
36,unemployed,single,tertiary,yes,1423,no,no,unknown,7,aug,275,1,-1,8,failure,yes
53,retired,married,unknown,no,-3076,yes,yes,cellular,18,sep,995,3,94,1,unknown,yes
36,technician,married,secondary,yes,463,no,no,cellular,21,sep,1200,7,1,1,failure,no
41,self-employed,married,secondary,no,6244,no,no,unknown,5,dec,183,10,718,3,unknown,no
67,admin.,married,tertiary,no,3158,yes,no,unknown,20,aug,300,3,0,1,other,no
51,services,divorced,unknown,yes,-93,no,no,unknown,15,may,1143,2,112,3,other,no
79,student,single,tertiary,no,1771,no,no,telephone,20,mar,1402,15,24,2,success,no
38,blue-collar,divorced,secondary,no,3548,yes,yes,cellular,13,feb,569,6,70,0,other,no
69,self-employed,married,tertiary,yes,326,no,no,cellular,31,jul,408,2,128,2,other,yes
30,retired,married,unknown,no,421,no,no,cellular,19,apr,260,1,11,2,success,no
59,unknown,married,secondary,no,6486,no,yes,unknown,25,oct,1152,6,-1,0,failure,no
42,services,married,tertiary,yes,732,yes,yes,cellular,13,mar,352,1,85,1,success,yes
32,retired,single,primary,no,960,no,yes,telephone,20,oct,161,28,-1,3,success,no
54,technician,single,primary,yes,-155,yes,yes,cellular,19,jul,636,8,0,2,success,yes
67,admin.,married,tertiary,no,10940,no,no,unknown,29,oct,581,2,-1,6,other,yes
26,services,single,unknown,no,-695,no,no,telephone,19,jan,1294,5,137,1,other,yes
28,management,divorced,secondary,yes,4672,no,yes,cellular,25,dec,1528,2,-1,9,failure,no
48,technician,married,tertiary,no,15803,no,yes,cellular,21,may,82,4,337,5,unknown,no
51,self-employed,single,secondary,yes,589,no,yes,telephone,15,jan,283,3,88,2,unknown,yes
40,entrepreneur,married,secondary,no,2228,yes,no,unknown,18,apr,306,1,555,5,unknown,yes
41,self-employed,divorced,secondary,no,-480,yes,no,telephone,19,may,394,1,278,0,other,no
46,management,married,secondary,yes,1059,yes,yes,cellular,9,jun,311,6,54,1,failure,yes
32,student,single,tertiary,no,826,yes,yes,cellular,30,feb,1788,4,91,5,unknown,no
35,unemployed,married,secondary,yes,1807,yes,no,cellular,28,may,703,4,117,4,success,no
51,admin.,divorced,secondary,no,134,yes,yes,telephone,18,mar,812,3,-1,1,failure,no
58,unemployed,single,unknown,yes,-126,yes,no,unknown,18,dec,709,1,219,3,success,no
60,entrepreneur,single,primary,no,2345,no,no,cellular,28,apr,109,22,-1,3,success,no
41,blue-collar,married,tertiary,yes,11861,yes,no,cellular,8,jun,1367,1,194,2,failure,yes
65,student,single,unknown,no,-119,yes,no,unknown,13,apr,1356,3,555,8,unknown,no
60,services,married,primary,no,9371,no,no,telephone,22,dec,1067,1,70,2,failure,yes
44,housemaid,divorced,unknown,yes,361,no,no,unknown,20,may,830,6,166,0,failure,yes
77,retired,married,primary,no,2237,yes,no,unknown,23,sep,368,11,74,3,success,no
41,self-employed,divorced,tertiary,no,2129,no,no,telephone,11,oct,430,16,0,3,success,no
47,retired,single,unknown,no,-130,no,no,unknown,15,may,1368,24,171,2,unknown,no
37,management,married,tertiary,no,955,no,yes,cellular,9,feb,681,7,188,2,failure,no
78,management,single,tertiary,no,2203,yes,yes,cellular,2,aug,49,5,-1,4,other,no
24,retired,single,unknown,no,236,yes,yes,cellular,20,mar,634,3,-1,0,other,yes
39,unemployed,married,unknown,no,1344,yes,no,unknown,6,apr,317,4,338,5,unknown,yes
32,blue-collar,married,tertiary,no,1423,no,yes,cellular,8,nov,2,3,22,0,unknown,yes
54,housemaid,single,secondary,no,-337,no,yes,telephone,13,jun,1402,3,193,3,unknown,no
30,retired,divorced,secondary,no,723,no,no,telephone,15,sep,1391,6,68,0,success,no
32,services,single,secondary,no,700,yes,yes,unknown,17,may,213,33,139,7,success,no
23,housemaid,divorced,primary,no,3239,no,no,telephone,26,mar,396,5,71,0,success,yes
57,entrepreneur,single,tertiary,no,-778,no,no,unknown,7,nov,275,1,105,3,unknown,no
44,blue-collar,married,secondary,no,-49,no,no,unknown,14,jun,391,5,-1,4,other,no
42,student,married,secondary,no,3865,no,no,unknown,21,oct,287,7,314,3,failure,yes
35,self-employed,single,tertiary,no,-13,no,yes,unknown,19,may,147,2,339,2,failure,no
49,unknown,married,tertiary,no,2621,no,yes,telephone,31,nov,388,1,-1,2,unknown,no
48,housemaid,single,unknown,yes,37,no,no,cellular,14,may,350,2,-1,0,other,no
58,blue-collar,married,primary,yes,4926,no,no,cellular,11,may,305,3,-1,1,unknown,no
31,self-employed,divorced,secondary,yes,-347,yes,yes,unknown,22,mar,1293,2,63,6,unknown,yes
26,blue-collar,married,tertiary,no,-1,yes,yes,cellular,10,aug,703,1,108,2,success,no
56,admin.,divorced,tertiary,no,-425,no,no,unknown,16,sep,1262,2,140,2,success,yes
21,retired,married,unknown,yes,1127,no,no,unknown,23,may,906,3,161,5,success,no
53,housemaid,married,tertiary,no,1762,yes,no,telephone,12,mar,266,2,171,0,other,no
22,entrepreneur,single,primary,yes,323,no,no,cellular,29,nov,1258,17,182,12,unknown,yes
62,blue-collar,single,secondary,no,-44,no,no,unknown,8,may,156,3,101,2,other,yes
56,admin.,divorced,tertiary,no,31824,no,yes,unknown,30,oct,800,5,176,4,other,no
39,self-employed,married,secondary,no,-953,yes,no,cellular,11,nov,447,3,129,0,success,no
58,housemaid,single,unknown,no,-646,no,yes,telephone,10,feb,682,10,87,1,success,yes
34,management,married,unknown,yes,374,yes,no,cellular,15,jul,1591,15,74,0,failure,yes
46,technician,single,secondary,no,6331,yes,no,cellular,28,aug,709,3,-1,3,success,no
53,retired,single,tertiary,yes,73,no,yes,telephone,9,jul,122,7,101,3,success,yes
38,unemployed,single,tertiary,no,12602,yes,no,telephone,26,sep,1396,1,78,1,success,yes
27,student,single,unknown,yes,1463,yes,no,unknown,19,dec,166,6,-1,3,other,yes
46,admin.,married,tertiary,no,1260,yes,no,unknown,13,may,2,4,477,0,success,no
67,management,single,unknown,no,4057,no,yes,cellular,4,jul,1031,1,203,4,success,no
20,management,divorced,tertiary,yes,-580,no,no,telephone,9,apr,509,1,9,5,other,no
51,admin.,single,tertiary,yes,11433,yes,no,cellular,4,jul,656,8,186,3,success,no
46,unknown,single,secondary,yes,-421,no,no,cellular,29,oct,726,4,266,1,success,no
43,technician,divorced,tertiary,yes,909,yes,yes,unknown,18,jul,31,12,103,1,failure,yes
43,self-employed,married,tertiary,yes,10932,yes,no,unknown,22,sep,1399,1,2,3,other,no
57,management,married,tertiary,no,11587,no,no,cellular,3,aug,9,1,108,0,unknown,no
37,entrepreneur,married,unknown,no,73,no,no,unknown,9,sep,1879,20,90,0,unknown,no
36,housemaid,married,tertiary,yes,313,no,no,cellular,22,feb,145,7,-1,0,failure,no
64,unemployed,single,primary,yes,1241,no,no,cellular,18,jan,1044,5,-1,2,unknown,yes
65,unknown,married,secondary,yes,3824,yes,yes,unknown,12,mar,62,3,35,0,success,yes
49,entrepreneur,single,tertiary,no,3596,yes,no,cellular,12,may,429,6,625,3,success,no
64,student,married,tertiary,yes,-636,no,no,unknown,4,aug,298,4,-1,6,success,no
43,technician,divorced,unknown,yes,5548,yes,no,cellular,3,jun,677,32,28,2,unknown,yes
58,admin.,divorced,tertiary,yes,2030,yes,no,telephone,5,jul,581,3,20,2,success,no
44,blue-collar,divorced,secondary,yes,392,no,yes,unknown,6,may,1584,24,118,2,unknown,no
41,services,married,primary,no,1851,no,no,telephone,31,dec,1426,2,2,3,unknown,yes
51,unknown,single,secondary,yes,4250,no,no,cellular,29,feb,1150,1,35,2,success,yes
50,blue-collar,divorced,tertiary,no,5866,yes,no,unknown,1,jan,928,2,64,1,other,no
90,retired,single,unknown,yes,-239,no,no,cellular,19,jul,303,2,394,5,success,yes
31,services,divorced,tertiary,no,3073,yes,no,unknown,8,feb,1071,1,68,3,other,yes
38,housemaid,divorced,secondary,no,-598,yes,no,cellular,5,nov,156,2,0,3,other,no
44,technician,married,tertiary,no,-324,no,no,telephone,21,feb,178,4,17,3,other,yes
26,technician,single,primary,yes,13453,no,no,cellular,19,sep,189,1,-1,4,failure,yes
52,self-employed,divorced,primary,yes,-350,no,yes,cellular,30,nov,924,2,1,3,other,no
52,blue-collar,married,primary,no,-344,no,no,unknown,16,oct,1481,3,92,0,unknown,no
55,blue-collar,married,secondary,yes,16679,yes,yes,unknown,29,jan,776,2,2,3,success,no
37,retired,single,unknown,yes,1093,yes,yes,unknown,22,jun,459,5,58,3,unknown,yes
41,admin.,single,tertiary,yes,81,no,no,unknown,20,oct,346,11,195,3,failure,no
29,services,divorced,secondary,no,315,no,no,unknown,31,nov,596,8,226,4,failure,no
36,technician,single,tertiary,no,-144,yes,no,telephone,4,jan,180,1,80,0,success,no
72,unknown,single,primary,yes,2736,yes,no,unknown,14,oct,1359,1,-1,3,success,yes
26,services,divorced,primary,no,5786,yes,no,telephone,20,aug,1423,2,147,0,unknown,yes
43,entrepreneur,divorced,tertiary,no,1134,yes,yes,telephone,17,mar,191,1,59,1,unknown,no
74,technician,divorced,secondary,no,476,yes,no,telephone,17,dec,196,6,340,4,failure,no
53,student,divorced,secondary,no,30,no,yes,unknown,29,oct,991,2,-1,8,unknown,yes
34,student,single,tertiary,no,2846,yes,no,cellular,25,jul,1393,5,100,4,success,no
50,self-employed,single,tertiary,no,3101,no,yes,unknown,24,may,1141,5,401,1,unknown,no
25,blue-collar,single,tertiary,yes,-6847,yes,yes,telephone,21,dec,1152,1,294,9,success,yes
50,services,married,tertiary,yes,832,no,no,cellular,2,apr,103,3,79,5,success,no
29,services,single,unknown,yes,8703,no,no,cellular,22,may,1558,8,98,5,success,yes
64,entrepreneur,divorced,tertiary,no,1974,yes,no,cellular,22,dec,211,15,254,5,success,no
44,admin.,single,primary,yes,715,yes,no,cellular,14,jun,1223,11,-1,2,success,no
22,blue-collar,divorced,unknown,no,862,yes,no,cellular,14,nov,1248,7,190,2,other,no
48,self-employed,married,unknown,no,450,yes,yes,cellular,17,feb,529,5,-1,2,unknown,yes
83,technician,married,tertiary,no,-799,no,yes,unknown,30,mar,48,4,267,4,unknown,yes
46,management,married,secondary,yes,532,yes,no,cellular,4,jul,308,20,2,3,other,yes
38,unknown,married,tertiary,no,9104,no,yes,telephone,24,oct,396,5,0,3,unknown,yes
38,services,single,primary,yes,7234,yes,yes,unknown,30,jan,271,9,-1,5,success,no
45,housemaid,single,primary,no,-358,yes,no,cellular,8,aug,63,2,-1,4,unknown,no
52,technician,single,unknown,no,3241,no,no,unknown,23,nov,322,1,106,2,success,yes
43,services,single,primary,no,3382,no,yes,cellular,30,oct,1062,1,0,0,unknown,yes
36,retired,divorced,tertiary,yes,121,no,no,unknown,13,apr,1019,3,-1,7,success,no
58,services,single,tertiary,no,31010,no,yes,telephone,26,sep,661,2,-1,5,unknown,yes
27,unemployed,married,primary,no,218,yes,no,cellular,29,mar,143,2,0,1,success,no
43,management,married,tertiary,yes,9952,no,no,cellular,24,jun,285,2,160,6,failure,yes
34,housemaid,single,unknown,no,7526,no,yes,cellular,14,feb,732,1,93,2,unknown,no
57,housemaid,divorced,tertiary,no,5608,no,no,cellular,22,jun,551,3,-1,4,other,no
67,student,single,primary,no,245,yes,no,unknown,23,jul,181,2,8,3,success,yes
36,technician,single,tertiary,yes,42418,no,yes,telephone,16,mar,1566,4,-1,2,unknown,no
25,entrepreneur,single,tertiary,yes,3186,yes,yes,unknown,2,jul,111,2,174,5,unknown,yes
36,entrepreneur,married,secondary,no,1882,no,yes,cellular,30,mar,483,2,422,0,success,no
60,housemaid,single,tertiary,no,3987,no,no,cellular,11,jan,2162,3,-1,4,success,no
42,technician,divorced,primary,no,21753,yes,no,cellular,24,may,715,1,416,1,failure,no
32,entrepreneur,divorced,primary,no,2330,no,no,unknown,11,mar,1773,4,91,7,other,no
33,unknown,single,tertiary,yes,208,no,no,cellular,2,apr,80,11,-1,7,unknown,yes
58,management,divorced,tertiary,yes,3748,no,yes,telephone,19,sep,208,4,144,0,failure,yes
51,student,married,tertiary,yes,1775,yes,no,cellular,22,nov,171,1,133,9,failure,no
36,unemployed,single,tertiary,no,3087,no,yes,telephone,14,dec,679,3,-1,2,unknown,yes
27,entrepreneur,single,secondary,no,1566,yes,yes,cellular,31,may,554,1,75,3,unknown,yes
50,technician,divorced,tertiary,no,-31,yes,no,cellular,8,jun,217,4,-1,0,success,no
31,retired,divorced,secondary,no,1818,no,no,unknown,25,sep,795,12,76,0,unknown,yes
47,self-employed,divorced,tertiary,no,409,yes,no,cellular,17,jul,734,3,51,0,success,yes
44,housemaid,single,secondary,no,2936,no,no,cellular,6,dec,1412,4,69,0,success,no
40,services,divorced,tertiary,yes,15192,no,no,unknown,8,apr,1052,3,-1,3,other,no
24,self-employed,divorced,secondary,no,845,yes,no,unknown,8,oct,329,2,176,3,failure,no
18,technician,divorced,unknown,no,491,no,yes,telephone,30,jun,63,1,81,0,unknown,yes
44,retired,married,tertiary,yes,2135,yes,no,unknown,12,aug,108,5,-1,0,success,no
62,retired,divorced,primary,yes,-437,no,no,unknown,22,apr,370,3,-1,4,unknown,no
50,technician,single,tertiary,no,975,no,no,telephone,22,jul,172,7,87,2,unknown,yes
59,admin.,married,tertiary,yes,208,no,yes,unknown,27,mar,642,3,188,3,other,no
30,blue-collar,divorced,secondary,no,4842,yes,yes,cellular,19,sep,69,3,-1,3,success,yes
57,retired,married,primary,no,1859,yes,no,cellular,14,feb,1340,2,1,3,other,no
35,unemployed,divorced,secondary,yes,1468,yes,yes,telephone,30,jun,558,15,298,0,success,yes
47,technician,single,primary,yes,167,yes,no,telephone,25,jan,895,1,146,0,other,no
84,management,married,unknown,no,3116,no,no,unknown,3,jul,617,2,-1,0,success,no
58,unemployed,single,tertiary,no,99,no,yes,telephone,28,jan,526,2,74,0,unknown,no
46,services,single,tertiary,no,1035,yes,yes,unknown,19,mar,2,4,90,2,unknown,yes
52,unemployed,married,tertiary,no,5489,no,yes,telephone,20,may,1233,11,192,3,failure,yes
50,management,single,tertiary,no,1117,yes,no,unknown,9,mar,1762,5,376,4,other,no
29,unemployed,married,tertiary,no,5852,no,no,cellular,26,jul,360,1,107,4,other,yes
63,blue-collar,married,tertiary,yes,-57,no,no,unknown,13,jul,141,2,174,2,other,no
36,technician,single,secondary,yes,1918,no,no,cellular,19,jul,197,2,66,11,success,no
37,management,married,secondary,no,10058,no,no,unknown,23,apr,1631,2,36,3,unknown,no
43,unemployed,single,primary,no,14937,yes,no,unknown,16,jun,1539,23,390,2,failure,no
55,student,single,unknown,no,3887,yes,no,unknown,6,jan,463,1,635,5,unknown,no
32,unemployed,single,primary,no,6147,yes,yes,cellular,14,apr,535,11,56,0,other,yes
34,retired,divorced,primary,no,-253,yes,no,unknown,11,apr,363,1,267,2,unknown,yes
45,student,single,tertiary,no,18931,yes,no,cellular,20,jul,313,2,1,5,other,no
49,housemaid,married,tertiary,no,40,yes,no,telephone,18,sep,863,1,218,3,success,yes
48,housemaid,married,tertiary,yes,79,no,no,unknown,16,mar,217,9,691,4,other,yes
34,retired,divorced,primary,yes,12983,no,no,cellular,9,may,1497,16,312,0,other,yes
53,blue-collar,married,tertiary,no,2632,no,no,telephone,11,aug,307,2,-1,0,unknown,yes
30,technician,single,secondary,no,16507,yes,no,unknown,19,jul,1696,1,74,1,unknown,no
51,entrepreneur,divorced,secondary,yes,6846,yes,no,cellular,19,jun,552,9,-1,2,other,yes
32,management,single,tertiary,no,5623,no,no,telephone,4,feb,375,3,87,3,failure,yes
60,services,divorced,unknown,yes,21351,no,no,cellular,28,feb,151,3,84,4,failure,no
31,management,single,secondary,yes,209,yes,yes,telephone,15,mar,205,4,173,0,success,no
54,technician,divorced,secondary,yes,4873,yes,yes,telephone,19,dec,300,15,76,3,other,yes
42,management,married,secondary,no,9438,no,yes,cellular,21,feb,1089,6,1,0,unknown,yes
61,admin.,married,tertiary,no,164,yes,yes,telephone,31,jan,482,4,69,3,failure,yes
43,technician,married,primary,no,22300,no,yes,cellular,23,may,41,17,647,5,success,yes
34,self-employed,single,tertiary,yes,-368,yes,yes,unknown,8,dec,1031,5,0,0,success,no
45,management,married,primary,no,5864,no,yes,unknown,13,jul,1149,1,297,0,unknown,no
26,technician,divorced,tertiary,no,2852,no,no,telephone,10,oct,165,6,83,4,unknown,no
26,retired,married,secondary,no,350,yes,no,unknown,3,jan,1448,3,-1,3,unknown,yes
37,technician,divorced,primary,no,-488,yes,no,cellular,11,apr,205,9,99,1,other,yes
30,unknown,married,secondary,no,3823,no,no,cellular,21,dec,1431,4,94,5,failure,no
40,housemaid,single,tertiary,yes,7519,no,no,telephone,17,jun,314,11,0,2,other,no
84,unemployed,married,tertiary,yes,980,no,no,telephone,14,feb,256,4,417,1,success,no
46,retired,married,secondary,no,1640,no,yes,cellular,17,may,33,1,-1,1,other,yes
45,unknown,divorced,unknown,yes,3110,yes,yes,cellular,8,aug,192,8,181,2,success,no
54,services,married,tertiary,yes,367,no,no,unknown,16,mar,398,9,-1,7,unknown,no
24,management,single,secondary,no,2946,no,no,cellular,20,mar,356,3,108,2,other,yes
44,student,married,primary,yes,23410,no,no,cellular,7,jun,630,13,97,3,failure,yes
38,admin.,single,secondary,yes,2978,yes,yes,cellular,15,jun,2,7,293,5,success,no
20,admin.,single,primary,yes,23988,yes,no,cellular,23,jan,347,7,170,6,other,no
33,retired,divorced,secondary,yes,722,yes,yes,cellular,28,aug,513,1,117,1,failure,no
59,retired,divorced,secondary,no,-6847,yes,no,unknown,5,jan,2081,2,183,0,other,no
38,self-employed,single,primary,no,1767,no,yes,unknown,30,sep,1108,1,-1,2,other,yes
30,retired,divorced,unknown,no,1520,yes,yes,cellular,15,may,133,1,67,0,unknown,no
40,admin.,divorced,tertiary,no,7376,no,yes,cellular,19,jun,695,3,-1,0,unknown,no
59,services,divorced,tertiary,no,-2052,no,no,cellular,11,jan,189,1,257,2,unknown,no
51,blue-collar,single,primary,no,3694,no,yes,cellular,29,nov,769,7,86,2,other,no
39,retired,divorced,secondary,yes,1825,yes,no,unknown,15,dec,2681,3,-1,2,success,no
60,services,divorced,tertiary,no,10749,no,yes,unknown,8,oct,1443,21,376,3,success,yes
33,services,single,secondary,yes,794,no,no,unknown,9,may,1433,2,66,1,success,yes
47,housemaid,single,secondary,yes,-542,no,no,unknown,22,jul,2559,3,247,0,success,no
33,admin.,married,tertiary,no,4572,no,yes,telephone,17,may,1936,3,156,3,other,yes
47,self-employed,single,tertiary,no,8140,no,no,unknown,29,nov,371,4,62,5,success,yes
62,self-employed,single,unknown,no,2160,yes,no,cellular,10,aug,335,4,278,0,success,no
30,student,married,secondary,no,-312,yes,no,unknown,3,apr,604,3,-1,2,success,no
78,admin.,divorced,tertiary,no,189,yes,no,cellular,10,may,201,1,79,0,success,no
51,management,married,primary,yes,-1345,no,no,unknown,19,jul,2412,1,83,4,success,yes
57,housemaid,married,primary,no,22,yes,no,cellular,10,sep,430,26,108,1,unknown,no
46,services,divorced,unknown,no,-589,yes,no,cellular,9,feb,405,2,-1,7,success,yes
28,admin.,married,unknown,no,5741,yes,no,cellular,14,may,292,17,108,2,failure,no
37,entrepreneur,married,unknown,no,2023,no,no,unknown,19,nov,626,3,83,0,other,yes
53,retired,married,unknown,no,353,no,yes,cellular,13,jul,30,15,91,2,unknown,no
33,admin.,married,secondary,yes,20527,no,yes,unknown,15,jun,1403,6,74,9,success,no
34,retired,married,unknown,yes,409,no,no,cellular,31,apr,120,12,2,3,other,yes
38,retired,divorced,primary,no,1945,no,yes,unknown,28,nov,1080,1,224,4,other,yes
53,housemaid,divorced,tertiary,yes,1436,no,yes,unknown,13,apr,34,2,1,5,unknown,no
18,technician,married,tertiary,no,170,yes,no,cellular,15,feb,323,3,197,0,unknown,no
85,retired,married,secondary,yes,9082,no,no,cellular,24,aug,1063,3,329,4,other,yes
27,management,divorced,tertiary,no,-19,no,no,cellular,27,jun,217,1,111,4,other,no
29,technician,divorced,primary,yes,413,yes,no,cellular,11,sep,1523,28,177,5,failure,yes
76,technician,single,tertiary,yes,2621,yes,no,telephone,14,sep,207,1,18,1,unknown,no
43,student,married,tertiary,no,2351,no,no,telephone,31,apr,78,1,306,0,other,no
45,unemployed,single,unknown,no,-142,no,no,unknown,30,nov,487,6,32,6,success,yes
33,admin.,divorced,unknown,yes,4051,no,no,cellular,7,jul,1423,23,86,0,unknown,yes
35,student,single,tertiary,no,1179,yes,no,unknown,13,mar,319,27,232,4,success,no
55,self-employed,married,tertiary,no,5988,no,yes,unknown,22,apr,49,1,637,0,success,yes
49,student,divorced,primary,yes,3594,yes,no,telephone,30,nov,1466,13,194,2,unknown,no
27,services,divorced,primary,no,7913,yes,yes,cellular,31,sep,579,1,72,0,success,no
54,housemaid,married,unknown,no,-645,no,yes,unknown,3,oct,214,3,-1,1,unknown,no
26,blue-collar,married,unknown,no,7737,yes,no,telephone,27,nov,1375,1,-1,0,unknown,no
35,entrepreneur,single,tertiary,no,2270,no,no,unknown,18,jun,614,1,-1,6,failure,no
40,management,single,primary,yes,4286,no,no,unknown,20,mar,153,19,25,12,unknown,yes
29,unemployed,married,tertiary,yes,235,no,no,unknown,29,jun,432,5,67,3,unknown,no
41,student,single,unknown,no,5267,yes,no,cellular,19,jan,459,8,360,2,success,yes
47,housemaid,single,unknown,yes,3407,yes,yes,cellular,16,mar,1192,1,101,7,other,no
36,blue-collar,single,tertiary,no,1207,no,no,cellular,21,aug,375,7,203,0,other,no
61,retired,married,secondary,no,-1841,yes,no,telephone,4,mar,843,26,-1,1,unknown,yes
39,management,married,secondary,no,651,yes,no,cellular,26,dec,1018,3,-1,4,other,no
33,management,divorced,unknown,yes,12922,yes,yes,cellular,14,feb,891,10,41,4,unknown,no
41,retired,single,secondary,yes,-217,yes,no,telephone,23,aug,1875,1,73,0,failure,yes
40,entrepreneur,divorced,primary,no,6705,no,yes,unknown,9,apr,236,5,72,3,other,no
36,student,single,tertiary,yes,914,no,yes,cellular,26,jul,2150,3,19,0,success,yes
36,blue-collar,married,tertiary,no,1509,no,no,unknown,25,sep,225,1,87,1,success,no
44,blue-collar,divorced,secondary,yes,512,yes,no,cellular,20,jul,628,16,84,13,unknown,yes
41,services,divorced,primary,no,431,no,yes,telephone,16,jul,1134,4,-1,13,unknown,no
53,retired,single,secondary,yes,1412,no,no,unknown,28,nov,2,2,13,3,success,no
37,student,divorced,tertiary,yes,-54,no,no,unknown,15,jun,378,6,75,3,other,yes
