age,gender,device_type,time_on_site,pages_viewed,previous_purchases,cart_items,discount_seen,ad_clicked,returning_user,avg_session_time,bounce_rate,purchase
36.0,Male,Desktop,17.72,12.0,9.0,5.0,,0.0,0.0,15.14,63.98,
51.0,Male,Desktop,8.04,10.0,14.0,4.0,1.0,,,8.4,58.05,1.0
41.0,,Tablet,17.34,4.0,6.0,9.0,,0.0,1.0,19.16,12.53,0.0
41.0,Female,,20.29,19.0,5.0,7.0,1.0,,,36.31,,1.0
40.0,,Desktop,26.15,18.0,7.0,6.0,,1.0,,20.25,79.66,0.0
23.0,Female,Desktop,3.81,1.0,6.0,8.0,1.0,1.0,0.0,39.81,77.9,1.0
29.0,Female,Mobile,12.41,10.0,12.0,5.0,1.0,0.0,1.0,14.34,17.67,1.0
44.0,,Tablet,20.68,7.0,11.0,4.0,,1.0,,16.43,57.95,
21.0,Female,Mobile,,8.0,11.0,6.0,,,,5.95,55.37,0.0
46.0,,Desktop,29.36,15.0,4.0,0.0,,1.0,1.0,22.42,8.97,0.0
29.0,Male,,20.09,17.0,5.0,5.0,0.0,0.0,,20.74,,1.0
43.0,Male,Mobile,15.49,14.0,11.0,9.0,1.0,0.0,1.0,16.97,68.06,0.0
48.0,,Mobile,28.59,18.0,10.0,,,0.0,0.0,21.1,54.44,1.0
45.0,Female,Desktop,9.46,7.0,14.0,6.0,1.0,0.0,1.0,35.74,85.41,1.0
30.0,Male,Desktop,1.0,2.0,10.0,6.0,,0.0,1.0,3.76,85.32,1.0
42.0,Male,Tablet,6.58,5.0,4.0,9.0,0.0,1.0,,32.7,64.22,1.0
39.0,Female,Tablet,27.03,10.0,7.0,7.0,0.0,0.0,1.0,17.7,33.67,0.0
23.0,Female,Mobile,29.38,9.0,0.0,1.0,0.0,0.0,0.0,37.16,58.99,0.0
38.0,Male,Tablet,11.64,11.0,13.0,5.0,,0.0,,30.06,40.06,
51.0,Female,Mobile,5.51,10.0,11.0,1.0,0.0,0.0,0.0,17.05,79.11,
42.0,Male,Mobile,12.56,15.0,7.0,1.0,0.0,,0.0,18.15,41.07,
,,Tablet,30.0,10.0,4.0,5.0,1.0,0.0,1.0,16.53,45.36,1.0
40.0,Female,Desktop,8.0,7.0,7.0,9.0,1.0,0.0,1.0,12.39,17.35,
23.0,Male,Mobile,10.1,7.0,11.0,2.0,1.0,0.0,1.0,16.72,35.76,1.0
54.0,Female,Desktop,12.43,11.0,7.0,8.0,1.0,0.0,,9.69,19.92,0.0
48.0,Female,,20.99,7.0,14.0,9.0,0.0,0.0,1.0,30.19,62.84,
44.0,Male,Mobile,28.31,14.0,4.0,8.0,1.0,0.0,,29.35,49.46,1.0
26.0,Male,Tablet,6.24,9.0,13.0,9.0,1.0,1.0,1.0,9.05,21.43,1.0
57.0,Female,Mobile,22.66,3.0,11.0,5.0,0.0,,0.0,3.87,70.83,
34.0,Female,Desktop,26.7,10.0,14.0,5.0,1.0,,,8.93,99.97,
25.0,Female,Desktop,9.99,7.0,5.0,5.0,,0.0,1.0,9.06,42.56,1.0
38.0,Female,Tablet,21.84,15.0,3.0,5.0,1.0,0.0,0.0,32.14,60.86,
55.0,Female,Tablet,26.42,,5.0,7.0,1.0,,1.0,20.44,37.39,
48.0,Male,Tablet,10.1,10.0,13.0,8.0,,0.0,1.0,3.32,61.42,1.0
30.0,Female,Mobile,18.57,18.0,3.0,2.0,,0.0,1.0,1.93,88.46,1.0
21.0,Female,Mobile,20.09,17.0,14.0,,1.0,1.0,1.0,11.47,,
49.0,Male,Desktop,21.37,13.0,4.0,,1.0,0.0,0.0,16.74,11.39,1.0
30.0,Male,Desktop,20.99,10.0,2.0,0.0,0.0,,1.0,13.48,99.97,
58.0,Female,,29.64,10.0,5.0,5.0,,0.0,0.0,16.09,25.93,1.0
36.0,Female,Mobile,7.77,13.0,9.0,6.0,0.0,1.0,0.0,3.31,47.73,
31.0,Female,Desktop,7.65,11.0,5.0,7.0,1.0,0.0,1.0,12.34,3.77,1.0
22.0,Female,Desktop,11.47,2.0,4.0,9.0,0.0,1.0,0.0,23.48,24.39,1.0
57.0,Female,,18.99,17.0,4.0,,1.0,1.0,0.0,12.38,28.62,0.0
47.0,,Desktop,19.81,17.0,7.0,9.0,1.0,1.0,1.0,13.74,88.18,1.0
20.0,Male,,24.59,17.0,7.0,6.0,0.0,,,32.45,36.0,
38.0,Male,Desktop,17.94,9.0,,0.0,0.0,,,16.88,45.3,
38.0,Female,Desktop,5.9,2.0,12.0,9.0,0.0,0.0,1.0,21.95,92.02,1.0
24.0,Male,Desktop,17.13,17.0,10.0,1.0,0.0,0.0,1.0,19.12,76.6,1.0
36.0,Female,Mobile,14.58,9.0,12.0,2.0,0.0,1.0,0.0,6.68,26.2,1.0
46.0,Male,Mobile,16.76,8.0,2.0,9.0,1.0,,1.0,27.69,21.75,1.0
45.0,,,19.88,9.0,1.0,1.0,,,0.0,2.61,16.84,0.0
51.0,Male,,9.92,10.0,7.0,1.0,1.0,0.0,1.0,28.76,44.4,1.0
48.0,Male,Mobile,25.84,12.0,6.0,6.0,1.0,1.0,0.0,12.2,49.97,
42.0,Male,Tablet,11.88,2.0,11.0,6.0,0.0,0.0,0.0,24.05,35.35,1.0
37.0,Female,,25.28,5.0,4.0,7.0,,0.0,0.0,19.14,21.43,
56.0,Male,Desktop,29.97,11.0,14.0,5.0,0.0,,0.0,25.48,71.96,1.0
50.0,Female,Desktop,14.36,12.0,4.0,8.0,1.0,,,37.85,62.8,0.0
37.0,,,15.86,19.0,14.0,1.0,0.0,1.0,,5.17,97.28,1.0
37.0,,Mobile,22.16,4.0,6.0,4.0,1.0,0.0,0.0,1.12,91.49,1.0
25.0,,Desktop,16.69,13.0,3.0,4.0,1.0,,0.0,34.24,99.97,1.0
50.0,,,11.69,11.0,5.0,7.0,0.0,1.0,0.0,11.37,66.35,1.0
34.0,,Desktop,12.23,10.0,10.0,,1.0,,0.0,18.31,50.1,0.0
59.0,Female,,18.73,9.0,4.0,6.0,1.0,1.0,1.0,26.4,48.49,1.0
57.0,Male,Mobile,8.54,3.0,10.0,6.0,,,0.0,34.67,41.84,
48.0,Female,Tablet,6.97,4.0,1.0,2.0,0.0,0.0,1.0,7.79,14.25,0.0
32.0,Female,Desktop,9.81,7.0,14.0,8.0,1.0,0.0,,6.06,21.57,1.0
32.0,Female,Tablet,11.65,6.0,14.0,7.0,1.0,0.0,1.0,17.38,15.05,1.0
33.0,,Mobile,1.82,6.0,9.0,3.0,1.0,1.0,1.0,8.76,84.58,
24.0,Female,Desktop,25.36,3.0,5.0,,,,0.0,18.83,28.79,1.0
52.0,Male,Tablet,21.28,11.0,12.0,0.0,0.0,0.0,,4.18,55.06,
36.0,Female,,24.37,4.0,3.0,5.0,,0.0,0.0,26.79,58.06,1.0
51.0,Female,,21.9,11.0,4.0,0.0,0.0,0.0,0.0,5.53,57.83,1.0
47.0,Female,Mobile,22.63,12.0,14.0,2.0,1.0,1.0,0.0,14.5,99.97,0.0
25.0,Female,,19.35,7.0,14.0,1.0,,0.0,1.0,28.02,30.58,1.0
39.0,Female,Mobile,17.49,1.0,3.0,0.0,1.0,1.0,,15.22,89.82,1.0
25.0,Male,Tablet,6.77,2.0,4.0,9.0,0.0,0.0,1.0,33.61,86.48,
47.0,Male,Mobile,12.44,8.0,4.0,7.0,1.0,0.0,1.0,30.08,54.18,0.0
31.0,Female,Tablet,3.3,,14.0,8.0,1.0,,0.0,22.47,13.63,1.0
41.0,Female,Desktop,7.99,6.0,13.0,3.0,1.0,,1.0,16.49,95.96,1.0
53.0,Female,,14.98,18.0,13.0,7.0,1.0,0.0,0.0,,38.76,
44.0,Female,Mobile,22.54,19.0,7.0,5.0,1.0,,0.0,26.85,60.16,0.0
19.0,Male,Mobile,8.95,17.0,4.0,2.0,0.0,,1.0,20.19,52.98,1.0
27.0,Male,Tablet,27.09,11.0,5.0,5.0,1.0,1.0,,11.1,14.65,1.0
50.0,Female,,12.8,10.0,1.0,,1.0,,0.0,24.46,72.69,1.0
36.0,Male,,14.7,8.0,4.0,6.0,1.0,0.0,1.0,20.45,35.96,1.0
23.0,Female,Tablet,13.5,7.0,13.0,8.0,1.0,,1.0,9.07,53.14,0.0
52.0,Male,Mobile,13.29,3.0,4.0,7.0,1.0,1.0,1.0,13.09,4.09,0.0
52.0,,Desktop,14.39,17.0,0.0,5.0,1.0,0.0,,2.89,48.53,
36.0,Male,Mobile,26.36,9.0,13.0,3.0,1.0,1.0,,3.23,35.14,
38.0,Male,Tablet,6.99,9.0,7.0,0.0,,1.0,0.0,26.34,36.2,1.0
27.0,Male,Mobile,1.0,17.0,7.0,6.0,,,,9.39,19.18,1.0
37.0,Female,,25.26,10.0,7.0,9.0,0.0,0.0,1.0,10.42,94.7,0.0
37.0,,Tablet,26.63,10.0,10.0,8.0,0.0,,1.0,18.22,43.56,0.0
48.0,Male,Desktop,15.19,10.0,11.0,5.0,0.0,0.0,1.0,19.67,47.27,0.0
50.0,Female,Desktop,4.9,,14.0,5.0,,0.0,,34.33,71.05,1.0
53.0,,Tablet,28.3,15.0,13.0,1.0,1.0,1.0,,7.28,58.6,
19.0,Female,Tablet,11.69,1.0,5.0,7.0,,,0.0,30.49,58.18,1.0
20.0,Female,Desktop,18.24,10.0,7.0,7.0,0.0,,1.0,38.98,37.81,0.0
33.0,,Tablet,6.36,3.0,1.0,4.0,1.0,0.0,0.0,20.05,60.36,
42.0,Female,Tablet,23.08,14.0,11.0,1.0,0.0,1.0,0.0,18.77,57.28,1.0
59.0,,Mobile,30.0,19.0,4.0,2.0,1.0,,0.0,37.08,,1.0
40.0,,Mobile,29.21,9.0,11.0,0.0,0.0,,0.0,30.03,24.87,1.0
46.0,Male,Mobile,25.85,9.0,5.0,3.0,1.0,1.0,1.0,19.5,70.46,1.0
23.0,Male,Tablet,4.19,10.0,7.0,6.0,0.0,,,6.99,98.26,0.0
32.0,Female,Mobile,21.07,,12.0,9.0,1.0,,1.0,14.91,54.44,1.0
44.0,Male,Tablet,8.9,10.0,7.0,1.0,,0.0,0.0,10.72,82.83,1.0
32.0,Female,,17.47,16.0,5.0,4.0,1.0,0.0,0.0,32.36,10.65,
22.0,Male,Desktop,7.97,15.0,12.0,,0.0,,0.0,9.7,97.68,0.0
59.0,,Mobile,5.0,17.0,1.0,8.0,0.0,1.0,1.0,18.18,,
49.0,Female,Tablet,2.96,7.0,,2.0,1.0,1.0,1.0,26.04,58.88,0.0
30.0,Male,,17.3,18.0,5.0,4.0,1.0,,,44.04,53.99,1.0
29.0,Female,Desktop,24.02,12.0,6.0,4.0,0.0,,,19.15,50.77,0.0
45.0,Male,Tablet,27.34,11.0,,,,1.0,1.0,21.57,84.92,0.0
57.0,,Mobile,3.85,8.0,14.0,9.0,0.0,1.0,1.0,22.52,,0.0
56.0,Male,Mobile,13.84,10.0,10.0,9.0,1.0,0.0,,13.71,38.63,1.0
30.0,Male,Tablet,17.28,10.0,10.0,5.0,1.0,1.0,1.0,4.64,54.79,1.0
25.0,Male,,25.36,19.0,4.0,,,0.0,1.0,26.52,18.19,0.0
44.0,Female,Desktop,10.82,17.0,5.0,1.0,0.0,,1.0,11.83,7.41,1.0
31.0,Female,,7.15,6.0,11.0,0.0,0.0,0.0,0.0,27.65,21.94,1.0
46.0,Female,Mobile,26.68,3.0,13.0,3.0,0.0,0.0,0.0,3.8,43.9,1.0
29.0,Male,,27.11,7.0,10.0,2.0,1.0,0.0,0.0,10.24,40.09,1.0
54.0,Male,Mobile,26.66,7.0,13.0,4.0,0.0,0.0,1.0,29.33,7.07,
51.0,,Mobile,17.53,17.0,1.0,3.0,,0.0,1.0,29.67,96.02,
26.0,Female,Mobile,26.4,2.0,4.0,7.0,1.0,,1.0,9.34,41.77,1.0
55.0,Male,Mobile,8.63,1.0,12.0,1.0,1.0,,1.0,4.21,93.9,
27.0,Male,Tablet,12.97,1.0,,1.0,0.0,0.0,1.0,10.66,58.33,0.0
46.0,Male,Tablet,26.4,15.0,1.0,0.0,1.0,1.0,1.0,8.62,99.82,1.0
59.0,Male,,9.06,3.0,14.0,4.0,1.0,0.0,1.0,12.36,17.8,1.0
48.0,Female,Tablet,13.66,9.0,3.0,3.0,1.0,1.0,1.0,30.42,31.91,
36.0,Male,,23.4,2.0,11.0,6.0,1.0,0.0,0.0,19.68,43.67,1.0
50.0,,Mobile,21.46,11.0,5.0,8.0,1.0,0.0,0.0,7.5,49.66,1.0
53.0,Female,,14.19,15.0,2.0,8.0,,0.0,0.0,11.99,51.11,1.0
48.0,Female,Mobile,14.2,10.0,6.0,8.0,1.0,1.0,0.0,0.57,49.56,0.0
38.0,Female,Mobile,22.53,1.0,10.0,7.0,0.0,,0.0,18.77,57.07,
26.0,Female,Mobile,15.69,14.0,4.0,3.0,0.0,0.0,1.0,20.82,12.29,
58.0,Male,Mobile,1.79,18.0,9.0,9.0,0.0,,0.0,25.9,40.07,0.0
21.0,Male,Mobile,,17.0,11.0,1.0,,0.0,1.0,33.66,79.1,1.0
49.0,Male,,8.85,3.0,11.0,1.0,,,1.0,3.77,22.27,
42.0,Female,Desktop,27.88,3.0,11.0,,0.0,1.0,1.0,20.47,61.31,1.0
36.0,Male,Desktop,1.19,1.0,9.0,9.0,,1.0,0.0,15.24,45.86,1.0
36.0,Male,Tablet,11.89,3.0,4.0,5.0,1.0,1.0,0.0,13.42,73.14,
23.0,Female,Tablet,2.68,12.0,7.0,3.0,,0.0,0.0,3.6,63.68,1.0
31.0,,Mobile,1.0,10.0,4.0,7.0,0.0,0.0,,11.6,61.7,
33.0,Male,Mobile,,9.0,6.0,,0.0,0.0,1.0,21.91,59.74,
50.0,,,12.76,10.0,13.0,9.0,0.0,1.0,0.0,14.83,39.16,0.0
57.0,,Mobile,23.45,17.0,12.0,2.0,,1.0,1.0,11.36,34.7,
19.0,Male,Mobile,26.68,10.0,7.0,,,,0.0,13.13,99.97,0.0
37.0,,,9.45,10.0,2.0,,,1.0,0.0,16.79,96.84,0.0
18.0,Male,Mobile,12.81,8.0,12.0,4.0,0.0,1.0,0.0,4.62,46.92,0.0
57.0,Male,Mobile,21.0,5.0,7.0,8.0,0.0,,,16.65,58.71,1.0
41.0,Male,Mobile,14.5,16.0,12.0,2.0,,0.0,0.0,,37.32,1.0
25.0,,,7.2,10.0,14.0,2.0,0.0,,1.0,15.18,58.4,1.0
28.0,Female,Desktop,18.12,7.0,10.0,,0.0,0.0,1.0,29.25,39.14,0.0
37.0,Female,Mobile,13.85,10.0,0.0,4.0,1.0,0.0,0.0,8.04,,0.0
,Male,Desktop,15.41,10.0,9.0,9.0,1.0,1.0,0.0,8.95,53.56,1.0
39.0,Female,Tablet,12.97,,12.0,0.0,1.0,1.0,1.0,15.55,48.41,1.0
36.0,Male,Mobile,14.65,19.0,5.0,7.0,,,0.0,26.24,62.75,1.0
50.0,Male,Mobile,26.95,15.0,13.0,8.0,1.0,,,8.07,86.71,
39.0,Female,,27.11,17.0,4.0,1.0,0.0,1.0,,14.77,29.25,1.0
38.0,Female,Desktop,23.54,10.0,12.0,,0.0,0.0,,2.56,99.97,1.0
39.0,,Tablet,4.1,5.0,9.0,2.0,1.0,1.0,0.0,32.46,44.0,1.0
36.0,Male,Mobile,23.42,11.0,14.0,7.0,,1.0,1.0,42.4,94.6,
39.0,Female,Tablet,5.36,16.0,13.0,8.0,0.0,0.0,0.0,0.88,39.64,1.0
31.0,Male,,16.18,16.0,14.0,3.0,0.0,0.0,1.0,19.68,16.84,0.0
18.0,Female,Tablet,5.59,16.0,5.0,4.0,,1.0,1.0,5.35,30.48,1.0
45.0,,Desktop,16.68,8.0,13.0,3.0,1.0,0.0,,6.9,42.8,1.0
27.0,Female,Tablet,7.11,10.0,5.0,,1.0,0.0,1.0,28.73,14.85,1.0
26.0,Male,Desktop,12.86,2.0,7.0,9.0,1.0,0.0,1.0,3.25,96.2,1.0
36.0,Female,Desktop,16.68,10.0,1.0,9.0,1.0,1.0,0.0,11.16,34.6,0.0
28.0,Male,,21.01,12.0,14.0,1.0,1.0,0.0,1.0,24.34,42.56,0.0
44.0,Female,Tablet,10.56,1.0,1.0,5.0,0.0,,0.0,11.75,63.85,1.0
20.0,,,5.67,14.0,6.0,4.0,1.0,0.0,1.0,24.43,40.34,
56.0,Female,Mobile,12.47,9.0,2.0,5.0,0.0,,0.0,16.48,62.88,1.0
35.0,Female,Tablet,26.63,10.0,13.0,0.0,1.0,1.0,1.0,7.24,48.93,0.0
56.0,Female,Mobile,17.22,,4.0,1.0,0.0,,,6.39,55.85,1.0
28.0,Female,Tablet,15.85,1.0,8.0,3.0,0.0,,1.0,16.45,86.01,1.0
59.0,,Mobile,16.55,13.0,14.0,9.0,1.0,,1.0,1.56,6.06,
59.0,Male,Tablet,18.01,19.0,4.0,0.0,0.0,,1.0,33.31,59.1,1.0
40.0,Male,Tablet,24.94,8.0,12.0,6.0,1.0,1.0,0.0,19.23,81.51,1.0
22.0,Male,Tablet,13.81,10.0,3.0,1.0,,1.0,1.0,6.65,27.24,
18.0,Female,Desktop,10.1,10.0,12.0,1.0,,0.0,1.0,7.02,99.97,1.0
50.0,Female,Mobile,28.49,19.0,7.0,1.0,0.0,1.0,,17.03,62.15,1.0
43.0,,,18.62,8.0,2.0,3.0,0.0,0.0,1.0,16.17,38.19,1.0
41.0,Female,Tablet,12.11,15.0,14.0,9.0,0.0,,1.0,33.28,39.87,1.0
41.0,,Desktop,19.48,9.0,4.0,3.0,0.0,0.0,1.0,30.73,15.62,1.0
52.0,Female,Mobile,4.8,16.0,4.0,0.0,0.0,,0.0,17.04,43.87,1.0
31.0,Male,,15.03,3.0,13.0,4.0,0.0,0.0,0.0,18.36,88.83,1.0
40.0,Female,Desktop,8.83,11.0,0.0,8.0,1.0,,1.0,24.07,,
34.0,Male,Desktop,10.7,6.0,11.0,3.0,,0.0,0.0,18.29,96.14,1.0
45.0,Male,Tablet,14.88,16.0,5.0,1.0,1.0,1.0,1.0,27.61,,0.0
34.0,Female,Desktop,28.51,6.0,6.0,,1.0,1.0,1.0,16.76,55.86,
25.0,Male,,15.76,10.0,,1.0,0.0,,0.0,6.01,51.65,1.0
58.0,Female,Tablet,18.58,10.0,7.0,6.0,1.0,,0.0,18.34,91.22,0.0
35.0,Male,,19.62,11.0,14.0,3.0,,0.0,0.0,23.89,99.29,
27.0,Female,Mobile,22.04,3.0,6.0,4.0,,0.0,0.0,21.52,47.78,
,Male,Desktop,18.29,13.0,4.0,0.0,0.0,0.0,1.0,0.57,97.87,
46.0,Female,Tablet,6.73,6.0,1.0,1.0,0.0,1.0,,40.58,51.61,0.0
46.0,,Desktop,1.12,17.0,7.0,1.0,0.0,,0.0,17.37,60.37,0.0
32.0,Male,Mobile,4.55,2.0,7.0,4.0,0.0,,0.0,17.84,18.97,1.0
40.0,Male,Mobile,26.49,3.0,5.0,1.0,1.0,,,16.56,60.08,0.0
25.0,Female,Tablet,3.83,17.0,14.0,1.0,0.0,1.0,1.0,27.25,11.11,1.0
38.0,Male,Desktop,6.2,11.0,13.0,6.0,0.0,1.0,0.0,24.22,0.01,0.0
18.0,Male,Tablet,9.29,19.0,6.0,9.0,0.0,1.0,0.0,3.37,77.93,
38.0,Female,Desktop,15.46,10.0,12.0,2.0,1.0,0.0,1.0,7.6,39.08,1.0
59.0,Female,Mobile,14.48,17.0,14.0,6.0,1.0,0.0,,11.68,76.13,
26.0,Male,Mobile,13.37,9.0,7.0,1.0,,0.0,0.0,5.13,37.84,1.0
40.0,Female,Tablet,5.48,10.0,6.0,6.0,0.0,0.0,,26.83,13.29,
50.0,Male,Desktop,1.76,14.0,11.0,0.0,0.0,,1.0,29.83,88.2,
21.0,,,15.84,9.0,5.0,0.0,1.0,0.0,0.0,41.59,15.79,0.0
19.0,Male,,23.21,13.0,5.0,0.0,,1.0,1.0,9.51,7.28,0.0
39.0,Male,Tablet,15.29,3.0,4.0,5.0,0.0,0.0,,4.89,15.49,1.0
42.0,Female,Desktop,13.7,17.0,14.0,1.0,1.0,1.0,1.0,21.52,48.22,1.0
,Male,Mobile,17.75,13.0,14.0,,0.0,0.0,1.0,5.48,99.97,1.0
46.0,,Mobile,15.07,9.0,4.0,2.0,0.0,,1.0,21.07,37.68,0.0
46.0,,,15.28,10.0,4.0,8.0,,,0.0,32.47,68.11,1.0
46.0,Female,Mobile,2.07,8.0,5.0,3.0,0.0,1.0,1.0,14.93,52.96,
39.0,Male,Tablet,8.42,19.0,14.0,8.0,1.0,0.0,,13.95,48.2,
51.0,,Tablet,14.7,1.0,11.0,7.0,1.0,,,14.79,34.55,
41.0,Female,Mobile,27.55,9.0,9.0,,0.0,1.0,1.0,33.34,24.6,0.0
37.0,,Tablet,12.21,11.0,11.0,4.0,,0.0,0.0,17.25,10.15,1.0
45.0,Female,,7.94,7.0,5.0,2.0,0.0,1.0,0.0,21.84,56.72,0.0
49.0,Male,Desktop,16.37,18.0,4.0,8.0,0.0,1.0,0.0,4.31,22.93,1.0
37.0,,Desktop,,7.0,12.0,9.0,0.0,0.0,0.0,0.57,63.61,1.0
41.0,,Desktop,26.35,15.0,12.0,9.0,1.0,,1.0,6.16,57.35,0.0
35.0,Female,,12.08,19.0,4.0,1.0,1.0,0.0,1.0,19.13,91.53,1.0
18.0,Female,Mobile,6.36,4.0,11.0,8.0,0.0,1.0,0.0,5.98,45.09,1.0
27.0,,Mobile,12.01,9.0,12.0,1.0,,1.0,1.0,14.73,12.58,
52.0,Female,Mobile,4.12,1.0,5.0,9.0,1.0,,0.0,11.01,59.3,1.0
41.0,,Desktop,14.24,12.0,7.0,4.0,1.0,1.0,,28.82,63.39,
44.0,Male,Mobile,13.59,10.0,7.0,8.0,0.0,1.0,,8.09,51.64,1.0
41.0,Female,Mobile,4.85,4.0,2.0,3.0,0.0,1.0,0.0,4.11,59.95,1.0
43.0,Female,,11.81,3.0,11.0,4.0,1.0,0.0,0.0,17.9,25.87,1.0
18.0,Female,Mobile,9.34,9.0,8.0,6.0,1.0,,0.0,26.34,56.5,0.0
41.0,,Desktop,19.13,16.0,1.0,2.0,1.0,1.0,1.0,6.01,24.43,1.0
48.0,Female,Mobile,23.18,11.0,14.0,9.0,,,0.0,16.73,77.51,
34.0,,Tablet,20.7,1.0,8.0,0.0,0.0,0.0,0.0,14.05,99.97,1.0
40.0,,,21.04,15.0,11.0,2.0,0.0,1.0,0.0,4.84,71.02,1.0
44.0,Male,Mobile,,2.0,14.0,8.0,1.0,0.0,0.0,18.91,32.46,0.0
32.0,Male,Tablet,6.62,9.0,0.0,9.0,,,,22.11,56.4,1.0
41.0,Male,Mobile,28.31,10.0,11.0,1.0,1.0,0.0,,6.67,8.66,1.0
39.0,Female,Tablet,12.25,13.0,14.0,4.0,0.0,0.0,1.0,9.24,54.84,
57.0,Female,Tablet,3.89,8.0,11.0,8.0,1.0,1.0,1.0,33.29,95.71,1.0
39.0,Male,Desktop,10.27,10.0,12.0,,0.0,1.0,0.0,20.71,97.78,
53.0,Male,Mobile,18.55,2.0,3.0,0.0,,1.0,0.0,31.44,19.13,1.0
49.0,Female,,9.78,4.0,5.0,1.0,,,1.0,11.76,90.85,1.0
47.0,Female,Tablet,21.75,19.0,14.0,7.0,1.0,0.0,1.0,31.23,96.9,
25.0,Female,Mobile,22.09,3.0,7.0,2.0,1.0,,0.0,20.02,62.54,1.0
47.0,Female,Mobile,1.0,19.0,12.0,3.0,1.0,0.0,0.0,14.57,32.41,0.0
43.0,Female,Desktop,12.49,,12.0,3.0,0.0,0.0,0.0,13.42,36.25,0.0
37.0,Male,Mobile,16.78,10.0,4.0,1.0,,1.0,1.0,8.58,99.75,
30.0,,Mobile,11.69,18.0,6.0,1.0,1.0,1.0,0.0,4.76,11.16,
48.0,Male,Desktop,15.12,4.0,10.0,,1.0,0.0,,44.01,96.28,
33.0,Male,Mobile,18.11,19.0,4.0,5.0,0.0,0.0,,9.85,99.97,0.0
45.0,,,9.36,18.0,8.0,8.0,1.0,1.0,0.0,30.77,73.49,
39.0,Female,Tablet,20.32,,11.0,7.0,1.0,,,6.5,82.34,
36.0,,Mobile,24.83,14.0,11.0,4.0,,0.0,1.0,12.26,9.77,1.0
47.0,Female,Mobile,13.08,8.0,12.0,1.0,,,0.0,0.57,44.63,
36.0,Female,Desktop,3.19,11.0,5.0,,0.0,0.0,0.0,18.8,27.79,
,Female,Tablet,20.18,10.0,12.0,2.0,0.0,0.0,0.0,24.24,96.7,
,Male,Desktop,14.44,10.0,5.0,8.0,0.0,1.0,0.0,17.75,44.99,
40.0,Female,Mobile,18.52,19.0,7.0,0.0,0.0,1.0,0.0,43.77,42.76,0.0
34.0,Female,,27.3,14.0,12.0,3.0,0.0,0.0,,21.04,45.74,0.0
59.0,Male,Tablet,19.05,10.0,5.0,9.0,,,1.0,18.41,19.26,
28.0,Male,Desktop,4.33,13.0,11.0,,1.0,1.0,0.0,37.46,76.41,
45.0,Male,Desktop,20.51,12.0,14.0,9.0,0.0,1.0,1.0,38.78,33.11,0.0
37.0,Male,Desktop,11.01,19.0,12.0,1.0,,0.0,1.0,30.3,47.98,1.0
31.0,Female,Tablet,6.9,7.0,5.0,4.0,1.0,1.0,1.0,10.19,1.84,
39.0,Male,Desktop,28.85,3.0,11.0,4.0,1.0,,1.0,26.22,23.48,0.0
34.0,,Mobile,17.62,3.0,14.0,8.0,0.0,0.0,0.0,6.04,84.72,
39.0,Male,Mobile,,3.0,8.0,0.0,0.0,1.0,0.0,38.34,70.21,
22.0,Male,Tablet,15.8,2.0,12.0,6.0,,1.0,1.0,8.18,6.52,1.0
58.0,Female,Mobile,29.28,10.0,11.0,7.0,1.0,,1.0,13.8,42.15,0.0
29.0,Female,,,8.0,5.0,2.0,0.0,1.0,1.0,15.24,79.63,
41.0,Male,Mobile,17.04,9.0,12.0,7.0,,1.0,1.0,19.13,69.01,1.0
54.0,Female,Desktop,15.51,10.0,7.0,,1.0,0.0,0.0,43.19,85.55,
58.0,Female,Tablet,17.4,11.0,11.0,6.0,1.0,1.0,,31.25,83.06,
46.0,Male,,6.3,10.0,5.0,8.0,1.0,,1.0,11.23,49.98,0.0
40.0,Male,,30.0,9.0,14.0,3.0,1.0,0.0,,18.08,61.23,0.0
42.0,,Tablet,4.28,10.0,4.0,5.0,,1.0,,25.57,5.59,0.0
42.0,,Tablet,26.61,17.0,12.0,4.0,,1.0,,29.98,55.34,1.0
29.0,Female,,24.65,19.0,3.0,8.0,,,1.0,20.01,55.92,1.0
36.0,,Tablet,8.68,2.0,5.0,0.0,0.0,,,4.78,45.6,
40.0,Male,Mobile,16.42,18.0,13.0,5.0,1.0,1.0,0.0,15.92,28.24,1.0
38.0,Male,Mobile,20.29,9.0,5.0,3.0,1.0,,0.0,4.22,63.57,0.0
55.0,Male,Mobile,28.32,4.0,0.0,3.0,1.0,0.0,1.0,5.62,27.72,1.0
41.0,Female,Tablet,12.54,14.0,3.0,1.0,,0.0,0.0,16.59,54.4,0.0
36.0,Male,Mobile,9.1,10.0,4.0,5.0,1.0,,1.0,9.55,63.53,0.0
42.0,Male,Mobile,14.29,10.0,14.0,7.0,0.0,,,38.18,99.97,
29.0,,,26.24,10.0,,8.0,0.0,0.0,,29.7,99.97,1.0
51.0,,Mobile,5.18,17.0,12.0,6.0,1.0,1.0,,14.18,56.57,0.0
35.0,Female,Desktop,5.47,10.0,4.0,5.0,0.0,1.0,0.0,9.77,10.12,0.0
45.0,,Tablet,6.41,10.0,12.0,5.0,1.0,1.0,,20.22,79.77,1.0
38.0,Male,Desktop,17.78,17.0,8.0,7.0,0.0,0.0,0.0,20.64,99.97,1.0
35.0,Female,Mobile,9.84,10.0,12.0,2.0,1.0,0.0,1.0,16.84,83.99,1.0
