match_no,date,stage,venue,batting_team,bowling_team,innings,over,striker,bowler,runs_of_bat,extras,wide,legbyes,byes,noballs,wicket_type,player_dismissed,fielder
4,"Mar 29, 2026",League stage,"M.Chinnaswamy Stadium, Bengaluru",MI,DC,1,4.0,Shahbaz Ahmed,Anshul Kamboj,1,0,0,0,0,0,caught,,
1,"Mar 31, 2026",League stage,"Barsapara Cricket Stadium, Guwahati",SRH,RR,1,6.5,Rajat Patidar,Jacob Duffy,2,1,0,0,0,0,runout,,
1,"Mar 30, 2026",League stage,"M.Chinnaswamy Stadium, Bengaluru",RCB,RCB,1,0.3,Heinrich Klaasen,Kartik Tyagi,1,0,0,0,0,0,,,
4,"Apr 02, 2026",League stage,"M.Chinnaswamy Stadium, Bengaluru",RCB,DC,1,0.1,Harsh Dubey,Jacob Duffy,1,0,0,0,0,0,,Anrich Nortje,
6,"Mar 30, 2026",League stage,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",CSK,RR,2,3.0,Heinrich Klaasen,Hardik Pandya,1,0,0,0,0,0,,,Phil Salt
3,"Apr 02, 2026",League stage,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",RCB,PBKS,1,10.7,Kartik Sharma,Anukul Roy,6,0,0,0,0,0,,,
5,"Apr 02, 2026",League stage,"Barsapara Cricket Stadium, Guwahati",SRH,RR,1,0.1,Ajinkya Rahane,Jasprit Bumrah,0,0,0,0,0,0,caught,,
4,"Mar 30, 2026",League stage,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",CSK,RR,2,10.3,Hardik Pandya,Axar Patel,1,0,1,0,0,0,,,
6,"Mar 29, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",LSG,RCB,1,4.7,Ryan Rickelton,Jasprit Bumrah,0,0,0,0,0,0,,,Tilak Varma
1,"Mar 28, 2026",League stage,"Eden Gardens, Kolkata",MI,SRH,1,12.0,Washington Sundar,David Payne,0,0,0,0,0,0,bowled,,
1,"Mar 30, 2026",League stage,"Barsapara Cricket Stadium, Guwahati",CSK,GT,1,12.3,Cooper Connolly,Brijesh Sharma,1,0,0,0,0,0,,,
1,"Mar 30, 2026",League stage,"M.Chinnaswamy Stadium, Bengaluru",LSG,SRH,1,14.3,Rohit Sharma,Jaydev Unadkat,0,0,0,0,0,0,,,
3,"Apr 01, 2026",League stage,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",RR,PBKS,1,0.1,Kartik Tyagi,Matt Henry,0,0,0,0,0,0,,,
5,"Mar 31, 2026",League stage,"Barsapara Cricket Stadium, Guwahati",CSK,RCB,2,0.1,Shubman Gill,Anshul Kamboj,0,0,0,0,0,0,,,
5,"Mar 31, 2026",League stage,"Wankhede Stadium, Mumbai",RR,RR,2,0.1,Heinrich Klaasen,Trent Boult,0,0,0,0,0,0,,,Sherfane Rutherford
3,"Mar 28, 2026",League stage,"Eden Gardens, Kolkata",RCB,SRH,1,10.2,Heinrich Klaasen,Yuzvendra Chahal,0,0,0,1,0,0,,,
2,"Mar 31, 2026",League stage,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",CSK,PBKS,1,14.8,Heinrich Klaasen,Vaibhav Arora,0,0,0,0,0,0,,,
5,"Mar 29, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",SRH,SRH,1,0.1,Virat Kohli,Arshdeep Singh,1,0,0,0,0,0,,,
1,"Apr 01, 2026",League stage,"M.Chinnaswamy Stadium, Bengaluru",CSK,DC,2,0.1,Cameron Green,Jacob Duffy,0,0,0,0,0,0,runout,,
6,"Apr 02, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",PBKS,KKR,2,13.5,Riyan Parag,Hardik Pandya,1,0,0,0,0,0,,,
1,"Mar 29, 2026",League stage,"Barsapara Cricket Stadium, Guwahati",GT,MI,2,10.0,Anukul Roy,Yuzvendra Chahal,2,0,0,0,0,0,,,
6,"Mar 28, 2026",League stage,"Barsapara Cricket Stadium, Guwahati",CSK,CSK,1,2.4,Nitish Reddy,Xavier Bartlett,0,0,0,0,0,0,,,
1,"Mar 29, 2026",League stage,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",GT,LSG,1,4.3,Sai Sudharsan,Blessing Muzarabani,0,0,0,0,0,0,,,
4,"Mar 28, 2026",League stage,"Eden Gardens, Kolkata",GT,MI,1,1.6,Rinku Singh,Jaydev Unadkat,0,0,0,0,0,0,,,
6,"Mar 31, 2026",League stage,"Barsapara Cricket Stadium, Guwahati",CSK,MI,1,1.0,Marco Jansen,Axar Patel,4,0,0,0,0,0,,,
5,"Mar 28, 2026",League stage,"M.Chinnaswamy Stadium, Bengaluru",CSK,SRH,1,6.3,Jos Buttler,Kartik Tyagi,0,0,0,0,0,0,,,
3,"Mar 30, 2026",League stage,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",RCB,RR,2,12.8,Sameer Rizvi,Matt Henry,6,0,0,0,0,0,,,
3,"Mar 29, 2026",League stage,"M.Chinnaswamy Stadium, Bengaluru",LSG,SRH,1,4.6,Nitish Reddy,Matt Henry,1,0,0,0,0,0,,,
5,"Mar 29, 2026",League stage,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",PBKS,SRH,1,1.1,Kartik Tyagi,Nitish Reddy,1,0,0,0,0,0,,,Harsh Dubey
4,"Mar 28, 2026",League stage,"M.Chinnaswamy Stadium, Bengaluru",MI,RCB,1,16.7,David Payne,Varun Chakaravarthy,0,0,0,0,1,0,,,
1,"Mar 31, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",MI,DC,1,1.4,Rinku Singh,Jacob Duffy,4,0,0,0,0,0,,,
5,"Mar 29, 2026",League stage,"Eden Gardens, Kolkata",PBKS,KKR,1,0.1,Nitish Rana,Abhishek Sharma,1,0,0,0,0,0,,,
2,"Mar 28, 2026",League stage,"M.Chinnaswamy Stadium, Bengaluru",LSG,GT,1,0.1,Rohit Sharma,Vaibhav Arora,3,0,0,0,0,0,,,
1,"Mar 29, 2026",League stage,"Eden Gardens, Kolkata",GT,SRH,1,9.8,Ajinkya Rahane,Natarajan,0,0,1,0,0,0,,,Varun Chakaravarthy
2,"Apr 01, 2026",League stage,"Wankhede Stadium, Mumbai",PBKS,KKR,2,3.2,Rinku Singh,Nandre Burger,2,1,0,0,0,0,,,
3,"Mar 31, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",CSK,RR,1,0.1,Nitish Reddy,Mohammed Shami,1,0,0,0,0,0,caught,,
2,"Mar 30, 2026",League stage,"M.Chinnaswamy Stadium, Bengaluru",KKR,CSK,1,5.4,Finn Allen,Hardik Pandya,1,0,0,1,0,0,,,
5,"Mar 30, 2026",League stage,"Eden Gardens, Kolkata",CSK,MI,1,9.0,Noor Ahmad,Jacob Duffy,0,0,0,1,0,0,caught,,
6,"Apr 02, 2026",League stage,"Eden Gardens, Kolkata",SRH,MI,1,11.1,Sarfaraz Khan,Jasprit Bumrah,0,0,0,0,0,0,,,
4,"Mar 30, 2026",League stage,"Wankhede Stadium, Mumbai",SRH,SRH,1,0.1,Finn Allen,Jaydev Unadkat,6,0,0,0,0,0,,,
4,"Apr 01, 2026",League stage,"M.Chinnaswamy Stadium, Bengaluru",SRH,SRH,1,3.5,Ajinkya Rahane,Rashid Khan,0,0,0,0,0,0,,,
5,"Mar 31, 2026",League stage,"Barsapara Cricket Stadium, Guwahati",CSK,GT,2,2.3,Rishabh Pant,Jacob Duffy,1,1,0,0,0,0,,,
1,"Mar 31, 2026",League stage,"Wankhede Stadium, Mumbai",RCB,SRH,2,11.3,Mukul Choudhary,Ravindra Jadeja,6,1,0,0,0,0,runout,,
6,"Mar 29, 2026",League stage,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,GT,2,1.2,Axar Patel,Vijaykumar Vyshak,1,0,0,0,0,0,caught,,
1,"Mar 30, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",KKR,LSG,2,8.0,Angkrish Raghuvanshi,Kartik Tyagi,0,0,0,0,0,0,,,Devdutt Padikkal
2,"Mar 28, 2026",League stage,"Barsapara Cricket Stadium, Guwahati",SRH,SRH,1,5.6,Shubman Gill,Noor Ahmad,1,0,0,0,0,0,,,
6,"Mar 30, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",KKR,MI,2,8.8,Ajinkya Rahane,Anshul Kamboj,4,0,0,0,0,0,,,
1,"Apr 01, 2026",League stage,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",RCB,MI,2,0.1,Sameer Rizvi,Jaydev Unadkat,1,0,0,0,0,0,,,
6,"Apr 02, 2026",League stage,"Barsapara Cricket Stadium, Guwahati",RCB,RCB,2,5.5,Riyan Parag,Rashid Khan,0,0,0,0,0,0,,,
3,"Apr 01, 2026",League stage,"Wankhede Stadium, Mumbai",RCB,SRH,2,0.1,Tim David,Brijesh Sharma,4,0,1,0,0,0,,,
4,"Apr 01, 2026",League stage,"Wankhede Stadium, Mumbai",CSK,PBKS,2,12.7,Rishabh Pant,Jacob Duffy,0,0,0,1,0,0,bowled,,
1,"Mar 31, 2026",League stage,"Eden Gardens, Kolkata",SRH,MI,2,7.5,Sameer Rizvi,Kagiso Rabada,1,0,0,0,0,0,,,
4,"Mar 31, 2026",League stage,"Barsapara Cricket Stadium, Guwahati",RCB,GT,2,11.7,Noor Ahmad,Prince Yadav,1,2,0,0,0,0,,,
5,"Apr 02, 2026",League stage,"Barsapara Cricket Stadium, Guwahati",RR,MI,1,0.1,Aniket Verma,Anrich Nortje,0,0,0,0,0,0,bowled,,
1,"Mar 30, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",MI,RCB,1,0.1,Cooper Connolly,Ravindra Jadeja,4,0,0,0,0,0,,,
3,"Apr 01, 2026",League stage,"Wankhede Stadium, Mumbai",LSG,KKR,2,0.1,Jos Buttler,Nandre Burger,0,0,1,0,0,0,,,
1,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",CSK,PBKS,1,0.1,Jamie Overton,Trent Boult,6,0,0,0,0,0,,Dhruv Jurel,
2,"Mar 30, 2026",League stage,"Barsapara Cricket Stadium, Guwahati",KKR,RR,2,17.1,Ishan Kishan,Jacob Duffy,0,0,0,0,0,0,,,
3,"Mar 30, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",PBKS,SRH,2,0.1,Mitchell Marsh,Kartik Tyagi,0,1,0,0,0,0,,,
1,"Mar 30, 2026",League stage,"Eden Gardens, Kolkata",DC,PBKS,2,11.9,Nitish Rana,Arshdeep Singh,0,0,0,0,0,0,,,
1,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",CSK,KKR,2,0.1,Ishan Kishan,Arshdeep Singh,0,0,0,0,0,0,,,
2,"Apr 01, 2026",League stage,"Barsapara Cricket Stadium, Guwahati",LSG,SRH,1,11.5,Rahul Tewatia,Bhuvneshwar Kumar,0,4,0,0,0,0,,,
1,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",MI,SRH,1,3.3,Ryan Rickelton,Brijesh Sharma,6,0,0,0,0,0,,,
6,"Apr 02, 2026",League stage,"Wankhede Stadium, Mumbai",SRH,GT,2,0.1,Rinku Singh,Eshan Malinga,1,0,0,0,0,0,,,
5,"Apr 01, 2026",League stage,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,RCB,2,8.7,Aiden Markram,Khaleel Ahmed,0,0,0,1,0,0,,,Eshan Malinga
6,"Mar 31, 2026",League stage,"Barsapara Cricket Stadium, Guwahati",KKR,KKR,2,0.1,Nehal Wadhera,Rashid Khan,0,0,0,0,0,0,,,
6,"Mar 30, 2026",League stage,"M.Chinnaswamy Stadium, Bengaluru",RCB,GT,2,3.9,Ishan Kishan,Rashid Khan,1,0,0,0,0,0,,,
4,"Mar 30, 2026",League stage,"M.Chinnaswamy Stadium, Bengaluru",RCB,RR,1,3.3,Rohit Sharma,Xavier Bartlett,1,0,0,0,0,0,,,
6,"Apr 01, 2026",League stage,"Barsapara Cricket Stadium, Guwahati",CSK,SRH,2,0.1,Dhruv Jurel,Nandre Burger,6,0,0,0,0,0,runout,,
6,"Mar 31, 2026",League stage,"Barsapara Cricket Stadium, Guwahati",PBKS,RR,1,13.6,Ryan Rickelton,Brijesh Sharma,0,0,0,0,0,0,,,
4,"Mar 31, 2026",League stage,"Eden Gardens, Kolkata",GT,GT,2,13.5,Riyan Parag,Matt Henry,2,0,0,0,0,0,,,
2,"Mar 30, 2026",League stage,"Barsapara Cricket Stadium, Guwahati",DC,RR,1,2.9,Prabhsimran Singh,Nandre Burger,4,0,0,0,0,0,,,
1,"Apr 01, 2026",League stage,"M.Chinnaswamy Stadium, Bengaluru",DC,MI,2,0.1,Kartik Sharma,David Payne,0,0,0,0,0,0,caught,,
4,"Mar 30, 2026",League stage,"M.Chinnaswamy Stadium, Bengaluru",CSK,SRH,1,10.1,Prabhsimran Singh,Anukul Roy,0,0,0,0,0,0,,,
2,"Mar 30, 2026",League stage,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",GT,RR,1,14.8,Travis Head,Vaibhav Arora,0,0,1,0,0,0,,,
6,"Apr 01, 2026",League stage,"M.Chinnaswamy Stadium, Bengaluru",RCB,MI,1,0.1,Jamie Overton,Marco Jansen,0,0,0,0,0,0,,,
5,"Apr 01, 2026",League stage,"M.Chinnaswamy Stadium, Bengaluru",RR,MI,1,11.3,Devdutt Padikkal,Yuzvendra Chahal,0,0,0,0,0,0,,,
5,"Mar 30, 2026",League stage,"Barsapara Cricket Stadium, Guwahati",GT,MI,2,0.1,Vaibhav Sooryavanshi,AM Ghazanfar,1,0,0,0,0,0,,,
3,"Mar 29, 2026",League stage,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",RR,MI,1,5.9,Yashasvi Jaiswal,Abhinandan Singh,2,0,0,0,0,0,,,
3,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",RCB,KKR,2,0.1,Cameron Green,Kuldeep Yadav,0,0,0,0,0,0,,,
4,"Apr 01, 2026",League stage,"Wankhede Stadium, Mumbai",SRH,MI,2,2.3,Ajinkya Rahane,David Payne,6,0,0,0,0,0,,,
5,"Apr 01, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",CSK,RCB,1,1.4,Ryan Rickelton,Krunal Pandya,0,0,0,0,0,0,,,
5,"Mar 31, 2026",League stage,"Wankhede Stadium, Mumbai",SRH,MI,2,0.1,Suryakumar Yadav,Shivang Kumar,1,0,0,0,0,0,,,
3,"Apr 01, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",RR,CSK,2,2.3,Ryan Rickelton,Jaydev Unadkat,1,0,0,0,0,0,,,
3,"Apr 01, 2026",League stage,"Barsapara Cricket Stadium, Guwahati",LSG,RCB,2,7.9,Tristan Stubbs,Kartik Tyagi,0,0,0,0,0,0,caught,,
1,"Apr 01, 2026",League stage,"Eden Gardens, Kolkata",SRH,SRH,1,0.1,Vaibhav Sooryavanshi,Marco Jansen,0,0,0,1,0,0,,,
3,"Mar 30, 2026",League stage,"Barsapara Cricket Stadium, Guwahati",RR,GT,2,8.5,Ishan Kishan,Yuzvendra Chahal,0,0,0,0,0,0,caught,Heinrich Klaasen,
3,"Mar 30, 2026",League stage,"Wankhede Stadium, Mumbai",LSG,PBKS,1,13.5,Heinrich Klaasen,Prince Yadav,1,0,0,0,0,0,caught,,
4,"Apr 01, 2026",League stage,"M.Chinnaswamy Stadium, Bengaluru",DC,RR,2,0.1,Ajinkya Rahane,Lungi Ngidi,4,0,0,0,0,0,,,Cameron Green
5,"Mar 31, 2026",League stage,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",KKR,RR,2,12.1,Ruturaj Gaikwad,Prasidh Krishna,0,0,0,0,0,0,,,
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",CSK,PBKS,2,0.1,Mohammed Shami,AM Ghazanfar,0,0,0,0,0,0,,,
4,"Apr 01, 2026",League stage,"M.Chinnaswamy Stadium, Bengaluru",SRH,DC,2,7.9,Shubman Gill,Blessing Muzarabani,1,0,0,0,0,0,,,
2,"Mar 31, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",SRH,PBKS,2,11.4,Rajat Patidar,Eshan Malinga,1,0,0,0,0,1,,,
2,"Apr 01, 2026",League stage,"Wankhede Stadium, Mumbai",SRH,SRH,2,0.1,Shubman Gill,Xavier Bartlett,1,0,0,0,0,0,,,
2,"Mar 31, 2026",League stage,"Barsapara Cricket Stadium, Guwahati",DC,KKR,1,13.6,Aiden Markram,Axar Patel,0,1,0,0,0,0,,,
4,"Mar 28, 2026",League stage,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",RR,LSG,1,0.1,Sameer Rizvi,Arshdeep Singh,0,0,0,0,0,0,caught,,
5,"Mar 30, 2026",League stage,"Wankhede Stadium, Mumbai",KKR,RCB,2,0.1,Varun Chakaravarthy,Harsh Dubey,0,0,0,0,0,0,,,
5,"Mar 29, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",RR,KKR,2,3.4,Ryan Rickelton,Mohammed Siraj,6,0,0,0,0,0,,,
1,"Mar 30, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",MI,SRH,1,0.1,Sameer Rizvi,Krunal Pandya,0,0,0,0,0,0,,,
2,"Mar 28, 2026",League stage,"Barsapara Cricket Stadium, Guwahati",MI,RR,2,0.1,Rinku Singh,Washington Sundar,0,1,0,0,0,0,,,
1,"Mar 28, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",MI,KKR,1,0.1,Heinrich Klaasen,Eshan Malinga,0,0,0,0,0,0,bowled,,
3,"Apr 01, 2026",League stage,"Barsapara Cricket Stadium, Guwahati",RCB,LSG,2,0.4,Ayush Badoni,AM Ghazanfar,0,0,0,0,0,0,,,
5,"Mar 30, 2026",League stage,"M.Chinnaswamy Stadium, Bengaluru",RCB,RR,2,1.8,Dhruv Jurel,Vaibhav Arora,1,0,0,0,0,0,bowled,,
1,"Mar 29, 2026",League stage,"Eden Gardens, Kolkata",SRH,PBKS,2,0.1,Kartik Tyagi,Nandre Burger,0,0,0,0,0,0,,,
2,"Mar 29, 2026",League stage,"M.Chinnaswamy Stadium, Bengaluru",KKR,DC,2,12.0,Salil Arora,Varun Chakaravarthy,6,0,0,0,0,1,,,
4,"Mar 29, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",GT,GT,1,11.4,Vaibhav Sooryavanshi,Trent Boult,0,0,0,0,0,0,,Nitish Rana,
2,"Mar 31, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",SRH,RR,1,9.1,Ajinkya Rahane,Xavier Bartlett,1,0,0,0,0,0,,,
1,"Apr 01, 2026",League stage,"Barsapara Cricket Stadium, Guwahati",DC,SRH,1,8.3,Devdutt Padikkal,Natarajan,6,0,0,0,0,0,,,
2,"Apr 01, 2026",League stage,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",GT,SRH,1,2.9,Aiden Markram,Prince Yadav,1,0,0,0,0,0,,,
4,"Mar 30, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",CSK,LSG,1,0.1,Noor Ahmad,Rashid Khan,0,0,0,0,0,0,,,
1,"Apr 01, 2026",League stage,"Wankhede Stadium, Mumbai",SRH,KKR,1,0.1,Ruturaj Gaikwad,Hardik Pandya,1,0,0,0,0,0,,,
1,"Apr 01, 2026",League stage,"M.Chinnaswamy Stadium, Bengaluru",KKR,SRH,1,9.8,Heinrich Klaasen,Ravi Bishnoi,0,0,0,0,0,0,,,
5,"Mar 31, 2026",League stage,"Wankhede Stadium, Mumbai",KKR,MI,1,0.1,Rishabh Pant,Harshal Patel,1,0,0,0,0,0,bowled,,
5,"Mar 30, 2026",League stage,"Barsapara Cricket Stadium, Guwahati",LSG,KKR,2,11.7,Kartik Sharma,Jacob Duffy,1,0,0,0,0,0,,,
2,"Mar 29, 2026",League stage,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",CSK,PBKS,2,0.1,Ishan Kishan,Ravi Bishnoi,0,1,0,0,0,0,,,
5,"Mar 30, 2026",League stage,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",KKR,KKR,2,12.0,Heinrich Klaasen,Aiden Markram,0,0,0,0,0,0,,,
2,"Apr 01, 2026",League stage,"Wankhede Stadium, Mumbai",RCB,RR,1,0.6,Mukul Choudhary,Blessing Muzarabani,0,0,0,0,0,0,,,
3,"Mar 31, 2026",League stage,"Barsapara Cricket Stadium, Guwahati",LSG,RR,2,8.4,Cooper Connolly,Mukesh Kumar,1,0,0,0,0,0,,,
6,"Mar 29, 2026",League stage,"Eden Gardens, Kolkata",SRH,LSG,1,0.1,Prabhsimran Singh,Jasprit Bumrah,0,0,1,0,0,0,,,
1,"Apr 01, 2026",League stage,"Barsapara Cricket Stadium, Guwahati",RCB,MI,2,9.9,Glenn Phillips,Blessing Muzarabani,1,0,0,0,0,0,,,
3,"Mar 29, 2026",League stage,"M.Chinnaswamy Stadium, Bengaluru",LSG,SRH,2,13.3,Heinrich Klaasen,Mohsin Khan,0,0,0,0,0,0,,,
6,"Mar 31, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",CSK,SRH,2,2.5,Suryakumar Yadav,Khaleel Ahmed,0,0,0,0,0,0,,,
6,"Mar 31, 2026",League stage,"Wankhede Stadium, Mumbai",DC,RR,1,0.1,Washington Sundar,Kuldeep Yadav,0,0,0,0,0,0,,Aniket Verma,Shreyas Iyer
2,"Mar 31, 2026",League stage,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",SRH,LSG,2,13.1,Ajinkya Rahane,Anrich Nortje,0,0,0,1,0,0,,,
3,"Mar 30, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",CSK,PBKS,2,0.1,Jos Buttler,Nandre Burger,1,1,0,0,0,0,,,Harsh Dubey
1,"Mar 31, 2026",League stage,"M.Chinnaswamy Stadium, Bengaluru",RR,KKR,1,0.1,Cooper Connolly,Natarajan,0,0,0,0,0,0,,,
6,"Mar 30, 2026",League stage,"Wankhede Stadium, Mumbai",DC,GT,2,6.1,Ajinkya Rahane,Kagiso Rabada,0,0,0,0,0,0,,Mohammed Shami,
2,"Apr 01, 2026",League stage,"Barsapara Cricket Stadium, Guwahati",LSG,RR,1,0.1,Nitish Reddy,Eshan Malinga,1,0,0,0,0,0,,,
6,"Mar 30, 2026",League stage,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",KKR,PBKS,2,9.8,Nitish Rana,Sandeep Sharma,0,0,0,0,0,0,,,
4,"Mar 31, 2026",League stage,"Wankhede Stadium, Mumbai",SRH,SRH,1,0.1,Harsh Dubey,Vijaykumar Vyshak,0,0,0,0,0,0,,,
6,"Mar 28, 2026",League stage,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",SRH,RR,1,1.4,Tristan Stubbs,Mukesh Kumar,0,0,0,0,0,0,,,
1,"Apr 01, 2026",League stage,"M.Chinnaswamy Stadium, Bengaluru",RCB,RCB,1,0.2,Yashasvi Jaiswal,Axar Patel,6,0,0,0,0,0,,,
3,"Mar 29, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",CSK,PBKS,1,4.7,Vaibhav Sooryavanshi,Suyash Sharma,6,1,0,0,0,0,caught,,
2,"Mar 31, 2026",League stage,"Wankhede Stadium, Mumbai",KKR,CSK,2,10.8,Tristan Stubbs,Blessing Muzarabani,1,0,0,0,0,0,,,
5,"Mar 28, 2026",League stage,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",SRH,GT,1,0.1,Shivam Dube,Marco Jansen,1,0,0,0,0,0,,,
5,"Apr 02, 2026",League stage,"Wankhede Stadium, Mumbai",CSK,KKR,2,0.1,Nicholas Pooran,Blessing Muzarabani,0,0,0,0,0,0,,,
6,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",LSG,PBKS,2,0.1,Washington Sundar,Jofra Archer,0,0,0,0,0,0,,,
3,"Mar 30, 2026",League stage,"M.Chinnaswamy Stadium, Bengaluru",SRH,SRH,1,9.9,Rohit Sharma,Jacob Duffy,1,0,0,0,0,0,,,
5,"Apr 01, 2026",League stage,"M.Chinnaswamy Stadium, Bengaluru",PBKS,MI,2,0.1,Sanju Samson,Blessing Muzarabani,0,0,0,0,0,0,,,
4,"Mar 30, 2026",League stage,"M.Chinnaswamy Stadium, Bengaluru",SRH,KKR,1,0.1,Jamie Overton,Shardul Thakur,0,0,0,0,0,0,,Aiden Markram,Jaydev Unadkat
2,"Mar 30, 2026",League stage,"Barsapara Cricket Stadium, Guwahati",CSK,PBKS,1,0.1,Jamie Overton,Prasidh Krishna,1,0,0,0,0,0,,,
6,"Apr 01, 2026",League stage,"Barsapara Cricket Stadium, Guwahati",PBKS,SRH,1,0.1,Cooper Connolly,Jofra Archer,1,0,0,0,0,0,caught,,
3,"Mar 28, 2026",League stage,"M.Chinnaswamy Stadium, Bengaluru",GT,SRH,2,0.1,Tilak Varma,Eshan Malinga,1,0,0,0,0,0,,,
3,"Apr 01, 2026",League stage,"Barsapara Cricket Stadium, Guwahati",LSG,RCB,1,10.1,Kartik Sharma,Abhishek Sharma,1,0,0,0,0,0,,,
2,"Mar 28, 2026",League stage,"M.Chinnaswamy Stadium, Bengaluru",CSK,PBKS,1,2.7,Priyansh Arya,Yuzvendra Chahal,0,0,0,0,0,0,,,
5,"Mar 28, 2026",League stage,"Barsapara Cricket Stadium, Guwahati",SRH,KKR,2,9.5,Virat Kohli,Sunil Narine,1,0,0,0,0,0,,,
4,"Mar 30, 2026",League stage,"M.Chinnaswamy Stadium, Bengaluru",LSG,SRH,1,0.1,Mukul Choudhary,Vaibhav Arora,0,0,0,0,0,0,,,
3,"Apr 01, 2026",League stage,"Eden Gardens, Kolkata",SRH,RR,1,8.5,Sameer Rizvi,Anukul Roy,0,1,0,0,0,0,,,
4,"Mar 28, 2026",League stage,"M.Chinnaswamy Stadium, Bengaluru",LSG,RR,1,12.6,Abhishek Sharma,Matt Henry,2,0,0,0,0,0,bowled,,Varun Chakaravarthy
5,"Mar 30, 2026",League stage,"Eden Gardens, Kolkata",RCB,RR,2,2.0,Ayush Badoni,Bhuvneshwar Kumar,0,0,0,1,0,0,,,
1,"Apr 01, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",KKR,SRH,2,1.4,Virat Kohli,Nandre Burger,4,0,0,0,0,0,,,
