age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit
40,housemaid,single,unknown,no,-264,yes,no,cellular,9,jun,1008,4,-1,0,unknown,no
46,services,single,secondary,no,309,yes,no,unknown,11,jun,1597,5,0,3,unknown,no
44,services,single,secondary,no,5101,no,no,cellular,18,jun,868,6,-1,8,success,no
40,admin.,married,tertiary,yes,4053,no,yes,cellular,22,jan,902,9,-1,0,failure,yes
35,technician,divorced,primary,no,5608,yes,no,cellular,16,jun,462,1,-1,0,unknown,no
42,retired,divorced,primary,no,174,yes,yes,unknown,10,jun,863,2,184,0,unknown,yes
38,blue-collar,divorced,secondary,no,6354,yes,no,cellular,18,oct,823,2,-1,11,other,yes
48,management,single,primary,no,5241,no,no,telephone,22,aug,43,1,-1,1,failure,yes
25,self-employed,married,secondary,no,246,yes,no,unknown,24,aug,327,15,104,2,other,no
25,entrepreneur,married,tertiary,yes,5296,no,no,cellular,4,aug,837,1,-1,5,failure,no
44,admin.,divorced,tertiary,no,26704,no,no,telephone,17,aug,377,4,531,11,unknown,yes
29,services,married,unknown,no,248,yes,yes,cellular,7,aug,1023,28,16,0,success,yes
30,admin.,single,primary,no,-3054,no,yes,unknown,21,nov,187,4,479,3,unknown,yes
35,unemployed,divorced,tertiary,no,4695,yes,no,unknown,9,aug,406,7,85,12,unknown,no
60,technician,divorced,unknown,no,2529,yes,yes,unknown,14,dec,53,4,1,4,success,yes
37,housemaid,single,tertiary,yes,26799,yes,no,cellular,16,may,474,2,233,1,unknown,yes
49,admin.,single,secondary,yes,19876,no,yes,cellular,19,may,342,2,-1,1,unknown,yes
33,housemaid,married,tertiary,no,197,yes,yes,cellular,7,sep,513,4,544,11,success,yes
38,technician,divorced,primary,yes,941,no,no,unknown,27,aug,1999,3,120,5,unknown,yes
25,services,single,secondary,yes,5418,yes,no,cellular,27,feb,162,4,175,6,unknown,no
35,technician,married,unknown,no,825,no,no,unknown,2,feb,2,4,183,5,other,yes
44,housemaid,single,unknown,no,5988,no,no,cellular,9,aug,194,6,210,3,failure,no
39,student,married,tertiary,no,11894,yes,yes,cellular,16,may,365,1,147,0,failure,yes
53,admin.,married,tertiary,yes,86,no,no,telephone,22,feb,2141,30,210,7,failure,yes
59,unemployed,divorced,unknown,yes,3262,no,no,telephone,10,nov,402,2,83,3,other,yes
46,technician,divorced,secondary,no,6721,yes,no,unknown,20,may,361,4,-1,0,other,no
35,services,single,tertiary,no,-679,yes,no,cellular,15,may,685,14,165,3,unknown,yes
27,blue-collar,single,secondary,no,4748,yes,no,telephone,16,jun,1023,2,84,4,failure,yes
51,housemaid,single,tertiary,no,1184,yes,no,cellular,9,jun,554,10,43,1,other,no
31,student,married,primary,yes,8498,no,yes,telephone,2,mar,1276,1,156,5,failure,yes
64,blue-collar,single,primary,no,2898,no,yes,cellular,15,apr,720,5,172,1,failure,no
51,services,single,tertiary,yes,4164,yes,yes,telephone,7,jun,1078,1,180,2,unknown,no
41,services,single,unknown,yes,5803,yes,no,cellular,20,may,327,1,-1,3,other,yes
50,services,divorced,secondary,no,444,no,no,telephone,5,dec,623,13,282,1,failure,no
57,management,divorced,primary,no,312,no,no,unknown,8,may,1920,4,99,2,other,yes
36,unemployed,divorced,secondary,yes,2975,yes,yes,telephone,8,apr,250,4,239,1,unknown,yes
18,management,single,primary,yes,1968,no,no,unknown,19,apr,864,3,172,0,failure,no
54,services,divorced,tertiary,no,15402,yes,no,telephone,17,oct,360,1,-1,4,success,no
32,technician,single,primary,no,3059,no,no,unknown,23,oct,1183,4,169,0,failure,no
34,management,divorced,tertiary,no,1051,no,no,cellular,9,nov,1959,1,118,0,failure,yes
52,retired,divorced,primary,no,691,no,no,cellular,22,apr,576,6,-1,7,unknown,no
33,services,single,tertiary,no,-458,no,no,unknown,20,apr,588,3,161,0,unknown,no
49,management,divorced,secondary,no,364,no,yes,cellular,12,apr,643,5,63,0,failure,no
40,blue-collar,single,tertiary,no,497,no,no,cellular,15,may,412,3,123,3,unknown,yes
41,unemployed,married,primary,yes,4600,yes,no,telephone,17,sep,1359,3,405,3,other,no
41,admin.,single,primary,no,-220,no,yes,unknown,17,jun,286,1,299,2,unknown,yes
43,entrepreneur,married,primary,no,3627,yes,yes,cellular,16,dec,327,22,-1,0,other,yes
30,housemaid,single,primary,yes,-649,yes,no,telephone,19,may,1410,3,-1,3,other,yes
41,retired,divorced,secondary,yes,361,yes,no,telephone,22,dec,280,1,274,0,unknown,no
34,technician,married,secondary,no,2991,yes,no,telephone,16,may,744,1,155,6,unknown,no
41,technician,divorced,unknown,no,697,no,yes,unknown,20,nov,610,6,445,1,unknown,yes
40,technician,married,secondary,no,189,yes,no,unknown,20,mar,1736,2,191,2,failure,no
36,housemaid,divorced,tertiary,no,1460,no,no,unknown,18,feb,270,2,-1,2,failure,yes
36,unknown,married,secondary,no,5586,yes,no,unknown,27,jul,514,5,224,3,failure,yes
34,services,single,secondary,no,858,no,no,cellular,17,may,1718,3,53,1,other,no
42,management,married,primary,no,4963,yes,no,cellular,27,jan,387,3,-1,3,unknown,no
42,unknown,divorced,secondary,no,8980,yes,no,cellular,26,nov,220,23,-1,2,unknown,yes
25,self-employed,single,primary,no,867,yes,no,cellular,3,may,864,4,-1,3,unknown,no
35,retired,divorced,tertiary,yes,470,no,no,unknown,14,apr,401,17,155,2,failure,no
23,retired,single,tertiary,yes,6976,yes,no,unknown,31,sep,180,5,199,1,failure,no
72,unemployed,divorced,primary,no,605,no,no,telephone,29,may,477,4,375,12,unknown,yes
40,technician,single,tertiary,yes,4489,no,no,unknown,1,jul,322,2,108,2,unknown,yes
36,management,married,unknown,yes,101,no,yes,unknown,15,dec,2080,8,104,7,unknown,no
43,self-employed,divorced,secondary,no,-302,yes,no,unknown,7,apr,1050,3,143,3,other,no
37,services,single,tertiary,yes,12614,yes,no,unknown,3,dec,944,1,236,1,success,no
40,unknown,single,secondary,yes,2704,no,yes,telephone,18,apr,407,5,57,1,unknown,yes
50,retired,single,primary,yes,4459,yes,no,cellular,18,jun,68,3,75,0,other,yes
49,blue-collar,married,unknown,no,11205,no,no,unknown,19,jun,167,2,95,1,unknown,no
31,technician,divorced,primary,no,-63,no,no,cellular,15,jun,324,16,198,0,success,yes
34,unknown,married,unknown,yes,2429,no,no,cellular,20,jun,1612,7,109,9,other,yes
39,entrepreneur,single,primary,no,3112,yes,no,cellular,13,jan,217,7,-1,8,failure,no
51,entrepreneur,single,primary,yes,1414,no,no,cellular,16,sep,1233,3,98,4,unknown,no
65,services,divorced,unknown,no,3146,no,no,telephone,15,sep,383,3,49,6,other,no
32,blue-collar,single,secondary,no,3206,yes,no,cellular,8,oct,336,3,100,0,failure,yes
53,unemployed,divorced,tertiary,no,1144,yes,no,unknown,10,may,450,2,218,3,other,no
50,services,single,primary,no,11578,no,no,cellular,5,mar,362,6,78,1,failure,no
38,services,single,primary,no,750,yes,yes,cellular,28,dec,376,2,79,0,failure,yes
26,admin.,married,primary,no,1203,no,yes,telephone,10,may,1812,6,85,1,other,no
53,unknown,married,secondary,no,3337,yes,no,cellular,21,sep,168,4,0,1,unknown,yes
30,services,single,unknown,yes,2567,yes,no,cellular,15,sep,475,7,193,3,other,no
63,self-employed,married,secondary,no,3085,yes,no,telephone,10,apr,381,3,74,3,failure,no
31,housemaid,married,secondary,no,5258,no,no,unknown,12,sep,279,4,125,4,failure,yes
32,services,married,unknown,no,5791,yes,no,telephone,1,jul,501,1,-1,0,success,no
33,technician,divorced,primary,yes,5617,yes,no,unknown,8,dec,1860,5,-1,1,other,no
28,unknown,married,unknown,no,-21,no,no,cellular,26,jul,56,1,306,3,unknown,no
33,housemaid,divorced,secondary,no,3752,yes,yes,cellular,12,nov,110,5,191,3,other,yes
51,technician,divorced,unknown,no,1514,no,yes,cellular,8,jun,243,1,456,3,other,no
55,self-employed,divorced,secondary,no,4228,yes,no,telephone,28,may,179,1,-1,1,failure,no
69,housemaid,divorced,unknown,no,-59,yes,no,cellular,21,oct,156,9,363,4,unknown,no
84,housemaid,single,secondary,no,-188,no,yes,cellular,16,may,251,5,206,2,failure,no
44,self-employed,single,secondary,yes,107,yes,no,telephone,3,apr,618,8,7,2,unknown,no
49,blue-collar,divorced,tertiary,no,3235,yes,yes,cellular,17,apr,156,2,48,9,success,no
18,blue-collar,single,tertiary,no,443,no,no,unknown,19,may,490,4,166,2,failure,no
34,technician,single,secondary,yes,328,no,no,unknown,31,apr,877,4,-1,3,unknown,yes
45,blue-collar,married,secondary,yes,7634,yes,yes,cellular,9,feb,1144,2,196,0,success,no
39,admin.,married,secondary,no,1431,yes,no,cellular,1,oct,118,8,-1,4,success,no
20,management,divorced,unknown,yes,3548,yes,no,telephone,13,nov,1469,6,609,0,unknown,no
46,blue-collar,married,unknown,no,4604,yes,yes,telephone,29,jun,374,3,93,3,success,no
31,technician,single,unknown,no,298,yes,yes,cellular,10,jun,275,4,142,4,unknown,no
33,self-employed,married,tertiary,yes,-853,yes,no,unknown,22,may,599,4,101,0,other,yes
36,entrepreneur,divorced,unknown,no,7424,yes,no,telephone,9,oct,1387,1,333,1,other,no
60,entrepreneur,married,primary,no,583,no,no,cellular,31,jul,229,2,-1,4,other,yes
34,retired,single,secondary,no,3761,yes,yes,cellular,1,nov,705,1,-1,1,success,no
32,blue-collar,single,primary,no,5316,no,yes,telephone,14,may,358,4,156,1,failure,yes
34,blue-collar,divorced,unknown,no,1390,no,no,cellular,30,nov,201,4,-1,5,success,yes
43,unknown,married,primary,no,3194,yes,yes,unknown,11,may,1160,5,-1,3,unknown,no
44,services,divorced,secondary,no,5105,no,yes,unknown,10,aug,626,18,328,4,success,yes
45,blue-collar,married,unknown,yes,1474,yes,no,telephone,6,oct,487,2,79,0,unknown,no
29,admin.,divorced,primary,yes,3845,no,no,cellular,12,sep,1482,1,723,8,unknown,yes
57,management,divorced,secondary,no,3426,yes,no,unknown,14,jul,932,2,-1,5,success,no
35,technician,divorced,primary,yes,382,yes,yes,unknown,10,jan,684,3,-1,1,other,no
57,admin.,single,tertiary,yes,6339,yes,no,cellular,29,feb,510,3,379,3,failure,no
39,self-employed,married,secondary,no,-43,no,no,unknown,14,jun,308,4,159,4,other,no
49,self-employed,divorced,tertiary,no,1508,yes,yes,telephone,23,may,1387,2,324,6,failure,yes
19,management,married,secondary,yes,234,yes,yes,unknown,29,may,12,2,77,3,success,yes
69,management,married,tertiary,no,7898,yes,no,cellular,4,nov,509,5,162,0,failure,yes
24,services,married,tertiary,no,5824,yes,no,telephone,28,apr,417,6,161,3,other,yes
18,self-employed,divorced,unknown,yes,65,yes,no,telephone,8,feb,835,2,-1,5,success,no
30,services,married,tertiary,no,8511,no,no,unknown,1,apr,402,5,-1,0,failure,no
57,blue-collar,single,unknown,no,611,yes,yes,cellular,17,jul,531,8,594,2,failure,no
42,services,divorced,tertiary,no,10876,yes,yes,cellular,15,jan,167,4,320,0,failure,no
60,self-employed,married,primary,no,4138,no,no,unknown,25,oct,148,7,205,1,unknown,no
33,services,single,secondary,yes,31242,yes,yes,unknown,3,feb,1972,3,-1,3,success,no
47,blue-collar,single,secondary,yes,352,no,no,unknown,19,may,85,4,315,0,other,yes
63,housemaid,married,tertiary,yes,-204,no,no,unknown,13,dec,429,6,175,3,unknown,no
48,technician,divorced,tertiary,yes,4019,no,no,cellular,8,dec,779,11,121,9,unknown,yes
51,services,single,secondary,no,8068,no,no,cellular,1,apr,328,15,-1,0,failure,no
52,self-employed,divorced,primary,no,21313,no,yes,telephone,13,oct,1385,13,141,3,unknown,yes
41,self-employed,divorced,secondary,no,7902,yes,no,cellular,14,sep,56,5,275,0,success,no
31,admin.,single,primary,yes,20092,yes,no,unknown,3,jan,383,2,144,2,success,no
47,self-employed,married,tertiary,no,-206,no,no,telephone,9,apr,398,7,75,3,success,no
44,student,divorced,secondary,yes,14427,no,no,telephone,23,jul,1116,14,52,0,other,yes
26,services,divorced,secondary,no,1174,no,no,unknown,29,mar,243,15,102,5,other,yes
53,housemaid,divorced,tertiary,no,8116,no,yes,cellular,25,jun,931,5,-1,5,failure,no
76,unemployed,single,unknown,no,1963,yes,no,cellular,16,may,182,7,-1,0,failure,yes
68,management,single,secondary,no,11398,no,no,cellular,17,nov,337,2,0,6,unknown,yes
76,entrepreneur,single,secondary,no,7358,no,no,cellular,3,oct,776,5,0,5,success,yes
50,entrepreneur,married,secondary,no,6953,no,no,telephone,8,jun,400,10,196,7,other,yes
32,management,single,unknown,no,1340,yes,yes,unknown,31,may,1035,3,-1,3,other,no
56,unemployed,single,primary,no,9342,no,no,unknown,12,dec,254,4,84,0,success,no
53,entrepreneur,married,tertiary,no,8459,no,no,telephone,20,sep,2,5,82,3,success,no
48,entrepreneur,married,primary,no,-122,yes,yes,telephone,17,jun,152,2,55,0,unknown,no
21,technician,single,unknown,no,-100,yes,yes,cellular,12,dec,1286,10,-1,4,unknown,no
54,technician,divorced,secondary,no,294,yes,no,unknown,14,apr,370,1,-1,1,unknown,no
32,unknown,married,tertiary,no,4014,yes,no,cellular,12,jul,1479,2,268,3,other,yes
28,entrepreneur,married,primary,yes,1078,yes,yes,unknown,1,jun,2260,3,176,0,success,no
50,retired,divorced,secondary,no,234,no,yes,cellular,12,apr,528,13,220,1,unknown,no
67,services,divorced,unknown,no,108,no,yes,unknown,9,apr,355,3,34,2,other,no
45,housemaid,married,tertiary,yes,1875,no,no,telephone,8,jun,656,8,78,1,success,yes
49,student,single,unknown,no,213,no,yes,telephone,13,jun,1229,2,105,3,other,yes
50,retired,single,unknown,yes,612,no,no,unknown,14,feb,548,3,142,1,unknown,yes
38,admin.,single,secondary,yes,7963,no,yes,telephone,28,may,94,6,-1,6,failure,yes
39,retired,single,secondary,yes,9783,yes,no,cellular,18,jun,552,4,-1,2,failure,no
68,retired,married,primary,yes,1514,no,no,unknown,13,nov,609,2,88,10,unknown,no
38,housemaid,married,primary,no,-152,yes,no,cellular,1,jul,782,6,83,3,success,no
47,services,married,primary,no,-56,no,no,cellular,6,aug,201,10,81,3,success,no
28,admin.,divorced,primary,yes,-1244,no,no,cellular,1,may,298,2,154,2,failure,yes
54,housemaid,married,unknown,no,4079,yes,no,telephone,26,may,157,5,107,13,other,yes
52,retired,divorced,unknown,yes,6662,no,no,unknown,1,jul,914,5,199,5,success,no
36,retired,single,tertiary,no,-579,yes,yes,unknown,15,dec,611,6,89,7,unknown,no
43,admin.,single,secondary,no,41,no,yes,cellular,13,oct,153,6,311,1,other,yes
24,services,married,secondary,yes,407,yes,yes,telephone,5,sep,1794,1,26,1,success,no
38,technician,single,tertiary,no,248,no,no,telephone,9,nov,1202,14,0,15,failure,no
78,technician,single,unknown,no,174,no,no,cellular,19,aug,592,5,320,0,success,yes
38,admin.,married,secondary,yes,7644,yes,no,cellular,15,jul,2,4,73,3,success,yes
72,blue-collar,single,tertiary,no,6589,yes,yes,cellular,10,jun,452,6,247,0,unknown,no
23,unemployed,divorced,unknown,yes,-161,yes,no,telephone,14,aug,700,3,-1,4,success,yes
24,entrepreneur,single,primary,no,743,yes,yes,telephone,16,aug,526,1,220,1,unknown,yes
49,technician,single,primary,yes,679,no,no,cellular,11,may,485,2,98,3,unknown,no
28,management,married,unknown,yes,3641,yes,no,cellular,11,feb,394,3,255,2,success,yes
23,self-employed,married,tertiary,no,3550,no,no,telephone,9,jun,986,3,114,1,success,yes
28,technician,divorced,secondary,yes,7741,yes,no,cellular,14,jun,1054,4,-1,8,unknown,yes
59,housemaid,single,tertiary,no,-961,no,no,unknown,16,may,851,2,-1,11,other,yes
57,blue-collar,divorced,unknown,yes,2043,yes,no,unknown,28,aug,1495,11,624,3,unknown,no
45,unknown,divorced,tertiary,no,1149,yes,no,cellular,22,aug,440,5,-1,0,other,no
32,self-employed,married,primary,no,8288,no,no,telephone,28,jun,221,2,38,1,failure,yes
36,admin.,divorced,secondary,yes,8297,yes,yes,telephone,1,jun,880,3,88,1,success,no
46,self-employed,married,secondary,yes,2931,no,no,cellular,23,mar,54,8,146,1,unknown,no
47,retired,single,unknown,no,-65,yes,yes,cellular,16,jul,235,6,4,0,unknown,no
38,housemaid,married,secondary,yes,820,no,yes,cellular,12,aug,197,7,0,1,unknown,yes
32,admin.,single,primary,no,-3112,no,no,cellular,16,dec,274,3,79,1,other,yes
24,technician,divorced,tertiary,no,4439,yes,no,unknown,4,aug,362,3,88,11,success,no
29,admin.,single,tertiary,yes,3211,no,no,unknown,13,feb,1210,4,2,1,failure,no
29,blue-collar,divorced,tertiary,no,-1247,yes,no,unknown,15,nov,1035,2,355,4,unknown,no
33,unemployed,married,tertiary,yes,3843,no,yes,unknown,23,aug,424,3,183,2,other,yes
30,services,married,secondary,no,431,no,no,unknown,7,may,1244,6,78,3,other,yes
23,housemaid,married,unknown,no,5392,no,no,cellular,7,apr,240,4,-1,8,success,no
53,housemaid,single,primary,yes,5242,no,no,cellular,26,aug,186,3,42,3,unknown,no
73,unknown,married,secondary,no,-497,no,no,telephone,22,mar,349,6,168,3,other,no
44,blue-collar,single,primary,no,973,yes,no,cellular,30,dec,217,2,461,2,failure,no
61,management,divorced,secondary,no,1754,no,no,cellular,13,mar,568,7,152,2,success,no
30,blue-collar,single,primary,no,16703,yes,no,cellular,4,jul,669,3,-1,3,unknown,yes
35,blue-collar,single,primary,yes,8986,no,no,unknown,17,jul,362,3,454,9,other,no
82,unknown,single,secondary,no,506,yes,no,cellular,29,jun,165,2,191,1,failure,yes
57,admin.,married,tertiary,no,5727,yes,no,telephone,18,jun,208,10,151,1,other,yes
21,student,divorced,primary,no,32583,yes,no,unknown,5,jul,268,2,-1,0,other,yes
47,entrepreneur,married,unknown,yes,156,no,no,cellular,2,may,864,9,65,1,unknown,yes
35,self-employed,married,secondary,no,853,yes,yes,cellular,28,jun,837,1,3,3,unknown,yes
38,services,married,secondary,no,2242,no,yes,cellular,20,mar,248,8,-1,2,success,no
64,housemaid,single,secondary,no,1889,yes,no,unknown,31,oct,557,4,480,2,success,no
63,retired,divorced,unknown,yes,3861,yes,no,telephone,29,oct,227,6,-1,14,failure,yes
40,management,married,secondary,yes,3635,yes,no,cellular,8,jul,1395,3,114,2,unknown,yes
54,admin.,divorced,primary,no,1619,no,yes,unknown,24,may,1504,2,39,0,unknown,yes
56,student,married,secondary,no,267,no,no,unknown,9,mar,1794,11,-1,2,unknown,no
33,management,single,secondary,no,5338,no,no,telephone,12,nov,864,4,196,2,unknown,yes
53,admin.,single,primary,yes,34544,no,yes,unknown,24,nov,1412,2,85,3,unknown,no
21,unemployed,single,tertiary,no,1067,yes,no,cellular,20,nov,853,3,1,3,failure,no
43,retired,divorced,primary,no,1962,no,no,telephone,29,apr,341,4,85,1,unknown,yes
33,blue-collar,married,secondary,no,136,yes,no,telephone,21,dec,249,15,102,4,unknown,no
48,services,single,primary,no,4339,no,no,cellular,20,aug,490,8,145,10,unknown,no
51,management,married,tertiary,no,306,yes,yes,cellular,16,oct,195,2,163,5,unknown,no
81,housemaid,divorced,tertiary,yes,19062,no,no,unknown,6,sep,110,4,71,0,other,yes
29,self-employed,married,tertiary,no,294,yes,yes,unknown,29,apr,184,2,-1,0,failure,yes
32,services,divorced,primary,no,4756,yes,no,unknown,12,mar,1212,4,-1,4,unknown,no
51,unknown,married,tertiary,yes,2106,no,no,unknown,19,mar,1410,2,161,1,failure,no
76,blue-collar,single,unknown,no,3199,no,yes,cellular,9,apr,104,4,184,0,failure,no
45,management,divorced,tertiary,yes,10884,yes,yes,cellular,1,nov,119,6,3,5,failure,no
39,blue-collar,single,unknown,yes,-325,yes,yes,cellular,20,may,247,1,-1,0,unknown,yes
39,services,single,secondary,no,1902,no,no,unknown,9,may,273,3,141,0,unknown,yes
30,services,married,unknown,no,273,yes,no,telephone,21,feb,771,2,119,4,success,yes
46,retired,divorced,tertiary,yes,377,yes,no,cellular,27,aug,1036,1,30,5,unknown,no
37,retired,married,primary,no,3269,no,yes,cellular,10,sep,1609,2,206,1,other,no
46,student,divorced,secondary,no,-190,yes,no,telephone,21,jun,1416,4,168,2,unknown,no
54,entrepreneur,divorced,unknown,no,703,yes,no,cellular,22,oct,129,4,-1,0,success,yes
24,self-employed,single,secondary,no,1088,no,no,unknown,27,mar,1729,6,81,3,unknown,yes
49,admin.,divorced,tertiary,yes,903,yes,no,cellular,12,jul,207,1,181,6,other,yes
39,retired,divorced,tertiary,yes,14178,yes,no,cellular,10,nov,207,1,154,5,unknown,no
48,entrepreneur,married,secondary,no,1765,yes,no,telephone,16,sep,224,3,-1,1,success,no
27,admin.,divorced,tertiary,no,1158,no,no,unknown,11,sep,282,17,159,11,other,no
61,blue-collar,married,tertiary,no,1746,no,no,unknown,30,may,772,1,200,1,failure,no
27,retired,married,tertiary,yes,-132,yes,no,cellular,10,jun,2100,2,1,8,failure,yes
48,entrepreneur,divorced,secondary,no,6089,yes,no,cellular,13,dec,1452,17,145,0,other,yes
49,self-employed,single,tertiary,no,9123,yes,no,telephone,14,sep,626,1,5,1,other,yes
48,management,married,primary,yes,2643,no,yes,unknown,5,jun,113,27,86,4,unknown,yes
26,management,married,unknown,no,3217,yes,yes,cellular,18,jan,1121,10,233,1,success,no
29,student,single,secondary,no,3501,yes,no,unknown,31,apr,780,27,18,0,unknown,yes
39,admin.,married,secondary,no,7234,no,yes,cellular,22,jan,177,2,771,4,unknown,no
36,housemaid,single,primary,yes,7664,yes,yes,cellular,15,aug,908,3,41,5,other,no
46,services,married,unknown,no,1956,no,no,telephone,7,nov,135,2,-1,5,unknown,no
42,retired,single,primary,yes,1388,yes,yes,cellular,17,jan,323,7,643,5,unknown,no
28,management,married,tertiary,no,113,no,no,unknown,9,jun,956,14,297,0,unknown,yes
64,retired,divorced,primary,no,15568,yes,yes,unknown,27,dec,475,2,228,0,other,yes
46,technician,divorced,unknown,no,2050,yes,no,cellular,22,nov,483,3,-1,3,unknown,no
55,services,divorced,tertiary,no,15032,yes,yes,cellular,26,aug,484,5,5,4,failure,no
93,student,single,secondary,no,3967,yes,no,telephone,8,aug,119,3,71,4,success,yes
28,self-employed,single,tertiary,yes,1726,yes,yes,cellular,17,sep,184,17,135,3,unknown,yes
56,technician,divorced,tertiary,no,4257,no,no,telephone,9,nov,536,1,209,6,unknown,no
60,housemaid,married,primary,yes,951,yes,no,telephone,2,aug,93,5,0,0,unknown,no
52,blue-collar,single,tertiary,no,3346,no,no,unknown,16,nov,348,1,87,8,success,yes
64,housemaid,divorced,primary,no,3887,yes,yes,cellular,19,apr,1345,3,90,0,success,yes
25,services,married,unknown,yes,4283,no,yes,telephone,19,may,291,3,197,2,unknown,yes
42,technician,single,secondary,no,6341,yes,yes,unknown,9,may,970,24,-1,5,unknown,yes
55,entrepreneur,divorced,tertiary,no,3379,yes,yes,cellular,21,aug,314,4,-1,1,unknown,yes
83,student,divorced,unknown,no,3436,yes,no,telephone,5,jan,678,3,165,0,other,no
47,technician,single,unknown,no,1312,yes,no,telephone,25,may,1643,8,359,4,success,yes
45,unknown,single,tertiary,no,3183,no,yes,telephone,18,aug,324,1,-1,1,failure,no
46,unemployed,divorced,secondary,no,5683,yes,yes,unknown,12,oct,259,5,6,3,failure,no
29,blue-collar,divorced,tertiary,yes,859,no,no,telephone,12,sep,753,4,426,3,failure,yes
47,unknown,divorced,primary,no,-237,yes,yes,unknown,18,sep,837,4,1,1,success,yes
35,self-employed,divorced,tertiary,no,26841,yes,yes,telephone,25,feb,430,3,-1,1,other,no
40,blue-collar,married,secondary,no,4712,no,yes,unknown,5,oct,321,2,210,2,other,no
71,technician,married,tertiary,no,2873,no,no,telephone,5,oct,855,4,-1,1,other,no
37,services,married,primary,no,5179,no,yes,unknown,26,dec,36,1,315,0,other,no
53,unemployed,married,secondary,yes,1151,no,yes,telephone,8,jan,519,3,139,0,other,yes
33,technician,married,primary,no,3043,yes,no,telephone,4,jul,287,3,-1,0,unknown,yes
24,technician,single,tertiary,yes,4849,yes,no,unknown,20,jul,652,17,0,3,failure,yes
52,student,married,secondary,yes,4210,no,no,cellular,12,sep,363,4,192,1,unknown,no
86,entrepreneur,married,primary,no,5801,no,no,cellular,17,apr,50,3,-1,1,failure,yes
62,unemployed,divorced,tertiary,yes,107,yes,yes,unknown,28,may,1823,8,85,3,unknown,yes
35,self-employed,single,primary,yes,-1461,yes,no,telephone,4,aug,1327,1,147,2,unknown,yes
34,technician,single,tertiary,yes,3107,no,yes,unknown,4,apr,483,2,418,0,unknown,yes
59,housemaid,single,tertiary,yes,4040,no,no,cellular,15,sep,560,8,198,1,other,yes
34,services,single,secondary,no,2777,no,yes,cellular,17,jun,121,13,207,3,failure,no
32,entrepreneur,single,unknown,no,4227,no,no,telephone,10,apr,621,12,398,2,failure,yes
43,technician,married,secondary,no,1290,yes,no,cellular,29,jun,427,4,189,3,other,yes
39,student,single,tertiary,no,1479,no,yes,telephone,12,mar,697,12,83,6,failure,no
49,entrepreneur,married,tertiary,yes,112,yes,no,cellular,12,feb,557,3,89,3,other,no
36,unknown,married,unknown,no,304,yes,yes,telephone,21,aug,909,4,-1,2,unknown,no
52,retired,divorced,unknown,yes,14785,no,yes,cellular,15,feb,399,2,0,0,failure,yes
21,technician,married,secondary,no,6307,no,no,telephone,22,may,1396,6,661,3,failure,no
40,services,divorced,secondary,no,-59,yes,yes,cellular,24,jul,1378,1,157,3,failure,yes
31,services,single,primary,yes,9773,no,yes,telephone,3,jan,290,10,502,3,failure,yes
45,unknown,married,secondary,no,-53,no,no,telephone,26,aug,1538,6,91,4,success,yes
41,services,married,primary,no,4908,yes,yes,cellular,18,jan,2102,4,151,0,other,no
68,services,single,unknown,yes,437,yes,yes,cellular,12,oct,1103,6,277,2,success,no
41,management,divorced,primary,no,857,yes,yes,cellular,20,aug,505,11,191,6,unknown,yes
38,management,divorced,unknown,no,-381,yes,yes,cellular,17,jun,139,5,0,1,unknown,yes
32,management,divorced,primary,no,21975,no,no,telephone,25,sep,551,2,297,0,other,yes
43,management,married,secondary,yes,2299,no,no,telephone,4,mar,498,16,248,3,unknown,yes
50,admin.,married,tertiary,yes,352,yes,no,telephone,17,jul,636,2,159,4,unknown,no
26,blue-collar,divorced,secondary,no,9357,no,no,cellular,14,dec,406,2,105,0,failure,no
24,housemaid,single,secondary,yes,9174,no,yes,unknown,18,jul,627,3,175,0,unknown,yes
38,retired,single,primary,no,1976,yes,no,cellular,27,sep,1627,2,72,1,unknown,no
19,retired,single,unknown,no,469,no,no,cellular,14,jul,1649,3,195,0,unknown,yes
31,technician,married,tertiary,yes,41,no,no,cellular,15,oct,2219,10,100,4,other,yes
21,housemaid,married,secondary,no,959,no,yes,cellular,3,mar,67,17,86,5,failure,no
27,admin.,married,unknown,yes,-383,yes,no,cellular,4,jul,151,1,-1,2,unknown,yes
37,admin.,single,primary,no,3865,yes,no,unknown,9,jul,577,1,103,2,unknown,yes
18,admin.,single,secondary,no,4095,no,no,unknown,3,jan,361,1,47,3,other,no
49,services,single,unknown,no,1033,yes,no,cellular,16,may,248,6,-1,1,failure,yes
63,technician,single,secondary,no,7919,no,yes,telephone,28,sep,287,15,72,1,failure,no
40,blue-collar,single,primary,no,4020,yes,yes,unknown,2,may,668,3,89,0,unknown,yes
74,unknown,married,primary,yes,700,yes,no,telephone,4,jan,1784,3,89,4,unknown,no
55,services,single,secondary,no,451,yes,yes,telephone,5,oct,214,2,110,0,success,no
42,admin.,divorced,secondary,no,4726,no,yes,unknown,18,oct,359,4,-1,3,unknown,no
63,housemaid,married,secondary,no,511,no,yes,unknown,27,may,2157,2,194,1,failure,no
31,admin.,married,primary,yes,4329,no,no,cellular,8,jan,612,6,-1,1,other,yes
38,technician,married,unknown,no,52,yes,yes,telephone,23,feb,1244,9,-1,2,unknown,yes
