Unnamed: 0,Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose,Risk
16007489,21,male,1,rent,little,little,11764,23,furniture/equipment,bad
6421662,25,male,3,rent,little,little,1884,4,car,good
1886401,29,female,0,own,little,rich,8807,16,radio/TV,good
49478,23,male,2,own,little,little,2536,46,radio/TV,good
3477417,51,male,1,own,little,rich,3439,16,furniture/equipment,good
15524662,24,male,2,own,little,moderate,4921,71,business,bad
11602556,23,male,2,own,little,little,2912,13,car,bad
8115601,26,male,3,own,little,,2622,27,car,good
7010686,20,male,2,own,little,,6642,19,radio/TV,good
7906389,24,female,1,own,little,moderate,13828,15,education,good
6168668,29,female,2,own,little,moderate,1079,19,radio/TV,bad
980319,19,female,2,own,little,moderate,9496,14,radio/TV,good
15517534,20,male,2,rent,rich,,2762,14,education,bad
12095925,28,male,1,own,little,little,3907,17,furniture/equipment,good
4133926,20,female,2,free,little,little,7940,23,repairs,good
4412202,25,male,2,own,little,,5754,21,car,good
11203686,19,female,2,own,little,moderate,4923,20,radio/TV,good
4343701,32,male,1,rent,moderate,little,10369,20,radio/TV,good
14410463,28,female,1,rent,little,,4387,23,car,good
10742141,24,male,2,free,,,5957,17,furniture/equipment,bad
9624513,19,female,3,own,moderate,,9357,16,radio/TV,good
1327190,26,female,2,own,,moderate,9553,46,car,good
11261041,31,female,2,free,,little,2171,20,furniture/equipment,good
3807151,29,male,2,rent,moderate,moderate,5557,23,radio/TV,good
