Unnamed: 0,Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose,Risk
1886401,38,male,0,own,little,moderate,8317,18,radio/TV,good
49478,28,male,2,own,little,little,1836,27,education,good
3477417,47,male,1,own,quite rich,rich,10791,23,business,good
15524662,19,female,0,free,rich,moderate,5772,27,business,bad
11602556,25,male,2,own,quite rich,moderate,4982,18,car,bad
8115601,26,male,3,own,little,,2780,27,car,good
7010686,26,female,2,own,moderate,,12180,13,radio/TV,good
7906389,40,female,2,own,little,moderate,16477,25,education,good
6168668,25,female,2,own,little,moderate,2996,14,radio/TV,bad
980319,53,female,2,own,little,moderate,5953,18,business,good
15517534,29,male,3,rent,rich,,2128,11,education,bad
12095925,69,female,1,own,little,little,4481,12,furniture/equipment,good
4133926,24,female,2,rent,little,little,11159,26,repairs,good
4412202,56,male,2,own,little,little,3992,24,furniture/equipment,good
11203686,26,female,2,own,little,,3441,8,radio/TV,good
4343701,37,male,1,rent,moderate,little,11031,12,domestic appliances,bad
14410463,36,female,1,own,little,little,1169,22,car,good
10742141,34,male,1,own,quite rich,little,5544,12,furniture/equipment,bad
9624513,28,female,3,own,moderate,,8630,8,radio/TV,good
1327190,32,female,2,rent,little,moderate,2099,25,car,good
11261041,44,female,2,free,,little,2692,17,radio/TV,good
3807151,34,male,2,rent,moderate,moderate,939,25,radio/TV,good
