HP,Attack,Defense,Sp. Attack,Sp. Defense,Speed,Base_Stats,normal_weakness,fire_weakness,water_weakness,electric_weakness,grass_weakness,ice_weakness,fighting_weakness,poison_weakness,ground_weakness,flying_weakness,psychic_weakness,bug_weakness,rock_weakness,ghost_weakness,dragon_weakness,dark_weakness,steel_weakness,fairy_weakness,height_inches,height_meters,weight_pounds,weight_kilograms,capturing_rate,gender_male_ratio,egg_steps,egg_cycles,abilities,Type 1,Type 2,Classification_info,Forms,gen,Is_Legendary,Is_Mythical,Is_Ultra_Beast,number_immune,number_not_effective,number_normal,number_super_effective
34,84,141,113,153,8,497,0.46,2.04,0.49,3.47,4.0,0.94,0.19,0.41,0.17,2.01,0.54,1.03,1.99,0.0,1.0,1.0,0.25,0.99,507,0.1,0.2,9.3,250,3.75,28863,189,Hyper Cutter; Immunity; Sand Veil,Dark,Psychic,Rock Snake,Mega Altaria,2,1,0,0,3,5,15,2
91,61,52,64,76,82,409,0.0,0.97,2.03,1.02,2.11,0.25,0.0,2.13,0.03,0.43,1.0,0.99,0.97,2.1,0.4,1.0,0.25,0.46,544,2.4,203.7,364.2,175,8.04,28939,86,Available; Justified; Pressure; Super Luck,Bug,Grass,Garden Eel,,8,1,1,0,0,6,9,6
56,72,52,64,230,39,535,1.0,0.61,1.0,3.25,0.25,0.54,0.02,4.0,3.08,2.72,0.99,0.42,0.96,1.0,0.4,0.46,0.99,1.01,552,21.4,503.2,107.8,15,20.8,9971,6,Available; Light Metal; Swarm; Technician,Water,Poison,Egg,Mega Banette,2,0,0,1,0,4,7,4
231,67,130,60,82,57,404,1.0,2.13,0.37,0.48,2.0,0.97,0.49,0.99,4.0,0.98,0.98,1.01,0.46,1.0,1.0,0.54,0.49,1.03,92,0.9,360.2,19.1,3,45.82,15308,32,Aroma Veil; Female; Female Abilities; Gluttony; Hidden; Lingering Aroma; Thick Fat,Dark,,Desert Croc,Mega Kangaskhan,4,1,0,1,1,2,14,5
34,82,80,74,69,40,438,0.55,0.46,0.58,2.95,1.01,0.47,0.25,0.49,1.94,0.52,1.98,4.0,1.02,0.5,0.5,1.02,1.86,1.88,521,6.8,359.9,424.1,109,51.28,5205,35,Available; Chlorophyll; Harvest,Bug,Fire,Chimp,Land Forme; Sky Forme,9,1,0,0,1,2,8,1
75,127,107,92,114,96,305,1.0,1.04,1.02,0.01,2.03,0.7,1.02,1.0,0.16,0.49,0.0,1.03,1.02,1.0,1.9,1.96,0.97,2.0,2254,2.1,27.0,110.9,3,74.74,9072,126,Ball Fetch; Rattled,Flying,Ground,Rushing,Mega Diancie,4,1,1,0,3,0,13,1
76,123,107,97,74,128,288,1.0,3.89,0.47,3.07,0.48,1.95,0.18,3.45,2.08,1.0,1.95,4.0,1.0,0.6,0.6,1.02,0.51,0.42,994,2.6,179.7,58.5,41,83.2,2851,21,Overgrow; Protean,Dragon,Ground,Dragon,Mega Lopunny,2,1,1,0,2,2,7,5
92,83,117,55,50,89,578,0.51,0.5,4.0,1.99,0.96,0.25,0.11,1.98,3.82,0.97,0.99,3.41,3.86,0.0,0.5,0.48,2.05,0.97,245,1.2,192.7,11.5,219,2.74,6596,530,Available; Defiant; Inner Focus; Pressure,Ice,Dragon,Penguin,Mega Metagross,9,1,0,1,2,4,16,5
98,118,87,61,61,49,642,0.56,0.57,2.12,0.04,4.0,2.0,1.03,1.01,1.01,3.22,0.02,0.3,0.51,0.5,1.9,0.49,1.97,1.02,381,2.6,363.0,8.7,71,3.59,30720,115,Available; Insomnia; Sniper; Swarm,Steel,Dragon,Atrocious,Mega Alakazam,4,0,0,0,2,5,12,1
81,79,75,39,80,66,536,0.47,1.95,1.03,1.0,0.47,4.0,3.83,0.13,1.92,0.99,1.94,4.0,3.86,0.5,0.0,0.98,0.52,0.51,261,2.8,210.0,8.5,68,24.74,4198,372,Flame Body; Flash Fire; Steam Engine,Grass,Poison,Bash Buffalo,Alolan Dugtrio,3,1,0,0,2,6,8,5
48,109,29,117,92,120,492,0.0,0.97,0.54,0.99,3.37,2.0,0.44,1.95,0.67,1.0,0.0,1.05,3.1,1.0,2.0,0.25,0.99,0.99,2790,2.7,176.2,170.0,17,,5249,100,Levitate,Steel,Ice,Practicing,Mega Slowbro; Galarian Slowbro,2,1,0,1,0,5,16,3
87,93,64,63,213,109,583,1.0,1.03,4.0,0.52,3.82,0.95,2.77,1.01,4.0,4.0,0.56,0.5,3.29,0.6,0.5,0.49,0.98,0.96,3081,2.0,250.0,10.0,196,22.53,30720,122,Flash Fire; Heatproof; Steam Engine,Dragon,Ground,Wushu,Hisuian Sneasel,5,1,1,1,0,6,7,2
69,69,74,125,85,60,416,0.0,1.91,4.0,1.94,1.03,0.55,0.53,2.09,4.0,3.73,1.0,1.96,1.01,0.6,0.5,0.45,0.98,1.98,997,1.1,264.0,5.8,249,16.49,16353,265,Filter; Overcoat,Water,,Lunar,Alolan Meowth; Galarian Meowth,5,1,1,1,3,4,14,1
75,102,75,53,61,34,547,0.2,1.89,3.89,0.0,0.42,4.0,2.8,2.22,0.49,0.31,1.99,1.03,0.4,1.0,0.0,0.4,0.45,0.99,1379,4.2,145.8,720.6,128,49.14,8153,82,Available; Quick Feet; Volt Absorb,Water,Fairy,TinySwallow,Sunny Form; Rainy Form; Snowy Form,1,0,1,1,2,10,12,5
95,102,69,62,101,107,296,0.11,0.25,0.56,0.06,1.01,4.0,1.92,0.18,2.03,1.91,0.0,0.97,1.98,1.0,0.4,0.54,0.99,0.47,539,14.1,174.7,0.1,72,43.28,3165,41,Available; Bulletproof; Overcoat; Soundproof,Water,Water,Disguise,Mega Tyranitar,4,0,1,1,3,6,6,7
53,86,111,73,76,66,334,0.0,4.0,0.53,1.96,1.92,1.0,0.45,2.02,0.05,1.95,1.97,0.25,0.44,1.0,1.9,1.01,2.06,3.25,2017,2.1,390.4,36.0,173,4.95,28209,197,Hydration; Ice Body; Thick Fat,Flying,Dark,Sea Basin,Mega Abomasnow,3,1,0,1,0,3,7,5
17,60,54,72,93,48,534,0.52,1.99,0.76,0.97,0.51,1.0,0.56,0.0,2.08,0.37,0.0,0.45,1.04,1.9,0.0,0.25,1.0,0.98,876,0.6,357.5,41.5,29,20.73,6675,62,Dry Skin; Forewarn; Oblivious,Ground,Fire,Victory,Ice Rider; Shadow Rider,7,1,0,0,2,6,13,4
66,94,90,110,80,59,527,0.49,0.46,0.54,0.07,1.86,1.96,0.97,4.0,0.02,0.97,2.01,0.29,1.01,1.0,2.0,0.55,1.99,0.25,348,0.8,42.0,65.2,105,18.24,9120,710,Hydration; Overcoat; Shell Armor,Grass,Dark,Chick,Alolan Meowth; Galarian Meowth,3,0,0,0,3,8,9,3
75,76,139,48,96,84,414,0.58,0.49,1.91,1.02,1.06,2.83,1.03,2.79,0.49,2.0,1.91,1.96,0.5,0.5,0.0,0.97,0.48,0.99,434,0.4,200.7,212.6,199,22.51,2537,118,Pickup; Run Away; Volt Absorb,Steel,Fairy,Geyser,Alolan Persian,1,0,0,0,1,4,4,1
92,96,62,109,62,50,550,1.0,0.53,0.47,0.11,0.51,2.04,0.58,1.0,0.56,4.0,1.83,2.16,1.99,0.5,1.0,0.26,0.49,0.99,215,1.6,209.1,161.2,71,19.0,5854,3,Contrary; Healer; Hidden; Overcoat; Therian Forme; Therian Forme Ability,Steel,Poison,Discipline,Red-Striped Form; Blue-Striped Form; White-Striped Form,5,0,0,0,3,2,16,4
183,135,39,70,77,86,546,1.0,4.0,0.52,0.44,0.44,0.58,0.98,1.94,0.51,1.93,0.29,1.01,0.38,1.0,2.0,0.25,0.51,0.98,3195,6.1,124.0,26.3,10,52.14,4163,139,Activates; Misty Surge; Misty Terrain; Not Available; Telepathy,Bug,Psychic,Snow Land,Alolan Meowth; Galarian Meowth,5,0,0,1,3,0,7,5
91,75,72,51,89,87,523,0.0,1.01,0.48,0.55,1.03,0.98,1.99,0.27,1.04,0.47,0.0,0.33,0.97,2.2,0.1,1.01,0.99,0.55,166,2.1,774.2,93.0,33,80.95,5155,272,Guts; Iron Fist; Sheer Force,Poison,Fairy,Soloist,Mega Glalie,2,1,1,1,3,4,8,4
44,116,79,80,159,51,428,0.54,4.0,0.5,2.03,0.57,0.3,0.56,1.95,0.97,2.83,1.01,1.03,0.51,1.0,1.0,0.97,0.31,0.47,4570,0.8,101.3,22.0,114,21.44,17693,204,Pickup; Skill Link; Technician,Ghost,Bug,Sheep,Mega Venusaur,2,1,1,1,1,10,11,5
64,86,223,75,57,38,363,0.59,2.08,1.88,0.45,0.97,0.65,0.0,0.63,1.92,1.98,1.94,0.27,1.03,0.1,0.0,0.47,1.03,1.0,181,3.2,233.4,92.4,64,,4983,168,Ice Rider Ability; Shadow Rider; Shadow Rider Ability; Unnerve,Rock,Flying,Spikes,Mega Gallade,2,1,1,1,2,5,7,3
62,107,82,61,40,97,516,0.5,0.46,0.48,4.0,3.97,0.49,1.01,0.17,2.0,0.48,0.46,2.04,0.4,2.0,0.7,0.44,0.5,2.0,660,6.5,259.7,884.1,70,,5179,702,Guard Dog; Intimidate; Stakeout,Ice,Ghost,Multiplying,Alolan Diglett,5,1,0,0,1,10,9,5
41,91,80,107,48,108,512,0.48,1.01,2.07,1.96,0.25,2.07,0.99,0.54,1.03,1.94,1.98,0.39,0.97,1.9,1.0,1.87,1.98,1.0,3338,1.3,181.2,57.7,76,,23424,26,Ice Scales; Shield Dust,Bug,Steel,Leaf-Wrapped,Plant Cloak; Sandy Cloak; Trash Cloak,7,1,0,1,1,9,6,1
85,155,70,63,96,89,248,0.52,0.49,4.0,1.97,0.29,2.0,4.0,0.99,1.01,0.45,0.98,0.28,0.97,2.0,2.0,0.56,1.88,1.0,1274,6.3,450.8,119.9,42,19.28,10744,245,Aroma Veil; Female; Female Abilities; Gluttony; Hidden; Lingering Aroma; Thick Fat,Flying,Poison,Frill,Hisuian Sneasel,4,1,0,1,3,0,13,1
60,51,123,86,99,130,525,0.07,0.61,0.35,1.01,0.49,0.8,1.94,0.06,0.52,0.42,0.99,1.06,0.96,0.6,1.9,2.0,2.04,0.58,371,4.8,106.6,382.5,207,22.29,3293,194,Available; Water Absorb; Water Bubble,Flying,Steel,Ball,Alolan Meowth; Galarian Meowth,5,0,0,0,0,4,14,3
116,111,43,120,86,75,281,1.0,0.99,4.0,0.05,0.46,0.7,1.06,3.61,0.98,3.71,0.98,0.25,1.99,0.5,1.0,0.51,0.49,0.4,439,2.6,86.5,24.1,45,5.19,3596,192,Pressure; Rock Head; Unnerve,Grass,Poison,Season,Mega Altaria,7,1,1,1,2,3,5,1
83,51,124,32,37,47,629,1.0,0.6,4.0,0.04,0.25,0.47,2.07,0.03,0.15,0.47,0.97,1.02,0.98,1.0,1.9,0.25,0.44,0.48,445,1.9,1747.7,457.5,89,21.55,9974,155,Bad Dreams; Comatose; Dream Eater; Hex; Nightmare; Sleep Talk; Snore,Electric,Poison,Pincer,Paldean Wooper,8,1,1,0,1,2,8,7
50,50,87,102,74,33,496,0.49,1.06,3.21,0.47,0.32,0.36,1.04,1.99,1.91,2.05,0.97,4.0,0.94,0.5,1.0,0.53,0.56,0.98,255,0.5,181.0,90.1,39,76.74,30720,43,Rattled; Roaming; Roaming Form Abilities; Run Away,Bug,Fighting,Iceberg,Hisuian Sneasel,3,0,1,0,1,2,5,2
96,72,115,63,73,50,348,0.51,1.06,0.34,1.02,0.49,0.57,0.13,2.08,4.0,1.0,1.01,0.51,2.93,1.0,0.5,0.55,0.46,1.94,1633,2.0,78.5,158.4,169,6.03,3546,9,Available; Ice Body; Snow Warning; Weak Armor,Electric,Fire,Head Butt,Mega Sharpedo,7,0,0,1,1,2,12,4
57,62,79,73,89,43,613,0.0,4.0,1.02,3.48,3.66,2.02,2.14,0.52,1.99,2.05,0.08,0.49,1.0,0.6,1.0,0.54,1.01,2.01,469,16.8,201.1,512.9,40,53.27,5254,140,Adaptability; Analytic; Download,Electric,Ghost,Serene,Mega Lopunny,3,1,0,1,2,3,13,2
99,67,132,150,117,24,397,0.04,1.02,4.0,1.91,1.04,0.25,2.04,0.52,0.37,0.39,2.06,3.66,2.96,0.5,1.0,0.25,0.37,0.45,380,4.4,445.4,30.3,39,21.13,6578,125,Bulletproof; Guts; Unnerve,Water,Fighting,Tiny Leaf,Mega Swampert,2,0,1,0,0,3,9,1
60,111,64,75,94,96,491,0.56,0.94,1.04,0.5,0.42,0.42,0.45,0.55,0.52,0.99,1.91,3.87,2.03,1.0,1.0,1.02,0.25,1.99,341,0.5,1232.0,57.7,45,18.86,4804,136,Available; Liquid Voice; Torrent,Ice,Steel,Shield,Paldean Wooper,1,1,1,0,0,3,10,3
80,74,132,87,59,53,663,1.0,0.25,0.47,0.57,1.03,0.25,1.02,3.48,1.95,0.47,0.44,0.55,0.98,0.6,1.0,1.99,0.45,0.32,437,2.4,39.7,834.4,17,,8877,10,Limber; Reckless; Unburden,Dark,Dark,Small Fry,Primal Kyogre,9,0,0,1,1,2,7,7
91,57,102,107,94,88,578,0.23,0.25,0.5,0.0,3.62,2.06,4.0,0.54,2.0,0.99,0.52,1.01,0.47,1.0,1.0,0.6,2.03,0.56,420,0.6,647.5,641.0,239,,5067,48,Available; Hustle; Natural Cure; Regenerator,Normal,Ghost,Ant Pit,Sunny Form; Rainy Form; Snowy Form,9,1,0,0,1,6,8,1
49,122,152,133,132,32,439,1.0,2.04,0.49,0.99,2.08,0.25,3.64,1.01,4.0,0.48,0.0,2.04,2.11,1.0,1.0,0.47,0.51,0.99,393,2.2,75.1,196.8,102,2.88,17640,76,Earth Eater; Sand Veil,Bug,Dark,Muscular,Dusk Mane Necrozma; Dawn Wings Necrozma; Ultra Necrozma,1,1,0,1,1,3,12,7
221,86,79,72,71,122,488,0.11,1.98,4.0,0.12,0.38,1.97,4.0,0.18,4.0,2.92,2.03,1.92,0.54,0.5,0.6,0.34,0.25,0.58,281,2.3,69.5,371.1,78,48.63,5701,44,Guts; Sand Veil,Poison,Ice,Coal,Mega Audino,8,1,0,1,3,2,11,3
161,150,96,109,82,69,393,0.99,1.95,0.25,0.07,2.11,0.47,1.85,1.01,2.02,0.55,0.57,0.52,0.97,1.0,1.0,1.01,1.91,1.92,66,0.8,37.7,45.2,3,47.01,6269,16,Anger Shell; Regenerator; Shell Armor,Water,Dark,Toxic Monkey,Hisuian Samurott,2,0,0,0,1,2,9,4
41,71,85,66,101,87,489,1.0,2.04,1.02,1.0,0.98,2.01,1.0,0.12,2.04,3.93,2.02,1.01,1.0,2.0,2.0,1.95,1.9,2.07,152,0.4,24.5,36.5,185,3.76,7876,14,Available; Keen Eye; Sniper,Psychic,Fighting,Geyser,Alolan Diglett,4,1,0,1,3,5,12,7
74,82,97,52,102,75,581,1.0,4.0,2.02,2.09,0.53,4.0,1.94,0.47,3.72,3.31,0.98,2.02,0.93,2.0,2.0,0.98,1.0,1.02,639,3.2,524.0,58.0,197,42.1,5494,82,Aroma Veil; Healer,Fighting,Ghost,Posy Picker,Galarian Farfetch'd,3,0,0,0,3,4,12,3
84,58,76,64,70,57,282,1.0,0.48,0.98,3.53,2.13,0.38,0.99,0.52,1.92,0.64,1.0,0.56,2.02,1.0,1.9,0.46,0.55,2.15,3741,2.0,598.4,39.1,116,44.81,3946,44,Strong Jaw; Sturdy,Steel,Psychic,Caretaker,Altered Forme; Origin Forme,8,1,1,1,0,1,14,5
77,120,42,78,172,108,522,0.99,0.56,0.99,1.89,0.43,0.51,1.0,4.0,3.9,1.97,0.2,1.01,0.46,0.0,0.5,0.99,1.0,0.25,2025,4.8,624.1,384.6,20,44.78,5897,8,Anger Point; Available; Intimidate; Moxie,Fire,Fighting,Scaly,Alolan Grimer,9,1,1,1,0,3,9,4
137,58,55,106,82,54,301,1.0,0.31,0.48,0.99,0.25,1.01,0.99,1.0,0.0,1.98,0.0,0.54,1.03,1.0,1.0,0.3,0.49,1.9,2000,1.2,37.5,12.1,23,22.03,30720,339,Cute Charm; Skill Link; Technician,Grass,Fire,String Spit,Chest Form; Roaming Form,7,0,0,1,0,3,8,5
103,120,100,121,42,67,469,0.99,3.95,1.93,0.08,0.99,3.78,2.04,0.07,1.91,1.92,0.47,3.32,2.81,0.5,1.0,0.99,1.94,0.35,2245,1.4,56.3,34.5,19,21.75,2937,110,Available; Infiltrator; Inner Focus,Fighting,Normal,Long Nose,Mega Pinsir,5,1,0,0,0,7,13,4
123,75,72,126,139,58,554,0.29,0.62,0.49,1.99,2.13,0.43,4.0,2.03,4.0,0.42,0.0,0.5,1.01,0.5,2.0,1.99,1.01,1.03,415,4.8,46.8,54.5,3,19.58,16846,60,Poison Touch; Pressure,Dark,Normal,Savage,Alolan Ninetales,7,1,0,0,0,0,8,4
99,105,102,53,125,71,533,1.0,0.45,2.04,4.0,0.49,0.45,0.44,0.0,1.02,0.43,0.43,0.52,1.01,1.0,0.1,1.97,2.0,0.42,433,2.1,1859.0,273.4,234,84.67,3700,70,Multiscale; Pressure,Fighting,Grass,Pond Skater,Mega Sharpedo,5,1,0,1,2,5,7,6
66,127,84,99,99,75,527,1.0,4.0,0.48,2.36,0.29,0.49,0.0,4.0,1.04,1.97,0.0,0.5,0.97,2.0,0.0,0.42,0.5,0.98,463,0.7,48.5,519.0,255,39.87,15123,37,Hyper Cutter; Intimidate; Sheer Force,Fighting,Water,Soft Tissue,Mega Beedrill,6,1,0,0,1,4,16,2
88,72,199,82,67,35,494,0.51,0.5,0.5,3.12,2.13,0.97,0.46,0.98,0.6,0.99,0.13,1.02,3.71,0.0,1.9,0.52,1.92,1.0,372,2.2,31.3,189.2,49,23.08,5143,112,Magic Guard; Overcoat; Regenerator,Steel,Grass,Frigatebird,Mega Absol,3,0,0,0,0,5,7,5
47,107,74,89,89,43,655,1.0,1.04,1.98,0.43,2.01,2.05,4.0,0.52,0.0,1.03,0.0,2.04,0.32,1.0,0.6,0.47,1.0,1.0,1621,1.5,626.8,674.6,240,3.31,5343,526,Alola Form; Alola Form Abilities; Available; Gluttony; Hidden; Poison Touch; Stench; Sticky Hold,Flying,Grass,Jettison,,8,1,1,0,1,3,7,1
41,96,93,44,47,63,483,0.14,0.98,0.53,2.0,0.55,0.4,1.02,4.0,2.04,0.42,1.02,0.25,4.0,0.4,1.0,0.25,0.38,2.03,111,2.8,297.8,15.4,128,85.15,12782,118,Heavy Metal; Rock Head; Sturdy,Electric,,Beak,White Kyurem; Black Kyurem,8,0,1,0,0,4,6,3
148,91,62,78,52,102,666,0.52,2.15,2.22,0.98,0.25,0.5,0.98,1.01,2.04,1.02,0.5,4.0,2.79,0.5,1.0,0.99,0.51,3.52,361,2.1,1602.0,72.8,74,81.02,18684,9,Regenerator; Shed Skin,Fighting,Steel,Clear Wing,Alolan Meowth; Galarian Meowth,2,0,1,1,1,6,12,2
107,83,100,39,62,99,295,0.01,4.0,0.25,2.01,4.0,1.0,4.0,0.54,1.96,0.52,0.98,4.0,0.99,0.6,1.0,2.04,1.02,0.5,465,0.9,10.9,43.1,4,2.18,5566,3,Damp; Electromorphosis; Static,Flying,Electric,Screech,Alolan Marowak,8,0,0,0,1,6,8,1
43,105,57,83,99,69,615,0.0,0.97,0.36,1.02,4.0,1.94,2.08,0.15,0.97,0.93,1.02,0.34,1.01,0.0,2.0,0.25,0.38,0.48,2191,0.9,185.6,77.1,34,22.66,9474,452,Early Bird; Inner Focus; Sap Sipper,Fire,Grass,EleFish,Hisuian Sliggoo,4,1,0,1,2,4,12,6
82,71,141,110,50,23,658,0.55,2.03,1.06,0.52,2.09,0.59,0.62,2.05,4.0,0.99,1.01,2.08,3.24,0.1,2.0,0.47,1.84,4.0,2014,0.7,51.0,24.1,61,17.68,3596,38,Anger Point; Magma Armor; Solid Rock,Fairy,Ice,Mystic,Mega Houndoom,2,1,1,0,2,4,7,3
203,45,57,76,57,97,425,0.0,0.51,4.0,1.97,4.0,1.03,0.01,0.57,1.01,0.43,1.02,0.49,0.96,1.0,0.1,0.25,0.46,1.92,2110,0.5,223.5,95.0,206,88.14,4908,118,Available; Fluffy; Klutz; Unnerve,Poison,Ghost,Gulp,Alolan Sandshrew,1,1,1,1,3,1,12,3
97,108,156,73,80,75,542,0.56,2.01,1.94,0.43,1.02,0.52,0.53,2.16,2.06,3.13,1.79,0.54,0.98,2.1,1.8,0.43,1.98,1.9,3713,3.9,201.7,56.9,207,20.03,10507,14,Poison Point; Unaware; Water Absorb,Poison,Ice,Colossal,Mega Sceptile,2,1,0,0,1,2,16,4
98,73,142,57,77,96,573,1.0,0.49,0.25,2.06,2.07,0.42,1.02,4.0,0.43,0.51,0.0,0.56,1.01,1.9,0.0,1.01,1.03,3.92,89,16.6,1295.9,26.3,36,,2700,3,Arena Trap; Available; Hyper Cutter; Sheer Force,Bug,Flying,Rage Monkey,Alolan Raticate,5,0,1,1,0,1,12,5
64,48,86,75,61,72,576,1.0,0.56,1.95,2.04,1.0,1.0,2.09,2.84,1.85,4.0,0.5,0.98,0.96,1.0,1.0,1.92,0.52,0.98,152,7.0,182.9,7.4,4,81.86,26201,421,Available Through Transfer; Defiant; Hidden; Prankster; Regenerator; Therian Forme; Therian Forme Ability,Water,Fairy,Glowing,Alolan Sandshrew,1,1,0,1,3,3,12,6
122,114,59,78,221,64,336,0.47,0.37,1.96,0.08,1.05,3.85,1.92,0.25,0.0,0.97,0.44,1.03,1.01,2.0,1.0,0.98,2.01,0.97,748,0.6,512.0,950.2,174,48.29,22029,64,Ice Rider Ability; Shadow Rider; Shadow Rider Ability; Unnerve,Flying,Psychic,Big Eater,Mega Metagross,8,1,0,1,0,2,11,7
82,71,54,110,79,61,521,0.52,0.57,1.01,0.06,0.49,0.98,4.0,1.0,1.0,1.96,0.55,1.02,0.98,0.6,0.0,2.02,0.99,3.72,677,0.5,334.6,70.5,74,2.14,16885,124,Costar; Scrappy; Tangled Feet,Dark,Bug,Leaf-Wrapped,Alolan Raichu,6,0,1,1,2,3,12,5
52,47,85,100,104,97,502,0.0,0.37,2.05,2.87,4.0,0.25,0.29,0.5,0.59,1.01,0.49,4.0,0.47,0.5,0.1,1.9,1.01,1.93,268,1.0,101.0,120.7,81,2.53,4211,52,Available Through Transfer; Hidden; Intimidate; Sand Force; Sheer Force; Therian Forme; Therian Forme Ability,Fairy,Fire,Bubble Jet,Hisuian Qwilfish,2,1,0,0,0,4,7,7
64,42,61,59,44,27,343,1.0,1.04,1.97,0.0,0.99,0.45,1.01,0.29,2.06,1.01,1.93,0.54,0.39,1.1,1.9,0.33,0.36,0.25,295,2.2,687.0,0.1,192,76.17,30720,21,Overgrow; Unburden,Normal,Fighting,Drill,Mega Banette,3,0,0,0,1,5,9,6
76,115,56,74,137,91,307,0.45,1.01,0.49,3.6,0.29,0.44,3.74,0.17,0.06,1.96,1.95,4.0,0.97,2.0,2.0,1.96,0.42,0.98,112,1.0,581.1,65.2,96,4.46,28490,48,Overcoat; Sturdy,Ghost,Steel,Teamwork,Galarian Zigzagoon,7,0,0,1,0,2,14,1
71,80,61,57,112,46,518,0.15,0.46,1.97,0.01,1.06,0.46,4.0,0.5,0.95,2.02,1.0,0.52,4.0,2.0,1.9,1.92,0.99,1.0,3932,0.8,254.0,23.2,52,,2980,543,Swift Swim; Water Absorb; Water Veil,Normal,Ground,Bird,Hisuian Avalugg,6,0,1,1,1,5,9,3
88,134,115,105,212,50,430,0.51,0.5,0.53,0.18,0.54,0.5,0.02,0.04,1.03,0.96,0.01,4.0,0.44,1.0,0.6,0.56,0.46,0.46,682,0.1,452.9,50.1,245,4.52,5076,21,Magic Guard; Tinted Lens; Wonder Skin,Steel,Water,Electrified,Two-Segment Form; Three-Segment Form,5,0,0,0,3,6,8,4
41,61,125,62,71,38,347,0.52,3.95,0.53,1.04,1.93,1.95,0.48,2.1,4.0,1.0,0.23,1.03,1.95,2.0,1.0,0.25,0.99,0.45,1231,1.8,89.0,810.9,61,6.91,16288,78,Clear Body,Ghost,Steel,Coffin,Hero of Many Battles; Crowned Sword,1,1,1,1,1,2,16,6
79,129,64,109,217,72,337,1.0,1.99,1.99,0.51,3.58,0.51,0.99,0.42,1.92,1.99,1.91,4.0,1.02,0.1,1.0,0.61,0.51,1.03,1871,0.5,156.7,203.8,3,,30720,53,Huge Power; Sap Sipper; Thick Fat,Ice,Flying,Irate,Hisuian Voltorb,5,1,0,0,1,2,11,3
56,80,42,92,78,35,540,0.49,0.56,0.36,0.09,3.51,0.99,1.01,0.48,1.02,3.76,0.0,0.45,1.97,0.0,0.5,0.99,2.08,0.47,409,0.1,49.7,605.8,31,4.45,2628,276,Aftermath; Keen Eye; Stench,Dark,Dark,Clear Wing,Galarian Articuno,7,1,1,0,3,7,13,6
38,67,55,63,66,39,508,1.0,0.28,0.49,1.93,0.99,1.98,0.56,0.99,1.94,1.0,0.07,0.53,0.98,2.0,1.9,0.51,0.44,0.67,3148,0.3,1055.8,48.6,130,52.77,3664,227,Shadow Shield,Grass,Flying,Snowstorm,Alolan Ninetales,2,0,0,1,1,8,14,6
82,63,138,104,139,78,616,0.0,0.51,0.54,0.16,1.04,0.45,1.04,0.09,0.95,1.03,1.01,1.93,1.01,0.1,0.6,0.55,0.99,0.49,329,0.6,608.6,13.1,45,23.0,15020,710,Available; Chlorophyll; Harvest,Electric,Ice,Steam,Standard Mode; Zen Mode; Galarian Standard Mode; Galarian Zen Mode,4,0,0,0,1,5,8,2
82,43,87,54,143,28,351,0.99,1.99,0.56,0.47,0.27,0.67,0.09,0.48,4.0,1.97,1.93,0.47,3.98,2.1,0.1,0.57,0.43,0.66,492,2.7,42.6,4.0,114,,4315,266,Justified; Steadfast,Psychic,Ghost,Apple Wing,Solo Form; School Form,5,0,0,0,1,2,7,4
47,135,69,60,76,125,550,1.0,0.48,0.51,0.54,0.25,2.06,0.42,4.0,0.41,0.47,0.0,0.51,1.03,0.0,1.9,0.51,0.49,2.11,536,21.9,73.0,21.3,195,,25140,8,Regenerator; Sticky Hold; Supersweet Syrup,Psychic,Fighting,Cell,Hisuian Zorua,7,0,1,1,1,3,9,2
64,84,85,49,203,51,488,0.47,0.5,1.05,1.99,3.77,3.44,0.35,1.02,0.12,0.98,0.01,0.46,0.99,0.6,0.0,0.61,1.89,0.97,331,9.2,362.9,847.9,19,2.34,3077,42,Available; Cloud Nine; Damp; Swift Swim,Water,Normal,Mach,Mega Abomasnow,3,0,1,1,2,5,14,3
49,127,52,114,91,90,457,0.19,1.03,0.99,1.0,1.0,0.96,3.8,2.09,1.05,4.0,1.0,1.03,2.01,0.0,0.0,0.5,2.05,4.0,1902,0.8,136.4,300.2,112,82.35,5416,112,Lightning Rod; Reckless; Rock Head,Ghost,Ice,Radome,Mega Pinsir,1,1,0,1,2,3,12,3
47,78,106,91,167,37,634,0.05,0.4,0.25,1.0,0.25,0.49,0.0,4.0,0.93,2.54,0.51,2.0,0.97,0.5,0.0,0.99,1.9,1.02,1709,6.3,243.4,236.3,3,,7774,283,Regenerator; Shed Skin,Dark,Fire,Shell Out,Mega Venusaur,1,1,1,0,3,4,12,6
59,85,59,86,52,100,538,1.0,0.44,0.49,1.01,0.54,1.02,2.09,1.62,2.02,1.0,0.17,2.0,2.04,0.0,0.0,0.52,1.0,4.0,994,3.6,389.9,59.9,240,3.69,7416,51,Chlorophyll; Leaf Guard; Regenerator,Grass,Fairy,Tera,Hisuian Typhlosion,8,0,1,0,0,3,16,2
140,74,84,116,61,105,599,0.08,1.06,2.12,2.2,1.89,1.94,0.38,4.0,0.62,0.4,1.83,2.06,0.98,1.0,0.5,1.0,1.0,0.51,463,0.7,248.1,85.4,228,19.39,5423,227,Available; Effect Spore; Illuminate; Rain Dish,Psychic,Fighting,Soft Tissue,Alolan Persian,7,0,0,0,3,2,9,6
