age,gender,daily_screen_time_hours,social_media_hours,gaming_hours,work_study_hours,sleep_hours,notifications_per_day,app_opens_per_day,weekend_screen_time,stress_level,academic_work_impact,addiction_level,addicted_label
24,Male,4.32,2.66,2.55,3.24,6.61,244,97,10.93,Low,No,Severe,0
19,Other,4.54,3.37,0.0,4.7,8.23,158,180,10.35,Medium,Yes,Severe,1
18,Male,11.42,2.44,2.37,6.0,4.5,51,180,11.0,Low,Yes,Moderate,1
19,Male,8.47,3.46,0.94,5.43,6.3,198,142,13.33,Low,No,Mild,1
20,Other,6.71,3.95,0.34,6.0,4.79,139,155,3.58,Medium,No,Moderate,1
19,Female,8.12,3.08,0.74,5.79,5.07,48,128,12.09,Low,No,Mild,1
26,Male,3.58,5.27,0.42,5.62,8.5,43,180,7.36,Medium,Yes,Moderate,1
31,Male,4.04,3.1,1.48,4.51,7.25,28,56,9.71,Low,No,Mild,1
18,Other,9.66,4.7,0.74,5.94,7.95,34,171,3.58,Low,No,,0
18,Male,7.64,1.37,3.57,1.82,6.34,102,180,6.79,High,Yes,Severe,1
35,Female,10.3,4.97,1.35,6.0,8.35,195,93,8.28,Low,No,Moderate,0
27,Female,6.24,4.8,2.5,1.3,6.71,147,180,5.01,Low,No,Moderate,1
23,Other,3.45,1.71,2.62,5.79,7.53,51,75,8.9,Low,No,Mild,0
20,Male,6.73,3.37,0.84,1.95,7.48,156,143,3.78,Medium,No,Severe,1
22,Male,10.34,4.21,2.28,5.18,5.34,221,98,5.59,High,Yes,Moderate,1
22,Male,11.19,1.57,2.15,2.76,5.35,63,180,9.74,Low,No,Severe,1
27,Other,8.24,6.0,2.84,4.43,7.37,203,138,11.48,Medium,No,Moderate,0
21,Male,5.85,4.43,1.75,5.68,4.5,210,121,12.99,Medium,No,Mild,0
18,Female,3.0,3.72,0.6,2.77,8.56,170,84,8.05,Medium,No,,0
27,Other,10.42,1.84,0.05,3.12,6.15,80,180,5.1,Medium,Yes,Moderate,1
35,Male,7.6,2.6,1.13,6.0,4.65,189,180,12.52,High,Yes,Mild,1
24,Other,3.0,5.08,0.83,4.61,7.94,20,125,8.59,Low,No,,1
24,Other,6.04,1.9,2.16,5.39,6.81,35,175,4.94,Medium,No,Mild,0
29,Other,11.3,6.0,0.0,2.38,6.98,131,132,7.54,Medium,Yes,,0
28,Female,8.56,6.0,2.21,3.08,6.17,153,173,5.08,Medium,No,Moderate,1
19,Other,6.79,5.81,1.22,5.19,6.09,43,145,10.62,Medium,No,Moderate,1
22,Other,10.97,3.69,1.67,6.0,4.5,41,165,6.08,Medium,Yes,,1
22,Female,5.03,3.56,3.22,5.31,6.8,103,68,11.95,Low,No,Mild,0
20,Female,11.08,4.67,0.0,5.75,4.5,77,34,3.58,Medium,Yes,Severe,1
23,Female,5.93,5.25,2.31,3.35,4.5,115,173,8.85,High,Yes,Moderate,1
18,Other,7.1,1.75,0.0,1.63,4.66,189,165,3.72,High,Yes,Moderate,1
23,Other,9.92,3.42,2.46,2.49,5.65,44,168,9.79,Medium,No,,1
22,Female,4.75,1.73,0.96,4.95,8.41,78,180,8.79,Medium,Yes,Moderate,1
19,Other,4.83,5.81,0.04,3.92,8.3,147,154,3.58,Medium,No,Moderate,1
20,Male,11.54,5.08,3.24,4.18,6.21,51,170,12.94,Medium,No,,0
29,Male,10.73,4.04,1.57,5.62,6.32,80,40,4.64,High,Yes,Moderate,1
24,Male,6.36,1.58,3.03,6.0,7.22,49,158,12.69,Low,Yes,Moderate,1
22,Other,12.0,4.91,1.2,1.19,4.86,137,180,6.24,Medium,No,Moderate,1
23,Other,9.84,5.21,1.19,1.21,5.39,138,173,14.55,Medium,No,Moderate,1
25,Male,9.2,5.02,4.0,1.7,8.04,213,168,7.75,Medium,No,Severe,1
34,Other,3.97,4.9,0.34,3.83,6.97,61,120,4.72,Low,Yes,Mild,0
18,Other,4.19,4.16,2.15,1.29,7.8,250,137,12.56,High,Yes,Moderate,1
32,Female,8.63,3.89,3.04,5.86,8.1,107,141,10.8,Medium,No,Severe,1
29,Male,6.44,2.9,3.05,4.88,4.86,20,176,9.22,Low,Yes,Mild,1
18,Female,8.94,2.77,4.0,4.6,5.34,202,52,6.1,Low,No,Severe,0
19,Other,3.32,4.27,0.0,4.65,8.31,105,159,10.83,Medium,No,Moderate,1
18,Male,10.1,3.57,1.18,3.56,5.44,201,100,7.85,Medium,Yes,Severe,1
23,Male,3.95,6.0,2.89,4.43,5.62,44,89,3.58,High,No,Mild,1
23,Other,5.64,5.51,2.12,3.93,6.83,71,102,8.65,Medium,Yes,Moderate,0
24,Female,3.44,5.23,3.03,1.57,4.5,237,180,13.51,Medium,No,Moderate,1
33,Other,8.71,1.69,2.52,6.0,8.3,20,177,9.51,Medium,Yes,Moderate,0
19,Female,7.19,5.29,0.94,4.56,6.41,60,150,9.48,High,No,Moderate,1
23,Male,8.14,5.76,1.25,4.18,4.57,27,165,9.98,High,No,Mild,0
18,Female,5.46,5.14,1.52,6.0,6.47,179,180,4.65,High,No,,1
34,Female,9.93,5.71,1.76,4.13,8.1,250,101,9.49,Medium,Yes,Mild,1
19,Male,8.75,5.65,1.81,0.89,6.07,175,159,6.88,High,No,Moderate,1
30,Female,7.33,2.63,0.0,6.0,4.5,58,180,10.38,Low,Yes,Mild,1
19,Female,5.16,1.67,1.44,3.9,6.33,225,180,5.19,Low,No,Moderate,1
28,Other,11.09,4.88,2.14,4.33,7.13,151,178,4.1,Medium,No,Severe,1
25,Other,6.05,4.65,1.87,3.62,6.14,47,135,4.58,Low,Yes,Moderate,1
23,Other,4.04,4.48,1.86,3.14,6.5,54,167,6.9,Low,Yes,Severe,1
18,Other,8.73,3.18,2.73,4.27,6.15,25,104,13.27,Medium,No,Mild,1
20,Other,5.31,4.57,0.0,5.04,6.07,186,167,10.79,Medium,No,Moderate,1
21,Other,9.24,3.09,0.66,2.51,7.69,174,39,11.55,Medium,No,,1
19,Female,4.49,0.87,1.87,5.89,6.74,181,135,14.36,Medium,No,Moderate,1
21,Other,11.52,4.15,2.11,2.55,8.5,209,35,9.88,Low,Yes,,1
35,Other,6.83,2.01,1.19,2.96,6.42,172,82,9.51,Low,No,Severe,1
18,Other,6.42,5.28,0.48,6.0,8.97,159,108,5.57,Medium,Yes,Severe,1
24,Female,3.0,3.56,2.52,5.96,4.5,191,180,13.35,Medium,No,Severe,1
25,Male,8.3,2.58,0.61,6.0,4.83,135,150,10.89,Medium,Yes,Mild,1
35,Female,3.44,2.94,1.57,2.18,6.54,46,180,9.51,High,Yes,Moderate,1
35,Male,7.59,2.06,0.54,6.0,5.37,27,149,11.1,High,Yes,Moderate,1
30,Female,10.2,3.44,0.0,3.3,6.07,161,105,11.63,Medium,No,Mild,0
23,Other,9.88,4.33,0.84,4.21,6.58,184,179,5.52,Medium,Yes,Moderate,0
21,Other,10.63,4.51,2.29,5.98,4.91,41,180,11.87,Medium,No,Mild,1
23,Other,7.09,2.66,0.05,5.43,5.26,20,179,8.45,High,No,Moderate,1
28,Female,12.0,3.7,1.9,3.44,8.86,124,45,10.32,High,No,Moderate,1
23,Other,3.57,2.9,2.41,3.04,6.3,95,144,10.7,High,Yes,,1
27,Female,5.55,1.42,2.1,2.0,8.14,20,180,7.59,High,No,Mild,1
25,Male,3.27,3.68,2.49,5.97,4.5,62,180,3.58,Medium,No,Severe,0
21,Male,9.54,2.2,0.92,0.64,7.37,70,52,3.58,Medium,Yes,Severe,0
18,Other,6.95,0.63,0.43,4.58,6.28,94,167,9.13,Medium,No,Mild,1
29,Other,4.79,3.28,1.97,2.96,5.36,143,145,13.32,High,No,Severe,1
28,Other,6.22,5.71,0.7,5.14,5.05,58,165,5.82,High,No,Moderate,1
19,Female,8.06,1.75,1.43,4.5,8.17,165,177,12.73,Medium,Yes,Mild,1
27,Male,11.32,1.26,3.04,3.31,8.48,20,148,3.88,Low,No,Moderate,0
26,Male,6.0,3.07,1.39,6.0,5.2,142,55,14.42,Low,No,Moderate,0
21,Male,4.71,4.7,1.55,1.02,7.07,42,168,7.16,Low,Yes,Severe,1
18,Male,6.01,2.28,0.0,4.6,5.28,183,167,3.58,High,Yes,Severe,1
25,Female,8.11,4.94,0.49,5.39,4.5,130,70,11.0,High,No,Severe,1
21,Other,8.14,4.05,3.75,3.4,8.33,20,159,7.82,High,Yes,Moderate,1
18,Other,5.16,4.31,0.65,5.36,5.55,100,85,8.72,High,Yes,Severe,1
24,Female,6.03,3.09,0.51,1.73,7.73,174,42,8.64,High,No,Moderate,1
19,Other,7.32,4.84,0.0,4.6,8.37,20,162,8.26,Medium,No,Severe,1
19,Female,6.72,2.87,0.4,4.9,5.61,126,174,4.32,Medium,No,Mild,1
29,Female,4.58,3.28,0.18,5.74,7.53,29,171,3.62,High,No,Moderate,1
18,Female,5.99,5.17,2.44,4.26,7.85,35,176,11.01,Medium,No,Moderate,1
27,Female,11.53,2.82,3.02,4.21,7.58,98,43,12.44,High,No,Severe,1
21,Other,7.48,5.51,0.0,4.74,7.51,20,175,13.12,Low,No,Moderate,1
19,Other,6.13,5.78,0.0,6.0,6.51,116,44,13.56,Low,No,Mild,1
25,Female,5.66,2.15,0.0,2.61,6.68,36,180,8.47,Medium,No,Moderate,1
28,Female,3.0,2.87,1.13,1.91,7.98,33,179,11.17,High,No,Severe,1
18,Other,6.85,4.29,2.11,4.52,4.5,34,95,5.06,High,Yes,Moderate,1
21,Other,7.25,4.16,3.54,0.8,7.32,47,180,7.68,Low,No,Mild,1
25,Other,6.48,0.63,0.78,4.58,5.57,217,37,10.98,High,Yes,Severe,0
19,Female,4.73,3.91,0.35,5.11,5.82,32,42,13.53,High,No,Severe,1
22,Other,3.77,2.85,0.05,1.16,8.63,153,179,7.58,Low,No,Mild,0
24,Other,8.15,0.9,0.0,5.08,4.64,91,162,9.93,Low,No,Severe,1
21,Other,8.15,3.15,1.17,6.0,4.5,99,73,4.65,Medium,No,Moderate,1
22,Female,10.21,1.91,1.81,6.0,6.01,71,33,4.99,Medium,Yes,Moderate,1
23,Female,10.07,5.21,1.09,6.0,5.19,144,127,4.78,High,No,Moderate,1
33,Other,4.49,2.74,0.0,2.49,5.86,250,162,11.92,Low,No,Moderate,1
18,Other,12.0,2.9,2.65,4.69,4.5,199,86,13.94,High,No,,0
20,Other,12.0,2.99,1.67,0.96,6.79,143,128,13.74,Medium,No,Moderate,1
20,Male,7.04,5.44,1.54,5.84,7.02,99,123,12.77,High,Yes,,1
19,Male,5.52,4.46,3.2,5.57,6.89,103,164,3.58,Medium,No,Severe,1
18,Female,6.41,6.0,2.82,6.0,8.05,216,180,14.37,Medium,No,Moderate,1
29,Other,8.59,1.57,0.91,6.0,8.1,97,176,7.69,Low,No,Severe,1
26,Female,3.91,3.87,2.24,5.59,4.5,65,169,7.0,Low,No,Mild,1
23,Male,9.23,3.26,0.07,4.85,6.58,209,180,11.03,Medium,Yes,Severe,1
32,Female,9.28,4.72,1.96,1.74,6.69,89,173,5.29,Low,Yes,,0
23,Female,3.22,3.81,1.81,5.15,6.9,31,29,11.81,High,No,Severe,1
18,Female,4.82,2.8,2.65,6.0,7.8,115,51,9.38,Medium,Yes,,1
24,Male,9.44,4.27,0.82,5.67,4.5,20,163,12.09,Medium,Yes,Severe,1
26,Other,5.39,4.55,1.44,5.24,4.66,45,144,11.07,High,Yes,Moderate,1
21,Female,11.18,4.68,0.0,5.34,8.05,33,171,7.86,Medium,No,Severe,1
35,Other,8.48,2.46,0.23,3.3,7.62,223,180,13.64,Low,Yes,Moderate,1
21,Other,11.41,5.4,2.45,3.36,6.53,237,47,7.68,Medium,Yes,Mild,0
24,Female,4.16,3.9,0.0,4.89,5.2,88,82,5.3,Low,Yes,Severe,1
19,Other,10.83,6.0,1.96,3.15,7.38,194,68,11.98,High,Yes,Severe,1
20,Male,5.98,1.7,2.77,5.92,8.38,201,69,7.98,High,No,Severe,1
19,Male,9.34,2.22,1.66,2.37,5.43,20,132,4.82,Medium,No,Moderate,1
22,Male,7.74,6.0,2.74,5.47,5.32,20,53,4.39,Low,No,Mild,1
25,Female,6.79,0.95,0.0,2.92,9.0,38,76,12.29,High,No,Severe,0
29,Other,8.08,3.92,0.0,2.86,4.5,35,139,10.48,Low,No,Moderate,1
24,Other,6.27,3.96,3.5,6.0,6.86,136,127,12.68,Low,No,Moderate,1
33,Female,3.9,2.89,1.69,6.0,7.91,114,180,10.93,High,Yes,Mild,0
18,Female,11.89,1.2,0.69,5.66,6.29,98,159,11.58,High,No,Moderate,0
18,Female,10.92,2.83,0.55,1.25,4.5,50,180,3.58,Low,No,Moderate,0
22,Female,6.22,5.05,1.79,4.26,8.23,139,54,12.26,Low,No,Moderate,1
20,Other,7.31,1.47,3.14,4.7,4.5,156,91,5.26,Medium,No,Mild,1
19,Male,6.67,4.8,0.99,4.11,6.77,74,178,10.65,High,Yes,Moderate,1
18,Other,10.74,5.36,2.98,5.64,6.81,53,126,7.92,Medium,No,Moderate,0
35,Female,4.56,5.07,3.69,2.27,6.9,66,166,6.28,Low,Yes,Mild,0
18,Male,8.12,5.12,0.3,6.0,7.16,105,78,4.98,Low,No,Moderate,0
20,Male,7.94,1.4,3.29,2.14,4.5,90,180,12.37,High,No,Moderate,1
21,Male,6.84,4.82,0.0,3.75,7.0,131,175,10.39,Low,Yes,,1
31,Male,4.48,2.73,1.37,2.07,4.61,61,49,4.16,High,Yes,Moderate,1
27,Other,6.1,3.02,0.0,4.18,6.7,168,147,3.58,Medium,No,Moderate,1
28,Female,7.77,3.61,2.84,6.0,8.24,141,107,14.42,Low,No,Mild,1
18,Other,5.75,0.69,1.97,2.08,5.32,172,28,5.35,High,Yes,Moderate,1
25,Female,7.75,1.99,0.01,3.17,7.84,20,159,13.2,Low,No,Moderate,1
30,Other,7.68,2.24,2.5,5.52,4.5,229,78,11.85,High,Yes,Mild,1
30,Other,12.0,1.14,3.12,6.0,4.5,65,158,5.09,Medium,No,Moderate,1
30,Female,6.57,4.6,1.98,5.77,4.9,136,130,3.58,Low,No,Moderate,1
30,Other,5.37,5.88,0.42,2.38,5.13,94,158,11.22,Low,No,Moderate,1
31,Male,7.77,4.25,1.28,4.86,5.07,45,82,12.59,Medium,No,Severe,1
22,Other,8.6,4.67,2.25,3.78,8.34,204,177,12.64,Low,No,Severe,1
29,Other,11.2,6.0,2.34,0.9,8.18,38,180,9.61,Medium,No,Severe,1
18,Female,8.53,4.28,1.34,1.55,7.93,83,120,11.16,High,Yes,Severe,0
20,Female,10.17,2.73,0.1,6.0,8.21,65,49,9.68,Medium,Yes,Moderate,0
24,Male,3.0,3.95,0.53,5.79,7.99,66,97,9.22,Low,No,Moderate,0
18,Other,10.8,1.62,0.64,2.04,6.78,23,169,11.05,High,Yes,Severe,0
18,Male,9.68,5.1,0.0,3.97,6.35,20,69,5.91,Low,No,Mild,0
21,Other,4.34,1.74,0.07,1.29,8.0,104,55,5.47,Low,No,Moderate,1
27,Other,8.49,3.75,1.53,4.64,8.55,55,103,14.88,Low,No,Severe,0
20,Male,3.0,2.87,2.99,1.65,6.21,94,180,9.68,High,Yes,Mild,1
19,Male,9.3,5.88,0.23,5.52,4.5,106,169,10.75,Medium,No,Moderate,1
25,Female,10.58,2.67,0.01,0.8,4.71,48,96,11.24,High,No,Moderate,1
18,Other,9.77,5.57,0.0,3.32,4.85,118,24,3.58,Low,Yes,Severe,1
18,Other,7.17,1.74,1.54,1.52,4.85,244,180,8.04,Low,No,Mild,1
29,Female,3.0,4.0,2.41,6.0,6.95,112,156,5.99,Low,No,Severe,1
18,Other,8.49,4.91,0.43,4.92,5.67,141,122,3.69,Medium,Yes,Severe,0
33,Male,6.51,5.18,2.41,4.51,7.12,20,42,12.69,High,Yes,Severe,1
18,Female,7.63,2.66,0.71,6.0,5.22,124,53,11.01,High,Yes,Mild,0
21,Other,5.25,4.28,0.51,3.86,6.5,30,41,6.36,Low,Yes,Moderate,1
20,Male,8.92,5.62,1.02,5.92,6.6,34,180,11.46,Medium,Yes,Moderate,1
35,Female,6.99,4.41,2.92,5.62,6.41,20,84,12.17,Medium,No,Severe,1
26,Male,6.24,5.75,2.71,2.28,4.68,119,176,8.46,High,Yes,Severe,1
29,Male,7.7,5.76,2.47,5.38,7.34,28,180,6.05,Medium,No,Mild,0
20,Other,9.99,5.49,1.2,2.65,6.77,48,140,8.92,Low,No,Severe,1
20,Other,6.12,2.5,1.99,5.72,6.01,74,178,4.6,Medium,Yes,Mild,1
33,Male,9.5,1.55,1.39,3.65,6.45,107,180,3.73,Low,Yes,Severe,1
34,Male,3.62,2.06,1.38,1.83,5.67,116,77,5.76,Medium,Yes,Moderate,1
27,Male,8.8,3.15,0.0,4.78,4.9,157,49,10.28,Low,No,Severe,0
19,Male,6.12,4.76,2.73,4.07,4.5,20,180,10.95,High,No,,0
20,Other,10.35,2.97,0.31,5.83,4.69,82,150,11.66,High,No,Moderate,1
24,Female,8.58,5.94,0.34,3.08,5.53,211,180,12.12,Low,Yes,Moderate,0
28,Other,8.87,4.75,2.11,5.02,8.44,79,115,11.93,High,No,Severe,0
19,Other,9.74,1.89,3.1,2.04,6.97,112,120,12.17,Medium,Yes,Mild,1
22,Other,10.09,4.19,2.98,4.36,7.12,31,32,13.69,Medium,No,Mild,1
32,Other,11.25,4.49,1.15,3.94,8.04,41,179,12.14,Medium,Yes,Moderate,1
32,Female,5.92,5.26,1.6,4.97,7.2,70,180,8.29,Low,Yes,Severe,0
23,Male,4.6,5.44,0.99,4.0,5.44,109,103,7.04,Low,No,Moderate,0
29,Male,9.01,5.51,2.45,5.28,6.15,49,180,8.06,Low,No,,1
21,Female,10.31,4.78,1.09,5.68,8.21,56,176,3.58,Low,No,Moderate,0
18,Female,11.63,2.63,2.78,5.78,6.57,147,174,11.84,Low,No,Moderate,1
21,Female,3.47,5.33,1.49,5.37,5.82,112,172,9.55,Low,Yes,Severe,1
21,Other,6.16,3.17,0.63,0.5,5.54,31,132,10.7,Medium,Yes,Severe,1
22,Female,9.0,5.12,0.36,5.49,4.9,197,139,12.56,High,No,Mild,0
29,Other,9.04,1.61,2.17,1.55,5.04,20,167,8.65,Low,No,Moderate,0
27,Other,10.58,4.04,2.88,3.64,6.64,71,61,4.85,Medium,No,Mild,1
21,Female,9.79,1.7,3.09,3.16,5.86,190,180,14.44,High,Yes,Severe,1
24,Other,3.58,5.48,0.83,3.7,4.66,250,169,6.42,Low,No,Moderate,1
18,Female,9.92,3.99,0.32,4.03,8.23,162,36,11.64,Medium,No,Severe,1
18,Other,9.18,3.81,2.17,5.23,5.96,159,54,7.07,Low,No,Mild,1
30,Other,9.9,4.91,2.64,1.18,8.17,25,177,12.28,High,No,,1
18,Other,4.07,2.91,2.42,2.09,6.01,36,180,8.22,Medium,No,,1
29,Female,7.84,4.55,3.05,5.57,8.05,58,153,14.43,Medium,No,Moderate,1
20,Female,3.34,4.5,2.59,3.34,6.33,162,180,8.85,Low,No,Moderate,1
28,Other,10.6,2.84,1.66,2.6,8.46,236,95,7.83,Low,Yes,Severe,1
32,Female,7.34,5.25,1.56,0.62,4.7,35,180,8.26,Low,No,Mild,1
27,Female,5.07,3.92,1.48,4.08,7.12,57,90,10.61,Medium,No,Moderate,1
23,Male,5.07,6.0,1.02,1.59,5.46,153,180,13.44,High,No,Mild,0
18,Female,5.35,3.84,3.6,1.11,4.5,192,89,3.58,Low,Yes,Moderate,0
22,Female,4.44,6.0,0.07,1.82,6.14,21,180,10.73,Low,No,Moderate,1
33,Other,12.0,1.16,2.71,3.35,6.28,95,88,7.28,Medium,Yes,Moderate,1
21,Female,4.1,5.18,2.23,1.86,6.09,166,180,13.95,High,No,Mild,1
21,Other,6.85,5.86,0.94,1.22,4.5,20,178,9.66,Low,No,Moderate,1
28,Male,7.53,2.83,0.0,4.17,8.45,20,177,4.12,High,Yes,Mild,1
28,Male,7.09,4.75,2.69,5.78,7.9,29,162,10.78,Medium,No,Mild,0
18,Other,8.79,1.99,3.02,4.73,7.97,53,142,4.05,High,No,Moderate,0
20,Female,7.7,2.33,0.0,4.43,6.51,65,179,4.46,Medium,Yes,Mild,0
24,Other,11.39,5.69,2.51,5.98,5.81,20,180,10.68,High,No,,0
20,Female,6.66,6.0,2.19,3.96,4.53,85,157,11.9,High,Yes,Moderate,1
20,Other,8.85,6.0,0.0,3.55,4.5,50,91,9.41,Medium,No,Moderate,1
33,Other,8.19,4.86,3.36,5.34,6.24,165,180,6.59,Medium,No,Moderate,0
25,Male,8.2,3.47,2.75,3.26,6.0,183,140,13.63,Low,Yes,Moderate,1
27,Other,3.9,5.41,1.47,3.11,7.62,168,111,12.14,Low,No,Severe,0
18,Female,5.99,2.37,0.41,4.35,4.5,220,137,5.99,Low,No,Moderate,0
34,Male,9.33,0.5,1.52,2.82,8.52,20,174,11.45,Low,Yes,Moderate,1
29,Female,3.67,4.59,2.6,5.69,4.5,20,95,6.54,High,Yes,,1
24,Male,6.35,2.87,0.0,4.4,6.55,36,18,10.33,High,Yes,Severe,0
26,Other,4.05,5.48,2.82,5.25,8.41,45,180,5.73,High,No,Moderate,1
21,Other,5.15,5.47,0.0,2.79,5.29,34,15,8.69,High,Yes,Moderate,1
27,Female,10.57,1.82,0.21,2.84,4.61,64,158,4.41,High,Yes,,1
22,Male,4.55,3.58,2.19,3.78,6.24,119,101,9.39,Medium,Yes,Mild,0
34,Male,8.76,5.71,0.0,2.22,4.65,20,75,10.72,Medium,No,Mild,0
21,Female,4.54,2.71,1.47,6.0,6.54,134,116,10.24,High,No,Severe,1
18,Female,8.93,5.38,0.29,4.4,8.17,70,180,3.58,High,Yes,Moderate,0
31,Other,7.13,6.0,0.62,4.76,7.91,47,180,9.39,Low,No,Severe,1
27,Female,3.0,5.22,0.0,1.7,4.67,52,176,12.23,Low,Yes,,1
23,Female,3.16,3.18,0.0,1.55,8.17,139,55,13.94,High,No,Moderate,0
18,Female,6.56,0.61,1.67,5.5,5.67,159,142,4.67,Low,Yes,Mild,1
22,Female,11.97,3.22,0.06,5.21,8.27,110,36,14.78,Medium,No,,1
35,Male,5.82,2.51,1.58,5.31,4.5,38,110,4.84,Low,Yes,Severe,0
28,Other,7.18,6.0,1.73,4.52,4.5,127,177,5.61,Low,No,Mild,1
34,Male,4.91,1.88,0.0,4.36,6.1,40,70,7.07,Low,No,Moderate,1
29,Female,10.63,0.5,0.0,4.15,4.5,218,48,3.58,High,Yes,Severe,1
21,Female,6.3,6.0,2.57,2.61,4.5,49,180,10.41,Medium,No,Moderate,0
32,Male,5.77,1.17,1.02,3.18,4.5,103,163,11.57,Low,Yes,Severe,1
18,Other,10.18,4.69,1.97,1.56,4.5,20,139,3.58,Low,No,Moderate,0
19,Male,9.84,3.56,0.74,4.82,5.15,59,119,9.59,High,Yes,Mild,1
25,Other,4.94,1.04,0.67,4.51,4.5,40,45,4.95,High,Yes,Severe,1
21,Other,8.04,1.57,0.94,5.86,6.25,208,135,9.91,Low,No,Mild,1
20,Female,8.28,1.76,2.21,5.71,4.5,27,132,8.61,Low,No,Severe,1
20,Female,4.75,0.53,1.52,4.05,8.11,90,177,7.68,Low,No,Moderate,1
29,Other,11.39,5.28,0.0,3.16,4.5,143,54,3.58,Medium,No,Severe,1
24,Other,9.07,5.95,2.03,5.74,8.17,65,71,14.19,Low,No,Severe,1
31,Male,12.0,3.33,1.7,4.67,5.53,141,121,8.55,Low,No,,1
21,Female,8.85,2.49,1.69,1.13,5.76,63,171,8.25,Low,No,Severe,0
27,Other,3.32,1.39,2.41,6.0,4.66,203,166,8.31,High,No,Moderate,1
24,Male,10.77,0.95,1.39,3.73,6.88,172,163,7.79,High,Yes,Moderate,0
26,Male,9.09,1.83,1.16,2.6,7.65,43,58,3.58,High,Yes,Moderate,1
23,Male,4.55,1.18,1.66,4.66,7.78,250,59,8.83,Medium,No,Severe,1
20,Female,12.0,6.0,0.05,4.16,7.81,88,179,13.78,Medium,No,Moderate,1
21,Male,3.81,1.41,0.04,6.0,5.03,214,180,3.81,Low,No,Moderate,1
23,Other,10.03,1.14,1.25,6.0,5.01,59,116,3.99,Low,No,,1
27,Female,7.74,0.5,1.02,1.38,7.09,62,130,10.91,Medium,No,,0
26,Male,9.02,4.71,0.0,4.78,6.79,50,180,10.12,Low,No,,0
27,Other,11.11,3.65,0.1,5.27,5.43,66,153,12.53,Low,No,Severe,1
33,Female,7.71,5.74,2.08,5.81,7.88,217,159,6.85,High,No,Moderate,1
18,Male,3.24,1.37,1.23,3.86,5.31,198,143,10.43,High,No,Severe,1
27,Female,10.59,3.85,0.59,1.9,6.0,223,166,6.93,Medium,No,Severe,1
18,Male,7.53,5.53,2.63,3.64,8.13,98,158,4.31,Medium,No,Moderate,0
30,Other,10.76,2.67,3.11,4.8,4.5,41,47,14.88,High,No,,1
20,Other,7.3,3.22,0.2,5.07,7.09,93,135,7.26,Medium,Yes,Moderate,1
19,Male,6.98,6.0,1.24,5.42,7.45,78,154,3.58,Medium,Yes,Moderate,1
35,Female,9.51,5.92,1.86,4.81,6.22,78,162,12.62,High,No,Moderate,1
25,Other,5.95,2.36,1.66,5.28,6.03,158,142,9.53,Medium,Yes,Moderate,1
31,Female,5.73,5.72,1.4,5.45,6.56,55,99,6.3,Low,Yes,Moderate,1
24,Male,10.8,3.36,1.93,3.74,8.48,143,180,12.33,Low,No,,1
25,Male,9.13,1.54,1.26,3.98,6.73,192,178,3.86,High,No,Severe,1
20,Male,9.72,4.75,0.53,2.9,5.07,206,163,9.25,High,No,Moderate,1
23,Female,4.64,5.3,0.46,3.99,4.95,100,172,8.55,Medium,No,,1
20,Male,6.69,5.53,0.0,1.17,4.5,20,162,4.95,Medium,Yes,Severe,1
19,Female,8.12,3.77,0.17,2.68,5.13,45,180,4.76,High,No,Mild,1
27,Male,4.64,2.37,0.6,5.38,5.9,20,110,9.07,Low,No,Moderate,1
25,Male,4.52,0.91,2.17,1.65,7.82,20,180,12.0,High,No,Mild,1
25,Female,3.1,4.57,2.47,5.54,8.52,23,157,11.83,Low,No,Moderate,0
26,Male,9.87,4.2,2.69,2.55,7.16,69,108,12.95,Low,No,Severe,1
24,Female,7.38,4.69,1.64,2.14,8.25,250,46,10.0,Low,No,Mild,0
25,Female,10.36,3.42,3.63,5.6,7.94,143,106,9.22,High,No,Moderate,1
18,Other,7.24,4.34,2.5,3.93,5.54,20,180,11.59,High,No,Moderate,1
19,Male,12.0,3.82,0.09,3.02,8.67,105,172,7.98,Low,No,Moderate,1
23,Female,9.83,2.83,3.37,6.0,6.16,42,43,5.51,Low,No,Severe,1
29,Other,10.83,4.89,1.46,6.0,7.85,138,117,4.97,Medium,No,,0
23,Male,4.5,2.22,3.05,3.57,5.46,20,38,5.71,Low,Yes,,1
21,Other,5.5,4.43,1.61,5.9,5.41,131,101,10.8,Medium,Yes,Moderate,1
18,Female,7.7,5.95,0.0,2.03,5.65,218,172,10.96,Low,No,Severe,0
34,Male,6.81,4.73,0.09,6.0,5.25,134,51,8.91,Low,No,Severe,0
23,Male,8.08,4.13,2.87,4.07,6.97,20,164,11.76,High,No,Severe,0
23,Other,8.68,5.51,2.58,2.6,5.09,141,180,4.77,Medium,Yes,Severe,1
27,Male,6.23,4.83,1.67,6.0,4.5,98,177,7.03,High,No,Severe,0
20,Other,5.32,1.85,1.86,1.8,7.06,77,84,7.28,Medium,No,Mild,0
25,Other,7.67,4.99,3.34,1.33,6.37,89,134,8.38,Medium,No,,1
29,Male,7.33,5.45,0.54,4.27,7.48,20,100,4.01,Medium,No,Severe,1
23,Female,4.77,5.41,2.44,4.69,5.82,20,36,12.4,Low,No,Mild,0
21,Male,4.97,0.99,2.23,4.4,5.5,20,116,11.01,High,Yes,Moderate,1
24,Other,7.85,2.54,2.77,6.0,7.31,240,46,14.88,Low,No,Mild,1
