Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
20,No,Travel_Frequently,1318,Research & Development,29,3,Life Sciences,1,16295617,4,Female,91,3,2,Sales Executive,3,Married,3660,2094,1,Y,Yes,12,4,3,80,0,6,2,3,12,0,1,2
21,No,Travel_Rarely,821,Research & Development,5,3,Technical Degree,1,15586505,2,Female,75,3,5,Manager,3,Married,3157,4250,1,Y,No,14,4,3,80,0,0,3,3,3,7,0,1
30,Yes,Travel_Rarely,1148,Research & Development,12,3,Technical Degree,1,10862731,1,Female,59,2,3,Laboratory Technician,3,Single,1133,2094,7,Y,Yes,15,3,3,80,1,0,5,3,8,9,1,7
27,No,Travel_Rarely,967,Sales,2,2,Marketing,1,14917478,2,Male,48,3,2,Sales Executive,3,Married,3940,5731,0,Y,Yes,11,3,4,80,2,2,4,3,3,0,1,7
50,No,Travel_Frequently,559,Research & Development,4,3,Marketing,1,11162202,1,Male,81,2,3,Research Scientist,2,Married,1801,16089,1,Y,No,24,3,4,80,1,10,3,3,3,1,1,2
40,No,Non-Travel,466,Research & Development,15,3,Other,1,9071170,4,Male,87,4,1,Research Scientist,2,Single,2836,2094,0,Y,No,12,3,4,80,2,9,0,3,8,6,1,1
36,No,Travel_Rarely,1422,Research & Development,20,3,Medical,1,183142,4,Male,97,3,2,Research Director,3,Married,1630,21723,2,Y,No,16,4,2,80,1,5,2,3,8,5,1,7
21,Yes,Travel_Rarely,523,Research & Development,12,1,Marketing,1,4885659,4,Male,53,3,2,Sales Executive,4,Single,2138,17232,6,Y,No,16,3,3,80,1,6,3,3,9,0,0,1
23,No,Non-Travel,670,Research & Development,4,3,Medical,1,16431236,3,Female,71,2,1,Sales Executive,1,Divorced,4762,19341,3,Y,No,25,3,3,80,1,9,2,3,9,5,1,6
31,No,Travel_Rarely,399,Sales,7,2,Life Sciences,1,12674259,2,Female,44,2,2,Sales Executive,1,Single,2118,2094,7,Y,No,20,3,4,80,1,0,2,3,8,6,3,0
28,No,Travel_Rarely,1071,Research & Development,15,3,Medical,1,14488231,4,Female,98,3,2,Laboratory Technician,1,Married,1009,11794,2,Y,Yes,15,3,2,80,1,8,3,3,6,1,1,2
18,No,Travel_Rarely,1265,Research & Development,4,1,Medical,1,13600468,3,Male,61,2,2,Sales Executive,3,Divorced,5668,4708,1,Y,No,22,3,3,80,1,0,3,3,9,5,0,0
24,No,Travel_Frequently,912,Research & Development,29,3,Technical Degree,1,12733721,3,Male,91,3,1,Laboratory Technician,3,Married,11353,18734,0,Y,No,22,3,3,80,1,2,2,3,8,6,5,1
42,Yes,Travel_Rarely,194,Research & Development,29,4,Technical Degree,1,9993121,2,Female,90,3,3,Research Scientist,3,Married,1976,7250,0,Y,No,16,3,4,80,1,10,2,3,9,3,5,0
38,Yes,Travel_Rarely,843,Research & Development,10,1,Life Sciences,1,8225756,2,Male,38,1,3,Laboratory Technician,3,Single,2238,3962,4,Y,No,19,3,4,80,0,4,6,3,3,4,0,2
46,No,Non-Travel,799,Research & Development,8,3,Life Sciences,1,15400479,1,Male,83,3,1,Research Director,1,Married,1925,16952,8,Y,No,16,4,3,80,0,0,2,3,5,7,1,4
39,No,Travel_Rarely,937,Research & Development,22,3,Medical,1,5029231,1,Male,30,3,3,Research Scientist,4,Single,3859,19937,2,Y,No,18,3,2,80,0,5,6,1,3,2,1,8
25,No,Non-Travel,538,Research & Development,3,4,Life Sciences,1,12683035,3,Female,73,3,3,Research Scientist,2,Married,2842,2094,9,Y,No,22,3,2,80,3,6,6,3,4,2,2,8
32,No,Travel_Rarely,1447,Research & Development,29,3,Marketing,1,5929126,1,Male,74,4,1,Sales Executive,4,Married,3836,3619,9,Y,Yes,14,3,3,80,2,6,1,4,12,2,1,1
44,Yes,Travel_Rarely,1046,Research & Development,1,1,Medical,1,1375237,4,Male,74,1,1,Manufacturing Director,3,Divorced,6252,2930,0,Y,No,17,3,1,80,3,6,2,3,5,6,2,0
21,No,Travel_Rarely,1431,Research & Development,3,2,Technical Degree,1,324826,4,Female,81,3,2,Human Resources,1,Married,1100,4414,2,Y,No,21,4,1,80,1,0,3,3,5,5,15,3
20,No,Travel_Frequently,1208,Research & Development,2,3,Medical,1,5503392,4,Female,93,4,2,Sales Representative,2,Divorced,2890,2094,1,Y,No,14,3,4,80,1,0,3,3,7,0,5,3
18,Yes,Travel_Rarely,1035,Research & Development,23,4,Medical,1,7098186,2,Male,77,3,1,Research Scientist,3,Single,4718,19585,0,Y,No,11,3,3,80,2,3,3,3,13,6,0,3
39,No,Non-Travel,544,Research & Development,16,4,Technical Degree,1,6772225,2,Male,85,3,2,Sales Executive,4,Divorced,4328,9333,1,Y,No,21,4,3,80,1,6,2,2,8,1,6,8
34,No,Travel_Rarely,867,Research & Development,2,2,Medical,1,11696570,2,Female,100,3,1,Healthcare Representative,3,Married,4061,20840,2,Y,No,17,3,4,80,2,2,4,3,5,3,2,2
32,No,Travel_Rarely,837,Sales,21,3,Life Sciences,1,12614859,4,Male,42,3,1,Manufacturing Director,1,Married,7472,8254,2,Y,Yes,20,3,3,80,3,0,3,3,6,6,5,3
37,No,Non-Travel,1161,Research & Development,4,4,Technical Degree,1,4913822,3,Male,100,2,3,Healthcare Representative,4,Divorced,3089,3944,2,Y,No,11,4,3,80,0,10,2,3,5,2,0,2
18,No,Travel_Rarely,1154,Sales,5,3,Life Sciences,1,2651244,3,Male,91,4,1,Research Scientist,4,Married,1782,4956,0,Y,Yes,15,4,2,80,2,14,2,3,5,5,2,9
40,No,Travel_Rarely,1152,Research & Development,29,4,Medical,1,2668065,4,Male,90,3,3,Manager,3,Single,1749,5940,0,Y,No,16,3,1,80,0,0,2,4,6,7,1,2
35,No,Travel_Rarely,930,Research & Development,7,2,Medical,1,4917415,3,Female,38,3,4,Laboratory Technician,4,Married,4997,23783,0,Y,No,17,3,3,80,0,2,6,3,23,0,3,1
55,No,Travel_Frequently,379,Research & Development,19,3,Human Resources,1,941632,3,Female,40,4,1,Laboratory Technician,2,Married,16707,4314,7,Y,No,13,3,3,80,3,4,3,3,8,7,15,1
46,No,Travel_Frequently,336,Research & Development,9,4,Other,1,15098801,2,Male,100,3,1,Laboratory Technician,2,Married,13647,2094,8,Y,No,21,4,4,80,1,6,2,3,7,2,1,8
39,No,Travel_Frequently,771,Research & Development,29,2,Life Sciences,1,4098741,3,Male,100,3,1,Research Scientist,4,Single,3633,20568,3,Y,No,16,3,1,80,0,6,2,3,4,5,1,9
36,No,Travel_Rarely,967,Research & Development,16,4,Medical,1,6784238,2,Female,96,3,1,Human Resources,3,Married,4125,10832,3,Y,No,12,3,4,80,1,0,3,2,8,1,1,9
43,No,Travel_Rarely,477,Human Resources,8,1,Other,1,16037681,1,Female,81,2,2,Healthcare Representative,4,Single,2371,6490,1,Y,No,12,3,2,80,3,3,3,2,9,2,0,8
42,No,Travel_Rarely,419,Sales,9,4,Marketing,1,5087755,2,Male,59,2,2,Sales Executive,1,Divorced,3950,20989,8,Y,No,12,3,1,80,0,0,3,3,3,2,1,4
25,No,Travel_Rarely,1125,Research & Development,28,3,Life Sciences,1,6043466,1,Female,51,3,1,Sales Executive,3,Single,2167,3381,3,Y,Yes,16,3,4,80,2,9,2,4,8,2,1,0
23,No,Travel_Rarely,306,Research & Development,14,3,Medical,1,6250173,2,Male,93,2,4,Research Scientist,1,Married,3092,8312,0,Y,No,22,3,2,80,0,0,2,3,5,7,1,2
37,No,Travel_Rarely,102,Research & Development,24,3,Life Sciences,1,5936069,4,Male,100,3,1,Manufacturing Director,1,Married,2749,17586,4,Y,No,19,3,4,80,1,0,2,2,11,5,0,5
18,No,Travel_Rarely,477,Research & Development,10,4,Technical Degree,1,4623164,3,Male,98,3,2,Sales Executive,2,Divorced,2725,2094,1,Y,Yes,11,3,4,80,1,5,2,3,7,1,1,0
18,Yes,Travel_Rarely,1110,Sales,1,2,Medical,1,15920469,3,Male,90,3,2,Research Scientist,2,Divorced,2375,16225,3,Y,No,18,3,4,80,1,7,2,3,11,8,1,0
42,No,Travel_Rarely,551,Research & Development,12,3,Technical Degree,1,9406264,4,Male,100,3,1,Research Director,3,Divorced,7088,2594,0,Y,No,12,3,4,80,3,12,2,3,13,6,1,7
46,No,Travel_Rarely,1499,Research & Development,3,3,Other,1,4094284,1,Female,67,3,1,Laboratory Technician,1,Divorced,3122,18947,3,Y,No,11,4,1,80,1,11,3,3,6,2,1,6
19,No,Travel_Rarely,1376,Sales,2,3,Life Sciences,1,447161,3,Male,100,2,2,Sales Executive,1,Divorced,2173,6738,1,Y,No,21,3,4,80,1,7,2,3,7,11,1,0
25,No,Non-Travel,367,Research & Development,7,3,Life Sciences,1,4871088,1,Male,69,3,1,Laboratory Technician,4,Single,3587,7762,2,Y,No,17,3,3,80,1,4,3,3,9,0,2,8
21,No,Travel_Rarely,1406,Research & Development,8,3,Medical,1,13301055,2,Female,100,3,1,Research Scientist,1,Married,2841,4114,4,Y,Yes,13,4,2,80,0,1,2,3,10,7,0,12
23,No,Travel_Rarely,613,Research & Development,11,3,Life Sciences,1,15738996,3,Male,52,4,2,Laboratory Technician,1,Married,3678,4932,0,Y,No,15,3,4,80,0,0,2,4,10,0,1,3
29,No,Travel_Rarely,584,Research & Development,2,4,Medical,1,15061256,3,Female,46,3,2,Manufacturing Director,3,Single,3427,4497,3,Y,Yes,15,3,4,80,0,1,3,3,9,4,1,0
26,Yes,Travel_Rarely,1162,Sales,1,3,Medical,1,3673968,2,Male,65,2,4,Manufacturing Director,2,Divorced,4494,8745,9,Y,Yes,18,4,3,80,1,5,3,1,8,6,0,1
25,No,Non-Travel,525,Research & Development,11,3,Life Sciences,1,7833443,2,Male,65,3,4,Sales Executive,3,Married,13752,6752,5,Y,No,18,4,3,80,0,5,1,3,4,10,1,10
18,No,Travel_Frequently,1499,Research & Development,23,3,Medical,1,3778016,4,Male,79,2,2,Healthcare Representative,2,Single,10670,3661,1,Y,No,15,3,2,80,1,0,2,3,6,0,1,2
56,No,Travel_Rarely,350,Research & Development,15,4,Life Sciences,1,946458,4,Male,100,3,3,Healthcare Representative,4,Married,2956,5538,5,Y,No,20,3,2,80,3,3,2,3,8,0,2,2
36,No,Travel_Rarely,390,Human Resources,27,3,Technical Degree,1,5639537,2,Female,91,2,2,Healthcare Representative,1,Single,3109,4560,6,Y,Yes,11,3,4,80,1,0,2,1,8,0,1,7
52,No,Travel_Rarely,1034,Research & Development,11,3,Technical Degree,1,11705712,3,Female,42,3,2,Laboratory Technician,2,Divorced,1487,7248,9,Y,No,12,3,3,80,0,0,2,3,9,2,15,0
24,Yes,Travel_Rarely,160,Research & Development,26,1,Life Sciences,1,2885683,3,Female,72,4,2,Sales Executive,2,Married,1326,4552,3,Y,No,13,4,4,80,1,2,2,3,14,6,15,0
22,Yes,Travel_Rarely,1028,Sales,18,4,Technical Degree,1,2545018,1,Female,82,3,1,Sales Executive,2,Married,3330,3446,1,Y,No,11,3,4,80,1,7,3,3,11,6,2,4
19,No,Travel_Frequently,1469,Research & Development,4,2,Life Sciences,1,15600757,4,Female,62,3,2,Laboratory Technician,4,Single,3397,2094,3,Y,No,15,3,1,80,1,0,2,3,12,3,2,7
36,No,Non-Travel,1060,Research & Development,4,3,Life Sciences,1,6103546,4,Female,61,3,1,Research Scientist,4,Married,6264,2094,5,Y,No,21,4,4,80,1,2,2,3,9,2,5,9
37,No,Travel_Rarely,997,Sales,21,2,Medical,1,5647653,1,Male,77,3,1,Laboratory Technician,3,Married,3075,7537,2,Y,No,19,3,4,80,0,18,6,1,8,8,1,2
23,No,Travel_Rarely,1320,Research & Development,10,3,Other,1,541948,1,Male,99,1,1,Manager,3,Married,2612,23158,3,Y,No,15,3,1,80,0,0,4,4,8,2,1,1
30,No,Travel_Rarely,238,Research & Development,6,3,Life Sciences,1,12494402,4,Male,99,4,1,Laboratory Technician,4,Divorced,2402,2094,0,Y,No,14,3,4,80,1,0,3,2,8,3,15,3
35,No,Travel_Rarely,451,Research & Development,8,1,Life Sciences,1,8852682,1,Male,54,3,2,Research Scientist,4,Single,4890,2886,4,Y,No,14,3,4,80,0,8,3,3,8,8,1,17
41,No,Travel_Frequently,407,Research & Development,15,1,Marketing,1,14696285,4,Male,82,3,1,Sales Executive,2,Married,4060,4695,2,Y,No,13,3,3,80,1,11,4,3,11,6,2,0
22,No,Travel_Frequently,209,Research & Development,5,4,Medical,1,5413073,2,Female,35,4,2,Laboratory Technician,2,Single,3801,23694,4,Y,Yes,14,3,3,80,1,0,2,2,2,7,1,3
19,No,Travel_Frequently,1161,Research & Development,9,4,Medical,1,4916233,4,Female,55,3,1,Research Scientist,1,Married,2706,10078,1,Y,Yes,13,3,4,80,1,0,3,3,1,6,5,6
40,No,Travel_Rarely,1499,Research & Development,2,4,Marketing,1,793401,2,Male,84,3,5,Research Director,3,Married,4318,19994,7,Y,No,16,4,2,80,1,0,2,3,8,7,1,5
24,No,Travel_Rarely,1030,Research & Development,11,4,Life Sciences,1,1900690,2,Female,100,2,4,Manager,2,Married,4130,3480,3,Y,No,11,4,2,80,1,8,5,3,9,6,1,4
18,No,Travel_Rarely,839,Research & Development,4,4,Life Sciences,1,9946115,3,Male,100,3,2,Sales Executive,1,Married,3175,2094,1,Y,No,21,4,2,80,0,2,3,3,13,5,0,0
28,No,Non-Travel,342,Research & Development,3,3,Life Sciences,1,13106531,4,Female,95,3,2,Laboratory Technician,1,Married,3216,2094,1,Y,No,17,3,4,80,0,7,2,3,5,0,2,7
33,No,Travel_Rarely,102,Sales,5,3,Human Resources,1,63663,4,Male,76,1,2,Laboratory Technician,2,Single,6351,16790,7,Y,No,13,3,2,80,1,5,3,1,7,0,3,0
41,No,Travel_Rarely,1317,Sales,25,4,Medical,1,9170235,2,Female,79,3,2,Manager,2,Divorced,2876,8689,0,Y,Yes,16,3,3,80,0,0,3,4,12,3,1,0
50,No,Travel_Rarely,593,Research & Development,22,3,Medical,1,14672123,3,Male,55,2,1,Human Resources,4,Single,13687,21255,0,Y,No,22,3,4,80,1,8,4,3,12,2,0,1
23,Yes,Travel_Rarely,1219,Sales,10,4,Life Sciences,1,11329028,4,Male,95,2,1,Research Scientist,3,Single,13547,9053,4,Y,Yes,11,3,4,80,1,1,5,3,7,1,1,1
46,No,Travel_Rarely,179,Research & Development,1,2,Life Sciences,1,9962250,3,Male,91,2,2,Research Scientist,2,Married,6088,12689,3,Y,No,14,3,2,80,1,5,5,3,12,4,0,0
36,No,Travel_Rarely,1356,Sales,3,3,Medical,1,4520148,3,Female,72,3,3,Laboratory Technician,2,Divorced,2882,2094,9,Y,No,11,3,3,80,2,0,2,3,5,6,0,0
18,No,Non-Travel,884,Sales,27,3,Marketing,1,9315746,2,Female,90,3,2,Laboratory Technician,1,Single,2355,4806,3,Y,Yes,11,3,4,80,0,16,2,3,5,8,0,3
38,No,Travel_Rarely,731,Research & Development,11,2,Medical,1,13761595,3,Male,56,2,2,Healthcare Representative,1,Married,9464,17442,1,Y,No,13,3,1,80,0,4,3,3,3,3,1,9
18,No,Non-Travel,577,Research & Development,3,2,Other,1,1881144,1,Male,65,3,1,Manager,3,Married,3837,13084,1,Y,No,15,3,2,80,0,0,2,3,4,4,0,0
18,No,Non-Travel,1402,Research & Development,24,2,Life Sciences,1,11314101,4,Male,90,3,2,Laboratory Technician,4,Married,3218,2094,2,Y,No,18,3,1,80,3,3,2,1,9,2,6,15
21,No,Travel_Rarely,1390,Research & Development,8,2,Medical,1,11592132,2,Male,79,3,1,Healthcare Representative,4,Single,6213,11265,8,Y,Yes,15,3,4,80,0,8,3,3,2,0,1,2
42,Yes,Travel_Rarely,335,Research & Development,9,4,Medical,1,7897743,1,Female,76,3,1,Laboratory Technician,3,Divorced,2302,8180,3,Y,Yes,17,3,3,80,0,4,2,3,2,2,2,1
49,No,Travel_Rarely,771,Research & Development,3,4,Marketing,1,10424977,3,Male,52,3,1,Healthcare Representative,4,Married,15665,2920,3,Y,Yes,11,4,4,80,0,14,2,3,5,1,0,0
22,No,Travel_Rarely,1340,Research & Development,12,2,Technical Degree,1,2660898,4,Male,100,4,3,Research Scientist,1,Married,2242,9564,0,Y,No,16,3,2,80,1,7,4,3,8,1,1,10
25,No,Travel_Rarely,741,Research & Development,2,3,Technical Degree,1,10353429,1,Male,83,3,3,Research Scientist,4,Married,1665,2094,2,Y,No,25,4,3,80,2,2,6,3,12,4,1,0
50,No,Non-Travel,1446,Sales,13,1,Marketing,1,12816993,1,Male,70,3,1,Sales Executive,3,Married,2545,2720,8,Y,Yes,25,3,3,80,1,10,5,3,27,3,15,3
28,Yes,Travel_Rarely,1187,Sales,15,3,Human Resources,1,3988585,3,Female,35,3,2,Sales Executive,3,Divorced,8453,5367,0,Y,Yes,19,3,3,80,0,6,3,1,6,2,0,1
46,No,Travel_Rarely,102,Research & Development,4,3,Medical,1,5812225,1,Male,77,3,4,Manufacturing Director,1,Divorced,3712,4077,4,Y,No,13,3,3,80,0,13,2,2,6,6,0,2
25,No,Travel_Rarely,543,Research & Development,4,4,Marketing,1,7803484,1,Female,92,4,1,Sales Executive,4,Married,4257,2441,4,Y,No,13,4,3,80,1,0,2,3,8,0,4,5
29,No,Travel_Rarely,130,Research & Development,29,2,Life Sciences,1,12888150,1,Male,100,3,5,Manufacturing Director,3,Single,3289,6243,3,Y,No,16,3,4,80,1,0,2,3,3,6,10,0
26,No,Travel_Rarely,217,Research & Development,15,4,Medical,1,7219036,2,Male,73,3,2,Research Director,1,Married,2549,2094,0,Y,No,11,3,1,80,0,0,4,2,6,0,3,5
34,No,Non-Travel,192,Human Resources,8,3,Technical Degree,1,1827463,1,Male,85,3,5,Research Director,1,Divorced,1875,19634,2,Y,No,20,4,4,80,0,0,3,3,5,0,1,5
50,No,Travel_Rarely,941,Research & Development,5,3,Life Sciences,1,15177300,4,Male,69,4,1,Laboratory Technician,2,Married,6092,18533,3,Y,No,24,3,2,80,1,1,2,3,7,2,5,1
38,No,Travel_Rarely,811,Research & Development,29,3,Life Sciences,1,11983404,2,Female,89,3,3,Manager,4,Divorced,1799,2094,0,Y,Yes,11,3,4,80,1,2,4,3,13,5,3,8
39,No,Travel_Rarely,890,Sales,19,4,Other,1,10561508,3,Male,100,3,3,Sales Executive,2,Divorced,2964,14269,1,Y,No,19,3,3,80,2,1,6,3,7,8,1,0
39,No,Non-Travel,1428,Research & Development,28,3,Medical,1,14863145,1,Female,41,3,2,Healthcare Representative,2,Divorced,4380,2094,4,Y,No,13,3,2,80,1,0,3,1,12,5,15,5
18,No,Travel_Rarely,904,Research & Development,22,4,Marketing,1,345520,1,Male,89,3,2,Research Scientist,2,Single,4741,21844,5,Y,Yes,18,3,4,80,3,2,0,3,10,2,0,4
35,No,Travel_Frequently,183,Research & Development,29,4,Medical,1,16447793,4,Female,57,3,3,Laboratory Technician,4,Single,2917,8248,1,Y,Yes,15,3,3,80,1,7,2,3,7,2,14,0
30,Yes,Non-Travel,344,Research & Development,1,2,Life Sciences,1,14306445,3,Female,95,3,3,Manufacturing Director,3,Married,5593,15341,2,Y,Yes,15,3,2,80,0,8,2,1,5,4,4,0
18,No,Travel_Rarely,430,Human Resources,1,3,Medical,1,9131676,4,Male,80,2,5,Laboratory Technician,4,Single,2324,2341,3,Y,Yes,16,3,1,80,0,2,4,3,12,5,0,7
54,No,Travel_Rarely,870,Human Resources,6,4,Marketing,1,5495720,4,Male,54,3,3,Laboratory Technician,2,Divorced,4483,2094,8,Y,Yes,11,4,1,80,1,1,3,3,6,2,1,2
33,Yes,Travel_Frequently,301,Sales,4,4,Medical,1,9480338,1,Male,79,3,1,Sales Executive,1,Single,3324,2094,1,Y,Yes,13,3,4,80,0,6,3,2,11,3,1,2
52,No,Travel_Rarely,1447,Research & Development,2,4,Life Sciences,1,7816328,4,Female,100,3,2,Research Scientist,4,Married,2432,19089,5,Y,No,19,3,4,80,1,10,4,3,13,6,2,1
24,No,Travel_Rarely,1201,Research & Development,4,3,Technical Degree,1,15824754,4,Male,52,2,3,Sales Executive,4,Single,3444,17600,2,Y,No,13,3,2,80,1,0,3,4,4,3,1,12
49,No,Travel_Frequently,398,Research & Development,25,4,Marketing,1,6742760,1,Female,51,2,2,Research Director,3,Married,2008,2094,1,Y,No,13,3,3,80,0,0,5,2,10,3,7,0
31,Yes,Travel_Frequently,279,Research & Development,24,1,Medical,1,2346981,1,Female,53,2,2,Laboratory Technician,2,Married,5124,2378,1,Y,Yes,12,3,3,80,0,12,0,4,5,8,0,2
33,No,Travel_Rarely,727,Research & Development,11,1,Life Sciences,1,3640437,4,Male,97,2,2,Healthcare Representative,4,Single,3229,2094,7,Y,No,11,3,1,80,0,3,3,2,13,3,2,0
49,No,Travel_Frequently,834,Research & Development,12,2,Medical,1,8257644,4,Male,89,2,4,Healthcare Representative,1,Single,1855,17122,1,Y,No,16,3,3,80,0,6,2,3,13,2,2,4
25,No,Travel_Rarely,228,Research & Development,27,1,Marketing,1,4459920,4,Male,56,3,2,Sales Executive,4,Divorced,1866,7760,7,Y,No,12,3,4,80,0,0,1,3,18,3,0,6
23,No,Travel_Rarely,676,Research & Development,24,4,Life Sciences,1,12082575,3,Female,100,4,4,Laboratory Technician,1,Married,3858,7951,0,Y,Yes,17,3,4,80,0,7,5,3,11,0,2,0
27,No,Travel_Rarely,313,Research & Development,15,1,Medical,1,15655022,4,Female,84,2,1,Sales Representative,3,Married,5806,19468,1,Y,No,13,3,1,80,2,5,4,3,13,3,2,6
25,No,Travel_Rarely,1145,Research & Development,23,2,Other,1,13412181,4,Female,77,3,2,Sales Executive,4,Single,2819,5032,6,Y,No,19,3,1,80,1,0,3,3,8,0,0,9
28,No,Travel_Rarely,795,Research & Development,29,3,Marketing,1,10069341,1,Female,79,3,2,Research Scientist,1,Single,3332,2094,6,Y,Yes,16,3,3,80,0,0,5,3,13,2,0,2
29,No,Travel_Rarely,1271,Sales,25,4,Life Sciences,1,13832645,1,Female,49,3,1,Sales Representative,4,Divorced,10119,3940,1,Y,No,13,3,2,80,2,13,1,3,3,3,1,1
44,No,Travel_Rarely,102,Research & Development,15,3,Marketing,1,14914067,2,Male,70,3,1,Human Resources,3,Married,2771,10566,9,Y,No,20,3,4,80,0,5,3,3,8,2,0,7
32,No,Travel_Rarely,105,Research & Development,24,4,Life Sciences,1,10602441,2,Male,90,3,2,Research Scientist,3,Married,13835,23132,7,Y,No,13,3,2,80,0,0,3,3,4,6,1,0
27,No,Travel_Rarely,102,Research & Development,2,4,Life Sciences,1,14877447,3,Male,56,2,1,Research Scientist,3,Single,4033,16634,0,Y,No,19,3,4,80,1,8,3,3,8,0,2,7
18,No,Travel_Rarely,838,Research & Development,5,1,Life Sciences,1,2679508,3,Female,77,3,1,Sales Executive,1,Married,2239,3106,0,Y,Yes,15,3,3,80,1,1,3,4,10,1,4,9
25,No,Travel_Frequently,1192,Sales,22,1,Life Sciences,1,5916241,2,Female,98,3,2,Laboratory Technician,2,Married,3295,7641,2,Y,No,24,4,2,80,1,8,0,4,9,0,1,9
30,No,Travel_Frequently,545,Research & Development,7,3,Medical,1,14198529,2,Male,56,3,2,Sales Executive,4,Married,1785,7184,0,Y,Yes,12,3,3,80,0,9,2,3,13,4,9,0
39,Yes,Travel_Rarely,233,Research & Development,20,2,Life Sciences,1,3641748,1,Male,85,4,1,Sales Executive,4,Divorced,5513,19200,7,Y,No,14,3,2,80,3,1,2,3,1,7,11,10
42,No,Travel_Rarely,955,Sales,1,3,Life Sciences,1,4174933,1,Male,86,3,1,Manager,2,Married,6698,11107,1,Y,No,13,3,4,80,1,8,3,3,6,2,1,5
34,No,Travel_Rarely,1291,Research & Development,25,2,Life Sciences,1,13662920,4,Female,92,4,2,Research Director,2,Married,3025,2623,5,Y,No,18,3,2,80,0,3,2,2,7,4,0,0
40,No,Travel_Rarely,1476,Sales,3,3,Life Sciences,1,3253167,3,Male,100,2,5,Research Scientist,4,Married,6324,3852,5,Y,Yes,25,3,3,80,1,0,2,3,12,9,1,1
42,Yes,Travel_Rarely,316,Research & Development,5,4,Medical,1,16690475,3,Male,70,2,2,Sales Representative,3,Single,4412,19212,1,Y,Yes,18,4,4,80,1,3,3,3,31,6,11,1
30,No,Travel_Rarely,400,Research & Development,23,3,Life Sciences,1,14759421,2,Male,96,3,1,Sales Executive,1,Divorced,4680,17560,3,Y,No,15,3,1,80,3,0,2,2,3,7,1,4
40,No,Travel_Rarely,497,Research & Development,13,4,Technical Degree,1,4189197,1,Female,81,3,1,Laboratory Technician,3,Single,3286,2094,1,Y,No,12,3,3,80,0,1,2,3,8,1,2,7
33,No,Travel_Rarely,1113,Research & Development,29,2,Medical,1,10817552,1,Male,60,3,3,Sales Executive,3,Single,7474,2094,0,Y,No,11,3,4,80,2,4,0,2,10,4,1,0
36,No,Travel_Rarely,933,Research & Development,29,3,Marketing,1,7300511,1,Female,53,3,5,Manager,2,Married,5613,4534,7,Y,Yes,12,3,3,80,2,16,3,2,13,2,1,4
53,No,Travel_Rarely,740,Sales,7,4,Marketing,1,6090032,3,Female,82,3,1,Manager,3,Single,2320,5925,1,Y,No,17,3,2,80,0,0,3,3,20,1,1,2
23,No,Travel_Frequently,1310,Research & Development,18,2,Life Sciences,1,12434763,3,Female,100,3,2,Research Scientist,4,Married,5639,5597,3,Y,No,12,3,4,80,1,0,3,3,8,5,1,6
38,No,Travel_Rarely,311,Research & Development,2,4,Technical Degree,1,13575283,3,Female,72,3,1,Research Scientist,4,Single,3470,3730,1,Y,No,15,3,1,80,2,0,4,3,7,0,10,7
44,No,Travel_Frequently,102,Sales,2,4,Life Sciences,1,6325508,3,Male,91,4,2,Manager,4,Divorced,2857,2128,6,Y,Yes,13,3,1,80,0,0,2,3,17,4,2,2
38,No,Travel_Frequently,585,Sales,3,1,Technical Degree,1,7092866,3,Male,97,3,2,Research Scientist,1,Divorced,4648,2094,9,Y,No,11,3,2,80,1,10,3,2,6,0,15,2
32,No,Travel_Rarely,538,Research & Development,12,3,Life Sciences,1,1763606,3,Female,99,1,1,Human Resources,4,Married,11159,19931,9,Y,No,12,3,4,80,3,2,2,3,13,0,1,7
23,Yes,Travel_Rarely,1104,Research & Development,20,2,Other,1,16463450,4,Male,30,3,2,Manager,4,Divorced,3985,23315,1,Y,No,16,3,4,80,1,1,2,4,8,2,4,8
30,No,Travel_Rarely,1499,Research & Development,29,3,Life Sciences,1,16478331,3,Female,92,3,2,Laboratory Technician,3,Married,4338,2094,6,Y,Yes,25,3,1,80,1,3,2,3,4,2,1,0
41,No,Travel_Rarely,943,Sales,24,1,Medical,1,14470373,2,Male,52,2,1,Manager,3,Divorced,6047,2094,6,Y,No,13,3,4,80,0,2,2,3,7,0,2,1
18,Yes,Travel_Rarely,425,Research & Development,29,3,Medical,1,2723899,3,Male,75,4,1,Manufacturing Director,2,Divorced,3360,22764,3,Y,No,11,3,1,80,1,5,2,2,6,7,1,0
38,No,Travel_Rarely,1333,Research & Development,15,3,Life Sciences,1,5603313,3,Male,84,2,1,Laboratory Technician,3,Single,2405,21196,5,Y,No,11,4,3,80,1,0,2,3,9,2,1,7
33,No,Travel_Rarely,522,Sales,7,4,Marketing,1,13023358,3,Female,63,3,2,Laboratory Technician,3,Married,13237,8214,0,Y,Yes,14,3,3,80,1,0,4,3,9,0,1,5
