Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
45,No,Travel_Rarely,991,Sales,10,2,Medical,1,3,Female,87,3,1,Sales Executive,4,Married,2844,17547,1,Y,No,12,3,4,80,0,6,2,3,12,6,4,0
28,No,Travel_Rarely,344,Sales,22,2,Life Sciences,1,2,Female,89,1,1,Sales Executive,1,Married,3136,9778,1,Y,Yes,20,3,4,80,1,0,3,2,9,3,7,2
42,No,Travel_Rarely,1247,Sales,29,2,Life Sciences,1,1,Male,90,3,1,Research Director,4,Married,13743,22739,1,Y,No,14,3,2,80,1,0,3,3,11,1,0,2
39,No,Travel_Rarely,352,Research & Development,3,4,Medical,1,4,Female,50,3,4,Sales Executive,1,Single,2957,21519,8,Y,No,16,3,4,80,0,8,2,3,15,10,0,0
32,No,Travel_Rarely,565,Sales,9,4,Life Sciences,1,1,Male,95,3,1,Research Scientist,4,Single,2880,2094,1,Y,Yes,14,3,1,80,1,4,2,3,8,1,0,0
26,No,Travel_Frequently,1005,Research & Development,10,3,Medical,1,4,Male,58,3,1,Manufacturing Director,1,Married,1900,22452,1,Y,Yes,17,3,3,80,3,27,2,3,4,2,0,0
28,No,Travel_Rarely,102,Sales,29,2,Life Sciences,1,2,Female,36,2,1,Research Scientist,4,Married,5080,9184,1,Y,Yes,15,3,1,80,0,3,0,3,10,0,0,0
28,Yes,Travel_Frequently,453,Sales,4,4,Medical,1,4,Female,54,3,1,Research Scientist,4,Single,6703,6175,1,Y,No,20,3,1,80,0,3,2,2,4,0,1,2
18,No,Travel_Rarely,1499,Research & Development,4,2,Life Sciences,1,1,Male,88,2,2,Sales Executive,2,Single,1808,13682,3,Y,Yes,11,3,3,80,0,0,5,3,8,1,0,4
18,No,Travel_Rarely,102,Research & Development,4,4,Life Sciences,1,2,Female,100,3,2,Sales Executive,4,Divorced,5531,26999,8,Y,No,12,4,3,80,0,8,2,3,2,3,1,0
49,No,Non-Travel,1114,Research & Development,12,4,Life Sciences,1,2,Male,100,2,3,Research Scientist,3,Single,7770,8270,9,Y,No,18,3,1,80,0,5,3,3,4,0,0,0
47,No,Travel_Rarely,845,Research & Development,2,2,Medical,1,3,Male,71,2,3,Manufacturing Director,2,Married,1188,12289,1,Y,No,19,3,1,80,0,2,2,3,4,1,1,0
33,Yes,Travel_Rarely,481,Research & Development,9,3,Life Sciences,1,3,Female,44,3,1,Sales Executive,4,Married,1525,8780,0,Y,No,14,4,3,80,0,1,5,3,12,0,2,0
28,No,Travel_Rarely,102,Research & Development,5,2,Life Sciences,1,3,Male,86,3,1,Sales Executive,2,Divorced,2935,2912,4,Y,Yes,23,3,4,80,1,0,2,2,9,6,0,2
35,Yes,Travel_Rarely,1091,Sales,11,3,Life Sciences,1,2,Male,94,2,3,Sales Executive,3,Single,3774,5451,1,Y,No,12,4,4,80,0,6,3,3,6,2,0,2
21,No,Travel_Rarely,364,Research & Development,13,4,Life Sciences,1,2,Female,30,3,4,Sales Executive,4,Divorced,1728,10033,1,Y,No,18,3,2,80,1,15,3,3,10,0,0,7
37,Yes,Travel_Rarely,386,Research & Development,25,5,Human Resources,1,3,Male,100,3,1,Research Scientist,1,Married,1492,7354,1,Y,No,17,3,3,80,1,2,1,3,10,0,0,7
33,No,Travel_Rarely,281,Research & Development,4,3,Medical,1,1,Male,76,2,2,Research Scientist,3,Single,7355,7360,6,Y,No,12,3,1,80,0,8,2,3,4,4,1,7
37,No,Travel_Rarely,102,Research & Development,22,3,Medical,1,4,Male,93,3,3,Human Resources,4,Married,5044,2506,1,Y,No,19,3,3,80,1,7,2,4,6,0,6,1
55,No,Travel_Rarely,1323,Research & Development,29,3,Life Sciences,1,3,Male,44,2,2,Laboratory Technician,2,Married,6480,17425,1,Y,No,21,3,4,80,0,5,2,3,7,2,0,2
41,No,Travel_Rarely,1360,Research & Development,13,3,Life Sciences,1,4,Male,51,4,4,Research Scientist,4,Divorced,1009,7547,1,Y,No,17,4,3,80,0,5,3,3,24,2,2,5
54,Yes,Travel_Rarely,352,Research & Development,11,4,Medical,1,2,Male,98,1,1,Healthcare Representative,1,Single,1009,2313,1,Y,No,21,3,2,80,1,0,2,3,14,0,0,5
32,No,Travel_Rarely,890,Sales,2,3,Life Sciences,1,3,Male,100,3,2,Laboratory Technician,4,Married,4226,8138,1,Y,No,14,3,4,80,1,11,2,3,12,1,3,5
46,No,Travel_Rarely,118,Sales,29,1,Other,1,4,Female,99,3,2,Sales Executive,1,Married,6776,21855,1,Y,No,16,3,4,80,1,4,2,3,12,7,0,2
43,No,Travel_Rarely,913,Sales,5,3,Life Sciences,1,3,Male,92,2,1,Sales Executive,2,Married,2530,2094,1,Y,Yes,16,4,2,80,3,2,1,3,5,0,0,2
47,No,Travel_Frequently,209,Research & Development,13,3,Life Sciences,1,3,Female,98,3,2,Sales Executive,3,Married,2086,8351,1,Y,Yes,14,3,1,80,0,8,2,1,10,0,1,1
45,No,Travel_Rarely,180,Sales,4,3,Medical,1,2,Female,86,3,5,Manager,3,Married,1604,2094,1,Y,No,16,3,3,80,0,2,3,3,9,1,0,4
30,Yes,Travel_Rarely,848,Research & Development,5,3,Life Sciences,1,1,Female,47,1,1,Laboratory Technician,3,Single,2510,6453,7,Y,Yes,16,3,3,80,1,0,2,3,5,0,0,9
35,No,Travel_Rarely,740,Sales,4,2,Medical,1,2,Male,58,3,2,Sales Executive,3,Divorced,1009,6084,0,Y,Yes,16,3,4,80,0,2,2,3,6,0,0,7
46,No,Travel_Frequently,644,Research & Development,3,3,Life Sciences,1,1,Male,77,2,3,Research Scientist,2,Married,3000,3815,1,Y,Yes,16,3,4,80,1,12,3,3,5,2,1,2
25,No,Non-Travel,102,Research & Development,13,3,Other,1,4,Male,81,4,1,Research Scientist,2,Divorced,1229,20627,1,Y,No,24,3,4,80,0,6,2,3,12,1,0,0
39,No,Travel_Rarely,1013,Research & Development,20,3,Medical,1,3,Male,100,3,2,Sales Executive,3,Married,2121,22792,0,Y,No,20,4,4,80,1,1,2,3,7,5,0,11
24,Yes,Non-Travel,102,Research & Development,15,3,Medical,1,2,Male,100,3,2,Sales Executive,4,Single,4766,19228,1,Y,No,19,3,3,80,1,10,5,3,12,0,0,7
21,No,Non-Travel,203,Research & Development,29,3,Medical,1,3,Male,60,3,1,Sales Executive,1,Divorced,3926,26904,1,Y,No,13,3,2,80,1,22,2,3,11,4,0,6
25,No,Travel_Rarely,104,Sales,13,2,Life Sciences,1,4,Male,49,3,2,Sales Executive,1,Single,5496,16610,7,Y,No,16,3,4,80,1,1,2,3,8,4,0,0
42,No,Travel_Rarely,1486,Research & Development,11,4,Medical,1,4,Male,94,3,2,Laboratory Technician,1,Married,1051,2141,2,Y,Yes,11,3,2,80,1,10,3,3,2,3,0,1
19,No,Travel_Rarely,995,Research & Development,4,1,Medical,1,4,Male,54,3,2,Sales Executive,2,Divorced,2359,7963,1,Y,No,11,3,3,80,1,7,2,2,8,5,0,0
43,No,Travel_Frequently,792,Research & Development,3,4,Life Sciences,1,3,Male,91,3,1,Laboratory Technician,4,Married,6462,18129,0,Y,No,25,3,3,80,1,0,2,3,7,6,3,0
39,No,Travel_Rarely,102,Research & Development,4,4,Medical,1,2,Male,100,2,3,Research Scientist,2,Married,1565,22749,0,Y,No,22,3,3,80,1,5,2,3,14,2,0,0
28,No,Travel_Rarely,373,Sales,13,1,Life Sciences,1,2,Male,57,2,3,Laboratory Technician,1,Single,2526,4941,8,Y,No,20,3,4,80,0,6,6,3,3,0,0,2
33,No,Non-Travel,393,Research & Development,15,3,Life Sciences,1,1,Male,72,3,1,Research Director,1,Married,1936,18121,5,Y,No,19,4,3,80,0,0,2,3,4,2,1,4
30,No,Travel_Rarely,579,Research & Development,29,4,Medical,1,1,Male,43,3,3,Research Scientist,4,Single,3910,26246,2,Y,No,24,3,3,80,0,9,6,3,3,3,1,4
47,No,Non-Travel,1227,Research & Development,29,4,Life Sciences,1,3,Female,64,2,3,Research Scientist,2,Married,4148,4630,5,Y,No,23,3,2,80,3,9,2,2,9,2,0,2
34,No,Travel_Rarely,1006,Research & Development,29,3,Life Sciences,1,1,Male,40,4,1,Sales Executive,4,Married,3753,2877,9,Y,Yes,15,3,3,80,2,6,1,4,12,3,0,0
42,Yes,Travel_Rarely,127,Research & Development,5,1,Medical,1,3,Male,94,4,1,Sales Executive,3,Divorced,3045,23721,0,Y,No,20,3,1,80,0,4,2,3,9,2,0,0
35,No,Travel_Rarely,905,Research & Development,4,2,Technical Degree,1,4,Male,42,3,2,Sales Executive,1,Married,3585,22489,1,Y,No,16,4,1,80,0,3,3,3,4,7,7,2
23,No,Travel_Rarely,1168,Research & Development,3,3,Medical,1,4,Female,55,1,1,Sales Executive,4,Single,2441,2094,1,Y,No,19,3,4,80,0,6,2,3,6,0,0,2
32,No,Travel_Rarely,275,Research & Development,26,1,Medical,1,3,Male,100,3,1,Research Scientist,3,Single,3333,13620,0,Y,Yes,13,3,3,80,2,5,3,2,11,2,0,3
49,No,Non-Travel,931,Research & Development,25,4,Life Sciences,1,2,Male,100,3,2,Sales Executive,4,Divorced,1761,22302,1,Y,No,25,4,2,80,1,10,6,2,13,1,0,6
23,No,Travel_Rarely,723,Research & Development,2,2,Medical,1,2,Female,98,2,1,Healthcare Representative,1,Single,1777,25826,2,Y,No,15,3,3,80,2,3,4,3,7,2,0,2
37,No,Travel_Rarely,1177,Sales,24,3,Life Sciences,1,4,Male,90,3,1,Research Scientist,3,Married,2933,16807,2,Y,Yes,25,3,3,80,1,2,3,3,3,1,0,2
25,No,Travel_Rarely,880,Sales,3,4,Medical,1,3,Male,93,2,3,Healthcare Representative,4,Divorced,2165,13817,2,Y,No,13,3,2,80,0,0,2,2,12,0,0,2
27,No,Travel_Rarely,1219,Sales,11,3,Life Sciences,1,3,Male,47,4,1,Research Scientist,4,Married,1024,9407,0,Y,Yes,25,3,2,80,0,0,2,3,4,4,1,7
19,No,Travel_Rarely,270,Sales,29,4,Medical,1,4,Male,48,3,2,Sales Executive,3,Single,2125,8709,0,Y,No,16,3,1,80,1,7,2,3,4,6,1,1
28,No,Travel_Rarely,175,Research & Development,12,2,Medical,1,3,Male,59,3,4,Laboratory Technician,4,Married,4355,5511,0,Y,No,21,3,3,80,0,4,6,3,40,0,0,13
31,No,Travel_Frequently,102,Research & Development,20,5,Human Resources,1,3,Female,45,3,2,Laboratory Technician,2,Married,15166,11004,7,Y,No,15,3,3,80,3,4,2,3,6,2,7,2
51,No,Travel_Rarely,266,Research & Development,15,4,Life Sciences,1,2,Male,41,3,1,Laboratory Technician,1,Single,3927,17170,8,Y,No,14,4,4,80,1,8,2,3,8,2,0,6
21,No,Travel_Frequently,265,Research & Development,29,2,Life Sciences,1,3,Male,86,3,1,Research Scientist,4,Single,4066,23794,1,Y,Yes,25,3,1,80,0,12,2,3,2,0,1,8
18,No,Travel_Rarely,347,Research & Development,9,4,Medical,1,2,Female,100,2,1,Human Resources,3,Married,4034,8984,3,Y,Yes,16,3,4,80,1,3,3,2,24,0,1,8
27,No,Travel_Rarely,429,Human Resources,8,1,Medical,1,1,Male,70,2,2,Research Director,4,Single,1009,26999,1,Y,No,13,3,2,80,3,8,3,2,8,2,0,7
41,No,Travel_Rarely,940,Sales,15,4,Marketing,1,2,Male,97,2,2,Sales Executive,1,Divorced,3287,24031,1,Y,No,13,3,1,80,0,1,3,3,4,2,0,3
32,No,Travel_Rarely,489,Research & Development,23,3,Life Sciences,1,1,Female,68,3,1,Sales Executive,3,Single,2454,7671,1,Y,Yes,17,3,4,80,1,4,2,4,5,2,0,3
37,Yes,Travel_Rarely,579,Research & Development,8,3,Medical,1,2,Male,94,2,1,Research Scientist,1,Single,3695,19261,1,Y,No,25,3,2,80,0,8,2,2,2,1,0,2
33,No,Travel_Rarely,168,Research & Development,29,4,Life Sciences,1,3,Male,71,2,1,Sales Executive,1,Single,2532,25631,0,Y,No,25,3,3,80,1,2,2,2,11,7,0,6
28,No,Travel_Rarely,102,Sales,12,4,Life Sciences,1,3,Male,57,3,2,Sales Executive,2,Divorced,4195,5592,1,Y,Yes,11,3,1,80,0,8,2,3,11,1,1,0
19,No,Travel_Rarely,1128,Sales,3,4,Medical,1,3,Male,50,2,2,Research Director,2,Divorced,2016,12497,1,Y,No,15,3,1,80,1,8,2,3,9,2,0,0
40,No,Travel_Rarely,102,Research & Development,11,2,Life Sciences,1,4,Male,92,3,1,Research Director,3,Single,3173,15110,0,Y,No,16,3,3,80,3,7,2,3,13,7,0,7
38,No,Travel_Rarely,1158,Research & Development,5,3,Medical,1,1,Female,96,3,1,Laboratory Technician,1,Divorced,3434,16032,3,Y,No,21,4,1,80,1,6,3,3,7,3,1,3
31,No,Travel_Rarely,224,Sales,5,3,Life Sciences,1,3,Male,93,2,2,Sales Executive,1,Divorced,2410,6281,1,Y,No,22,3,1,80,1,1,2,2,7,2,1,2
39,No,Non-Travel,726,Research & Development,13,3,Medical,1,1,Male,75,3,1,Laboratory Technician,1,Single,3169,15379,1,Y,No,16,3,3,80,1,11,3,3,13,0,1,2
26,No,Travel_Rarely,979,Research & Development,7,3,Life Sciences,1,2,Male,100,3,1,Research Scientist,1,Married,1009,2094,4,Y,Yes,16,4,2,80,0,2,2,3,11,5,0,2
41,No,Travel_Rarely,1163,Sales,10,3,Life Sciences,1,3,Male,38,4,2,Laboratory Technician,1,Married,1009,2384,1,Y,No,14,3,4,80,0,0,2,4,3,0,0,2
37,No,Travel_Rarely,102,Research & Development,4,4,Medical,1,2,Female,43,3,2,Manufacturing Director,3,Single,5523,2094,1,Y,Yes,19,3,4,80,0,3,3,3,8,0,0,10
24,Yes,Travel_Rarely,366,Sales,4,3,Medical,1,2,Male,100,2,1,Manufacturing Director,2,Divorced,2709,11236,1,Y,Yes,15,3,3,80,1,3,3,1,12,6,0,0
49,No,Travel_Rarely,660,Research & Development,15,3,Life Sciences,1,2,Male,65,3,4,Sales Executive,1,Single,13315,5933,5,Y,No,25,4,4,80,0,8,2,3,29,2,0,7
25,No,Travel_Frequently,924,Research & Development,5,3,Medical,1,4,Male,100,2,1,Healthcare Representative,4,Single,2735,3272,1,Y,No,19,3,2,80,0,0,2,3,2,0,0,2
23,No,Travel_Rarely,102,Research & Development,19,2,Life Sciences,1,4,Female,92,2,2,Healthcare Representative,4,Married,1180,6606,5,Y,No,19,3,2,80,0,10,2,2,7,6,1,3
22,No,Travel_Rarely,1061,Human Resources,26,3,Medical,1,2,Female,52,2,2,Healthcare Representative,1,Single,1736,8637,6,Y,Yes,13,3,2,80,1,0,2,1,5,1,0,9
26,No,Travel_Rarely,948,Research & Development,4,3,Medical,1,3,Female,67,3,2,Sales Executive,2,Single,3185,18518,1,Y,No,17,3,3,80,0,9,2,3,13,0,0,7
26,Yes,Travel_Rarely,1031,Research & Development,4,1,Life Sciences,1,3,Female,85,2,2,Sales Executive,4,Single,1575,3804,3,Y,Yes,19,3,4,80,1,4,2,2,10,0,0,0
39,Yes,Travel_Rarely,239,Sales,29,4,Technical Degree,1,1,Female,51,3,1,Sales Executive,2,Married,2550,2094,1,Y,No,25,3,1,80,1,10,2,3,10,0,0,1
49,No,Travel_Rarely,1255,Human Resources,4,2,Life Sciences,1,4,Female,68,3,2,Laboratory Technician,3,Single,1200,13987,1,Y,Yes,21,3,1,80,0,1,2,2,9,2,0,6
53,No,Travel_Rarely,1217,Research & Development,4,4,Life Sciences,1,4,Male,97,2,1,Research Scientist,4,Married,2141,7670,1,Y,No,23,3,1,80,1,1,3,3,4,1,0,6
43,No,Travel_Rarely,297,Sales,26,2,Medical,1,1,Male,60,3,1,Laboratory Technician,3,Married,1646,13877,2,Y,No,20,4,3,80,0,11,6,1,9,6,1,10
28,No,Travel_Rarely,690,Research & Development,10,3,Other,1,3,Male,86,1,1,Manager,1,Married,1609,19466,1,Y,Yes,17,3,1,80,1,1,3,4,2,2,0,0
27,No,Travel_Rarely,102,Sales,4,3,Life Sciences,1,3,Male,95,3,1,Sales Executive,4,Married,2031,4087,1,Y,No,16,3,4,80,1,2,3,2,6,6,13,3
28,No,Travel_Rarely,150,Research & Development,14,2,Medical,1,1,Male,79,3,2,Laboratory Technician,4,Single,4395,7802,1,Y,No,14,3,4,80,0,0,3,3,8,6,1,8
26,No,Travel_Frequently,102,Research & Development,14,1,Life Sciences,1,2,Male,98,3,1,Sales Executive,3,Married,1227,2436,2,Y,No,16,3,3,80,0,17,2,3,15,0,3,2
46,No,Travel_Frequently,102,Research & Development,2,4,Medical,1,2,Female,42,4,1,Laboratory Technician,4,Single,1009,20842,3,Y,Yes,16,3,3,80,1,2,2,2,4,0,0,2
38,No,Travel_Rarely,1013,Research & Development,29,4,Medical,1,4,Male,33,3,1,Research Scientist,1,Single,1237,8926,1,Y,Yes,15,3,3,80,1,0,2,3,4,3,0,9
37,No,Travel_Rarely,1053,Research & Development,4,4,Life Sciences,1,3,Male,70,3,1,Sales Executive,3,Married,3603,22192,1,Y,No,17,3,2,80,1,0,2,3,7,7,0,6
18,No,Travel_Rarely,229,Research & Development,12,2,Life Sciences,1,2,Female,59,2,4,Manager,2,Divorced,8952,15367,1,Y,Yes,12,4,2,80,1,4,2,3,10,1,0,3
34,No,Travel_Rarely,1475,Research & Development,10,4,Life Sciences,1,3,Male,86,3,1,Sales Executive,1,Married,2308,7630,1,Y,No,16,4,2,80,0,4,3,3,13,7,0,0
39,No,Travel_Rarely,1022,Research & Development,5,3,Life Sciences,1,3,Female,52,3,2,Research Scientist,1,Married,2209,2094,1,Y,No,21,3,4,80,0,10,2,3,3,0,1,1
20,No,Travel_Rarely,102,Sales,29,3,Medical,1,4,Male,58,3,1,Laboratory Technician,2,Single,1836,18882,2,Y,Yes,13,3,2,80,1,0,3,3,6,0,0,7
18,No,Travel_Rarely,287,Sales,26,4,Medical,1,4,Male,74,3,2,Research Scientist,2,Married,3272,2094,0,Y,Yes,19,3,3,80,0,7,3,4,10,3,0,0
33,No,Travel_Rarely,1499,Sales,5,4,Life Sciences,1,3,Male,41,2,1,Human Resources,1,Single,3213,22709,1,Y,No,18,3,4,80,2,0,2,3,13,2,0,3
27,No,Travel_Rarely,703,Sales,15,4,Life Sciences,1,4,Male,100,3,1,Manager,1,Single,2128,2094,1,Y,Yes,13,3,4,80,1,4,5,3,3,2,1,2
51,No,Travel_Rarely,253,Research & Development,3,2,Life Sciences,1,3,Male,95,2,1,Research Scientist,2,Married,3163,17160,1,Y,No,15,3,2,80,0,0,2,3,12,2,0,2
33,No,Travel_Rarely,836,Sales,5,3,Medical,1,3,Female,100,3,5,Laboratory Technician,2,Divorced,1618,8767,9,Y,No,13,3,3,80,0,1,2,3,2,3,0,2
34,No,Non-Travel,491,Sales,3,3,Marketing,1,3,Female,96,3,2,Laboratory Technician,1,Single,2474,11998,1,Y,Yes,15,4,4,80,0,13,2,3,5,0,0,3
31,No,Travel_Rarely,186,Research & Development,16,2,Medical,1,3,Male,35,2,2,Healthcare Representative,1,Married,4869,17493,1,Y,No,16,3,1,80,0,2,3,3,5,2,1,6
30,No,Non-Travel,177,Research & Development,4,2,Other,1,3,Male,45,3,1,Manager,3,Single,3682,20821,1,Y,No,15,3,2,80,0,1,2,3,5,1,0,0
36,No,Non-Travel,300,Research & Development,20,2,Life Sciences,1,3,Male,55,2,2,Laboratory Technician,4,Single,4509,5507,1,Y,No,15,3,1,80,1,4,2,1,7,2,2,7
49,No,Travel_Rarely,1416,Research & Development,15,2,Life Sciences,1,2,Male,48,3,1,Research Scientist,4,Single,3513,6363,1,Y,Yes,22,3,4,80,0,3,3,3,2,0,1,2
30,No,Travel_Rarely,139,Sales,29,2,Medical,1,1,Male,84,3,1,Laboratory Technician,4,Divorced,3064,8535,1,Y,Yes,14,3,3,80,0,0,2,3,13,2,1,2
48,No,Travel_Rarely,1204,Sales,5,4,Marketing,1,3,Male,76,3,1,Research Scientist,4,Married,5421,3981,3,Y,Yes,17,4,4,80,0,8,2,3,9,2,0,5
33,No,Travel_Rarely,1136,Research & Development,18,2,Medical,1,1,Male,100,4,1,Research Scientist,1,Married,1847,10823,1,Y,Yes,16,3,2,80,1,13,2,3,11,0,0,8
42,No,Travel_Rarely,1304,Research & Development,12,3,Life Sciences,1,3,Male,91,3,3,Research Scientist,4,Married,5063,12730,2,Y,No,13,4,2,80,0,2,2,3,3,2,1,7
50,No,Travel_Rarely,876,Sales,25,1,Medical,1,1,Male,96,3,1,Sales Executive,3,Married,2818,15450,1,Y,Yes,19,3,3,80,1,10,3,3,9,2,10,3
32,No,Travel_Frequently,902,Sales,4,3,Human Resources,1,3,Female,93,3,2,Sales Executive,4,Single,1932,3478,0,Y,Yes,21,3,3,80,0,5,3,3,8,2,0,13
60,No,Travel_Rarely,102,Research & Development,5,2,Medical,1,2,Male,91,3,1,Manufacturing Director,1,Divorced,6216,11065,1,Y,No,21,3,1,80,0,25,2,2,10,3,0,2
35,No,Travel_Rarely,546,Research & Development,3,4,Marketing,1,1,Male,58,4,1,Sales Executive,4,Divorced,1856,19124,4,Y,No,12,4,3,80,1,0,2,3,8,0,0,2
28,No,Travel_Rarely,239,Research & Development,29,2,Life Sciences,1,2,Male,100,3,5,Manufacturing Director,3,Single,4127,17470,3,Y,No,24,3,1,80,1,3,2,3,4,3,4,1
37,Yes,Travel_Rarely,140,Sales,26,4,Medical,1,3,Male,35,3,2,Research Director,1,Married,3003,12706,0,Y,No,13,3,1,80,0,0,4,2,4,0,0,4
30,No,Travel_Frequently,102,Human Resources,8,3,Technical Degree,1,1,Male,84,3,5,Research Director,3,Divorced,1163,20155,2,Y,No,17,3,4,80,0,0,3,3,4,0,1,3
18,No,Travel_Rarely,932,Research & Development,3,4,Life Sciences,1,4,Male,78,4,1,Sales Executive,2,Single,1027,2094,1,Y,No,22,3,2,80,0,5,2,3,6,0,5,0
37,No,Travel_Rarely,102,Research & Development,29,2,Life Sciences,1,2,Female,100,3,1,Sales Executive,4,Divorced,2310,7475,1,Y,No,12,3,2,80,1,23,2,3,12,5,0,6
39,No,Travel_Rarely,102,Sales,29,4,Life Sciences,1,3,Male,88,3,3,Sales Executive,2,Divorced,1951,8917,1,Y,No,24,3,3,80,2,0,6,3,6,2,0,0
25,No,Non-Travel,1252,Research & Development,29,3,Medical,1,1,Male,53,3,1,Research Director,2,Divorced,3700,3054,1,Y,No,21,3,1,80,1,15,3,1,13,6,0,6
27,No,Travel_Rarely,162,Research & Development,24,4,Marketing,1,1,Male,90,3,2,Research Scientist,1,Divorced,7539,23298,5,Y,Yes,13,3,3,80,3,11,0,3,2,2,0,3
40,No,Travel_Rarely,259,Research & Development,29,4,Medical,1,3,Male,33,2,3,Laboratory Technician,4,Single,3608,7607,1,Y,Yes,25,3,3,80,0,5,2,3,13,0,15,7
33,No,Non-Travel,102,Research & Development,4,2,Life Sciences,1,3,Female,100,3,3,Laboratory Technician,3,Single,5077,21006,2,Y,Yes,20,3,2,80,0,6,2,1,5,1,1,0
35,No,Travel_Rarely,980,Human Resources,29,4,Medical,1,4,Male,80,2,5,Sales Executive,4,Single,4814,3741,3,Y,Yes,16,3,3,80,0,5,4,3,7,0,0,8
59,No,Travel_Rarely,834,Human Resources,5,4,Marketing,1,4,Male,100,3,3,Research Scientist,4,Divorced,3050,6625,8,Y,Yes,13,4,1,80,1,7,3,3,7,2,0,6
21,Yes,Travel_Frequently,220,Sales,3,4,Medical,1,2,Male,77,3,1,Sales Executive,1,Single,1477,3648,1,Y,Yes,22,3,4,80,0,10,3,2,10,1,1,4
51,Yes,Travel_Rarely,102,Sales,4,4,Life Sciences,1,4,Female,100,3,2,Research Scientist,4,Married,1142,2645,1,Y,No,25,3,4,80,1,9,2,3,12,6,1,1
55,No,Travel_Rarely,1140,Research & Development,1,3,Technical Degree,1,4,Male,33,2,2,Sales Executive,4,Single,2372,25462,2,Y,Yes,21,3,2,80,1,0,3,4,40,0,1,11
32,No,Travel_Frequently,134,Research & Development,13,4,Marketing,1,1,Male,44,2,2,Laboratory Technician,3,Married,3101,3053,1,Y,No,12,3,3,80,0,2,5,2,11,4,4,2
28,No,Travel_Frequently,208,Research & Development,29,1,Medical,1,1,Female,52,2,2,Laboratory Technician,2,Married,3906,3167,1,Y,Yes,13,3,2,80,0,10,2,4,2,0,0,2
52,No,Travel_Rarely,102,Sales,15,3,Life Sciences,1,2,Male,97,2,2,Healthcare Representative,1,Single,6156,3155,1,Y,No,16,3,1,80,0,0,3,2,1,0,0,7
36,No,Travel_Frequently,551,Research & Development,3,2,Medical,1,4,Male,31,2,4,Healthcare Representative,1,Single,1310,22791,1,Y,No,16,3,3,80,0,10,2,3,12,3,1,2
32,No,Travel_Rarely,102,Research & Development,2,1,Marketing,1,4,Male,86,3,1,Sales Executive,4,Single,3142,6839,7,Y,No,15,3,4,80,0,4,1,3,6,1,0,6
22,No,Travel_Rarely,623,Sales,24,4,Life Sciences,1,3,Female,98,2,2,Laboratory Technician,1,Married,3185,18443,0,Y,Yes,20,3,1,80,0,8,5,3,5,0,0,3
34,No,Travel_Rarely,1162,Research & Development,12,3,Medical,1,4,Female,100,2,1,Sales Representative,4,Married,3209,2913,1,Y,No,11,3,1,80,0,0,2,3,13,0,0,7
19,No,Travel_Frequently,1299,Sales,22,2,Medical,1,4,Female,63,3,2,Sales Executive,4,Married,3396,23580,6,Y,No,19,3,1,80,0,3,3,3,5,0,0,5
36,No,Travel_Rarely,102,Research & Development,29,4,Life Sciences,1,1,Female,45,3,2,Research Scientist,1,Single,5441,8450,6,Y,No,16,3,3,80,0,0,3,3,6,1,0,2
22,No,Travel_Rarely,102,Sales,9,4,Medical,1,1,Male,100,3,1,Research Scientist,4,Married,4407,26999,1,Y,Yes,12,3,2,80,2,1,2,3,6,2,0,7
49,No,Travel_Rarely,102,Research & Development,9,3,Marketing,1,2,Female,58,3,1,Laboratory Technician,3,Single,6334,8998,9,Y,No,19,3,2,80,0,0,3,3,3,2,0,8
24,No,Travel_Rarely,288,Research & Development,29,4,Life Sciences,1,2,Male,59,3,2,Research Scientist,1,Married,5589,23823,7,Y,No,14,3,2,80,0,6,3,3,3,3,0,0
43,No,Travel_Rarely,1169,Sales,29,4,Life Sciences,1,3,Female,83,2,1,Research Scientist,4,Single,2799,22072,0,Y,No,21,3,4,80,0,10,3,3,7,0,0,6
20,No,Travel_Rarely,324,Research & Development,4,3,Life Sciences,1,3,Female,79,3,1,Sales Executive,1,Single,1195,14341,0,Y,Yes,16,3,3,80,1,8,3,2,13,2,0,1
25,No,Travel_Frequently,842,Sales,22,2,Life Sciences,1,3,Male,72,3,2,Laboratory Technician,1,Married,1530,9480,7,Y,No,21,3,2,80,1,3,0,4,8,0,1,3
32,No,Travel_Rarely,102,Research & Development,15,3,Medical,1,2,Male,58,3,1,Sales Executive,1,Married,5291,8635,1,Y,Yes,18,3,3,80,0,23,2,3,12,2,8,0
36,No,Travel_Rarely,370,Research & Development,17,2,Life Sciences,1,1,Male,55,3,1,Sales Executive,4,Divorced,6079,23185,1,Y,No,17,3,1,80,3,7,2,3,4,6,0,3
32,No,Travel_Rarely,995,Sales,4,3,Life Sciences,1,1,Male,100,3,1,Healthcare Representative,2,Single,5423,13437,1,Y,No,25,3,4,80,1,0,3,2,3,2,1,7
